Term,RAG_Context_Used,Category,Reasoning,NLD
organic matter,True,Earth Material,"The NLD describes it as a naturally occurring substance or material preserved within rocks, which aligns with the GeoCore definition of Earth Material.","Organic matter is a naturally occurring, carbon-based substance that is derived from the remains of organisms and preserved within sedimentary rocks. In the context of the Brazilian Pre-Salt, fine-grained sediments rich in organic matter, such as the dark shales of the Piçarras Formation, constitute the primary source rocks for the petroleum system. This material can be observed as distinct streaks or laminae within the sedimentary succession."
post-rift phase,True,Geological Time Interval,"The NLD defines this as a 'tectono-stratigraphic stage' and 'phase', which is a temporal region occupied by geological processes, matching the GeoCore definition.","The post-rift phase is a tectono-stratigraphic stage in basin evolution that follows the active rifting phase and is primarily driven by broad thermal subsidence, creating accommodation space for widespread deposition. In the context of the Brazilian Pre-Salt, this phase, also known as the sag or transitional phase, encompasses the deposition of the Aptian lacustrine carbonates of the Barra Velha Formation. This depositional sequence culminates with the precipitation of thick evaporite layers of the Ariri Formation, which precedes the final establishment of a passive margin."
post-rift sequence,True,Depositional System,"The NLD describes a 'succession' that 'encompasses' multiple formations, fitting the definition of a Depositional System as an aggregate of linked depositional units.","A post-rift sequence is a tectono-stratigraphic unit that is deposited after the cessation of active faulting and crustal extension, primarily under a regime of regional thermal subsidence. This phase, also known as the sag phase, is characterized by an aggradational filling pattern with parallel seismic facies that onlap and heal the underlying rift-related topography. In the Brazilian Pre-Salt of the Santos Basin, this succession encompasses the lacustrine carbonates of the Barra Velha Formation and the overlying evaporites of the Ariri Formation."
precambrian basement,True,Geological Object,"The NLD describes a non-sedimentary 'complex of crystalline igneous and metamorphic rocks' forming a framework, fitting the GeoCore definition of a large-scale geological entity.","Precambrian basement is a complex of crystalline igneous and metamorphic rocks that formed during the Precambrian eon and constitutes the fundamental crustal framework beneath the volcanic and sedimentary sequences of a rift basin. In the context of the Brazilian Pre-Salt, it is typically composed of granitoids, orthogneisses of tonalitic to syenogranitic composition, and associated high-grade metamorphic rocks. This crystalline basement is unconformably overlain by Mesozoic flood basalts, which in turn form the economic basement directly beneath the Pre-Salt sag and rift sequences."
salt deposit,True,Depositional Unit,"The NLD defines it as a 'regional stratigraphic unit' and 'extensive layer' of sedimentary origin, fitting the definition of a large, mappable Depositional Unit.","A salt deposit is a regional stratigraphic unit that is composed of evaporite minerals, primarily halite, deposited during the Aptian sag phase of the South Atlantic opening. In the Brazilian Pre-Salt province, this extensive layer separates the underlying lacustrine pre-salt reservoirs from the overlying marine post-salt section, acting as a highly effective regional seal. The mobility of this salt layer under sedimentary loading causes significant deformation (halokinesis) in the overlying strata, creating complex structural traps."
silicification,True,Geological Process,"The NLD explicitly defines this as a diagenetic process that modifies a rock, which aligns with the GeoCore definition of a Geological Process.","Silicification is a diagenetic process that involves the precipitation of silica or the replacement of pre-existing minerals by silica within a rock. In Pre-Salt lacustrine carbonates, this process is often characterized by the early interstitial precipitation of silica gels to form nodules and sheets, typically triggered by a decrease in pH during lake freshening events. The resulting silicification can significantly impact reservoir quality by creating fractures or by preserving or occluding porosity."
texture,True,Geological Structure,"The NLD describes texture as the arrangement of a rock's constituent components, which fits the GeoCore definition of a Geological Structure.","Texture is a fundamental physical property of a rock that describes the size, shape, and arrangement of its constituent components, such as crystals, grains, and cement. In Pre-Salt lacustrine carbonates, characteristic textures like spherulitic, shrub-like, and laminated cementstones provide key evidence for interpreting depositional models, which range from microbial to abiotic chemogenic processes."
weathering,True,Geological Process,"The NLD explicitly defines weathering as a set of geological processes that decompose rocks, directly matching the GeoCore category.","Weathering is a set of geological processes that involves the physical disintegration and chemical decomposition of rocks and minerals at or near the Earth's surface. Driven by factors such as atmospheric CO2 levels, this process releases dissolved ions and alkalinity from continental crust, controlling the chemical flux into depositional basins. In lacustrine settings like the Pre-Salt, the style of weathering is a critical control on lake chemistry and carbonate precipitation, with its signature recorded by geochemical proxies such as strontium isotopes."
deep water,True,site,"The NLD describes a depositional environment, which is a region defined by its relation to a basin, fitting the BFO definition of a site.","Deep water is a depositional environment within a lacustrine or marine basin that is characterized by sufficient depth and stratification to establish anoxic bottom conditions, typically occurring below the storm wave base. In the context of Brazilian Pre-Salt rift basins, this environment is associated with the deposition of organic-rich mudstones, which serve as the primary source rocks for the petroleum system. Structurally, these environments often correspond to the more distal, highly extended domains of the rifted margin."
depositional facies,True,Sedimentary Facies,"The NLD describes a body of rock defined by a distinctive set of attributes, which directly corresponds to the GeoReservoir concept of Sedimentary Facies.","Depositional facies is a body of rock that is characterized by a distinctive set of lithological, biological, and physical attributes reflecting its origin within a specific depositional environment. In the context of the Pre-Salt, these facies are typically associated with lacustrine systems and are often defined by the combined product of primary depositional conditions and subsequent syngenetic or eodiagenetic mineral precipitation. Their spatial distribution and stacking patterns, often interpreted from seismic data, are fundamental for reconstructing the evolution of depositional systems and predicting reservoir quality."
fan delta,True,Depositional Unit,The NLD describes it as a feature formed by deposition ('progradation of an alluvial fan') that constitutes a recognizable body of sediment.,"A fan delta is a delta that is formed by the progradation of an alluvial fan directly into a standing body of water. In the context of the Brazilian Pre-Salt, these features are associated with syn-depositional faulting along the margins of underfilled, alkaline lacustrine basins and are considered potential reservoir facies within the Barra Velha Formation."
gas,True,Earth Fluid,"The NLD defines gas as a fluid phase of petroleum, which directly aligns with the GeoCore definition of Earth Fluid that includes gas.","Gas is a phase of petroleum that consists of a mixture of light hydrocarbon compounds and various non-hydrocarbon impurities, generated through the thermal maturation of organic matter. In the context of Pre-Salt petroleum systems, it is typically an oil-associated thermogenic fluid whose specific composition, including contaminants like CO2, is used to infer thermal maturity, fluid origin, and reservoir compartmentalization."
lake water,True,Earth Fluid,"The NLD describes a volume of fluid (water) within a geological basin, matching the GeoCore definition of Earth Fluid which explicitly includes water.","Lake water is the water contained within a lacustrine basin that originates from surface runoff, direct precipitation, and groundwater, and whose chemical composition is influenced by these inputs and subsequent in-basin modification. Within the context of the South Atlantic Pre-Salt, the lake waters were characteristically highly saline and alkaline, often with a pH greater than 9. This specific hydrochemistry, driven by evaporative concentration and variable inputs including hydrothermal fluids, was a primary control on the deposition of chemogenic carbonates and the viability of aquatic fauna."
late cretaceous,True,Geological Time Interval,"The NLD defines the term as a specific geologic epoch with a defined duration, which is a type of Geological Time Interval in GeoCore.","The Late Cretaceous is a geologic epoch that constitutes the final division of the Cretaceous Period, extending from approximately 100.5 to 66 million years ago. Within the Brazilian Pre-Salt domain, this time interval is significant for post-rift tectonic and magmatic events, including Santonian-Campanian volcanism, that drove deep-burial hydrothermal alteration of the underlying Early Cretaceous carbonate reservoirs. This late-stage diagenesis had a profound impact on the final characteristics of the pre-salt petroleum system."
lula field,True,Depositional System,"The NLD describes a specific oil field whose reservoir is composed of linked depositional units (lacustrine carbonates), fitting the definition of a Depositional System.","Lula Field is a giant pre-salt oil field in the Santos Basin offshore Brazil that was one of the first multi-billion barrel discoveries in the province. Originally named Tupi, the field is a major producer with hydrocarbons reservoired primarily in the Aptian lacustrine carbonates of the Barra Velha Formation. The field also lends its name to the 'Lula's Fingers,' a distinctive gamma-ray log signature representing shallowing-upward cyclothems in the upper Barra Velha Formation."
marine environment,True,Geological Process,"The NLD describes a depositional environment, which is a set of physical, chemical, and biological processes that generate specific geological objects.","A marine environment is a depositional environment that is influenced by oceanic waters, characterized by saline conditions and typically containing marine fauna such as foraminifera and echinoderms. In the context of the South Atlantic margin, the establishment of a marine environment marks the end of the lacustrine pre-salt depositional phase. This transition is often represented by a restricted, evaporitic shallow marine setting that deposited the Aptian salt layer, which was later succeeded by open marine conditions during the post-salt drift phase."
ooid,True,Geological Object,"The NLD defines an ooid as a single sedimentary grain, which is a rigid entity with its own identity, fitting the definition of a Geological Object.","An ooid is a coated sedimentary grain, typically spherical and less than 2 mm in diameter, that is formed by the concentric precipitation of mineral layers around a central nucleus. In the context of Pre-Salt lacustrine systems, ooids accumulate in agitated, high-energy environments to form reservoir facies such as ooid grainstones. These grains are distinctively composed of minerals like the Mg-silicate stevensite and can be subject to later diagenetic alteration, including silicification."
petroleum system,True,object aggregate,"The NLD describes a system composed of multiple essential geological elements (source rock, reservoir, trap, seal), which fits the BFO definition of an aggregate of objects.","A petroleum system is a unified natural system that encompasses all the essential geological elements and processes required for the generation, migration, and accumulation of hydrocarbons. These elements include a mature source rock, a migration pathway, a reservoir rock, and a trap with an effective seal, such as the thick salt layer in the Santos Basin Pre-Salt which also influences source rock maturation."
platform,True,Depositional Unit,"The NLD describes a large-scale, seismically-resolvable depositional body, which directly aligns with the definition of a Depositional Unit.","A platform is a large-scale, seismically-resolvable carbonate depositional body that is characterized by a relatively flat top, depositional relief, and distinct lateral and vertical facies patterns. Within the Pre-Salt sag sequence, platform tops typically represent shallow, high-energy lacustrine environments where facies such as shrubby boundstones and intraclast-spherulite grainstones accumulate. These platform-top facies often develop widespread stratified porosity and permeability, forming significant hydrocarbon reservoirs."
pyramid lake,True,site,"The NLD describes a lake, which is fundamentally a depression in the Earth's surface (a site) that is filled with water, fitting the BFO definition of a site.","Pyramid Lake is a modern lacustrine system in an extensional basin in Nevada, USA, that serves as a key geological analog for the formation of Pre-Salt carbonate reservoirs. The lake is characterized by alkaline waters and contains large, sub-lacustrine tufa mounds formed by carbonate precipitation where calcium-rich spring waters vent into the lake. These exhumed mounds provide a valuable model for understanding the morphology, scale, and complex internal geometries of similar hydrothermal carbonate buildups in the South Atlantic rift basins."
sandstone,True,Sedimentary Rock,The NLD explicitly defines sandstone as a clastic sedimentary rock composed of sand-sized grains.,"Sandstone is a clastic sedimentary rock that is composed predominantly of sand-sized siliciclastic grains. In the context of the Pre-Salt, sandstones are typically deposited in fluvial, alluvial fan, and fan delta systems at the margins of lacustrine basins. These deposits often exhibit current laminations and can be interbedded with conglomerates or contain mollusk shells, reflecting episodic sediment input into the lake."
shrub,True,Geological Structure,"The NLD defines a shrub as a 'dendritic carbonate growth structure,' which aligns with the concept of an internal arrangement or configuration within a geological object.","A shrub is a dendritic carbonate growth structure that is characterized by an upward-bifurcating morphology composed of radiating bundles of fibrous-to-prismatic calcite crystals. These structures grow upward in-situ within lacustrine settings, creating positive relief and significant primary inter-branch porosity, and are a key component of Pre-Salt boundstone reservoir facies."
silica cement,True,Earth Material,"The NLD describes silica cement as a mineral precipitate, which is a natural amount of solid matter, fitting the definition of Earth Material.","Silica cement is an authigenic mineral precipitate that consists of silica minerals, such as chalcedony and quartz, which precipitate from pore fluids to occlude primary or secondary porosity. In Pre-Salt lacustrine carbonates, it can precipitate syndepositionally or during early diagenesis due to changes in lake water chemistry, or later during burial, commonly lining vugs and occluding inter-particle porosity."
south atlantic,True,site,"The NLD describes the South Atlantic as an ocean basin, which is a large-scale depression or concavity in the Earth's crust, fitting the BFO definition of a site.","The South Atlantic is an ocean basin that separates the continents of South America and Africa, formed by the rifting of the Gondwana supercontinent during the Mesozoic Era. Its formation created conjugate passive margins, such as those of Brazil and West Africa, which host prolific petroleum systems. The early rift and sag phases of its opening are particularly significant for the deposition of the extensive Aptian lacustrine carbonate successions of the Brazilian Pre-Salt."
wave base,True,fiat surface,"The NLD defines wave base as a conceptual depth or surface marking a limit, which aligns with the BFO concept of a fiat surface determined by a process rather than a physical interface.","Wave base is a conceptual water depth that marks the lower limit of sediment agitation and transport by surface wave action. In the lacustrine settings of the Pre-Salt, the zone below wave base is a lower-energy environment characterized by the accumulation of fine-grained carbonates and chemical precipitates, while the zone at or above wave base is a higher-energy environment where reworking of deposits and the formation of grainstones occur. The depth of the wave base is dynamic and can change with factors such as lake level and fetch."
basement high,True,Geological Object,"The NLD describes it as a topographically elevated area of the basement surface, which is a rigid, identifiable entity generated by geological processes, fitting the definition of a Geological Object.","A basement high is a positive structural feature that represents a topographically elevated area of the crystalline basement surface. In rift settings such as the Brazilian Pre-Salt, these features are commonly formed as horst blocks or through transpressive uplift, controlling the architecture of overlying sedimentary sequences and often serving as the foundation for significant hydrocarbon accumulations."
climate change,True,Geological Process,"The NLD defines it as a long-term shift in conditions that influences and modifies depositional systems, which aligns with the definition of a Geological Process.","Climate change is a long-term shift in regional paleoclimatic conditions that primarily involves variations between humid and arid states, significantly influencing lacustrine depositional systems. In the context of the South Atlantic Pre-Salt, such shifts are recorded as changes in sediment input, lake water chemistry, and faunal assemblages, which in turn control the development of carbonate facies."
deformation,True,Geological Process,"The NLD explicitly defines deformation as a geological process that alters the shape, size, or orientation of a rock body, perfectly matching the GeoCore category.","Deformation is a geological process that changes the original shape, size, or orientation of a rock body in response to applied stress. In the context of the Brazilian Pre-Salt, this process manifests through both brittle mechanisms, such as faulting, and ductile mechanisms, including folding and salt flow (halokinesis). Deformation occurs across various scales, from regional tectonic events controlling basin architecture to the plastic compaction of individual grains, and can be contemporaneous with deposition."
gondwana,True,Geological Object,"The NLD describes Gondwana as a former supercontinent, which is a large-scale, identifiable physical entity, fitting the definition of a Geological Object.","Gondwana is a former supercontinent that comprised the landmasses of the Southern Hemisphere, including the conjoined plates of South America and Africa. Its fragmentation during the Early Cretaceous initiated the rifting that formed the precursor basins of the South Atlantic Ocean, where the Brazilian Pre-Salt sequences were deposited."
oceanic crust,True,Earth Material,"The NLD defines oceanic crust as a portion of the lithosphere, a type of solid matter generated by geological processes, which aligns with the definition of Earth Material.","Oceanic crust is the portion of the Earth's lithosphere that is generated at mid-ocean ridges during seafloor spreading, marking the final stage of continental rifting and the onset of a mature ocean basin. In the South Atlantic passive margin, its formation commenced around the Aptian and is associated with ridge-push forces that can cause subsequent tectonic inversion within the adjacent continental basins."
oil,True,Earth Fluid,"The NLD describes oil as a naturally occurring liquid hydrocarbon mixture and a distinct fluid phase, which directly aligns with the GeoCore definition of an Earth Fluid.","Oil is a naturally occurring liquid hydrocarbon mixture that is generated from the thermal maturation of organic matter, migrates into porous rock, and accumulates in a subsurface trap. Within a reservoir, it exists as a distinct fluid phase with a characteristic pressure gradient, forming a hydrocarbon column that is typically situated above a water zone due to its lower density. Its specific composition, gas content, and physical properties are determined by the source rock type, maturation history, and any subsequent alteration processes."
pre-salt section,True,Geological Object,"The NLD defines it as a distinct tectono-stratigraphic interval with a specific depositional history and boundaries, fitting the GeoCore definition of a Geological Object.","Pre-salt section is a tectono-stratigraphic interval that was deposited during the syn-rift and sag phases of continental rifting and is stratigraphically positioned beneath an extensive evaporite layer. In the context of the Brazilian passive margin, this section is predominantly of Aptian age and is characterized by highly productive lacustrine carbonate reservoirs, such as those of the Barra Velha Formation."
tectono-stratigraphic evolution,True,Geological Process,"The NLD describes the interplay of tectonic and depositional processes over time that shape a basin, which is a series of events fitting the GeoCore definition of a Geological Process.","Tectono-stratigraphic evolution is the geological reconstruction that describes the interplay between tectonic processes and the resulting stratigraphic architecture of a sedimentary basin over time. This analysis involves integrating structural data, such as fault displacement and fold kinematics, with stratigraphic data, like sediment fill geometries and isopach maps, to understand how tectonic activity controlled depositional patterns and basin development. In the context of the Brazilian Pre-Salt, it typically delineates the distinct rift and post-rift phases, characterizing how fault-controlled subsidence and uplift influenced the deposition of lacustrine carbonates and subsequent evaporites."
basin,True,Geological Object,"The NLD describes a basin as a large-scale depression in the Earth's crust that contains sediments, fitting the GeoCore definition of a distinct Geological Object.","A basin is a large-scale depression in the Earth's crust that forms through tectonic subsidence and serves as a depocenter for the accumulation of sediments. In the context of the Brazilian Pre-Salt, these basins originated as continental rift systems during the breakup of the Gondwana supercontinent and subsequently evolved into passive continental margins. These features are typically bounded by structural highs and contain the thick sedimentary successions that host petroleum systems."
depositional model,True,generically dependent continuant,"The NLD defines it as a 'conceptual framework' used to explain and predict, which is a pattern or content that can be copied, fitting the BFO definition of a generically dependent continuant.","A depositional model is a conceptual framework that integrates geological, geophysical, and geochemical data to explain and predict the processes, environments, and resulting three-dimensional geometry of sedimentary deposits. In the context of the Brazilian Pre-Salt, competing models, such as the microbialite platform versus the shallow evaporitic lake model, are used to interpret the origin and distribution of lacustrine carbonate reservoirs. This framework is crucial for predicting reservoir presence, quality, and continuity, thereby guiding petroleum exploration and development strategies."
erosional truncation,True,Geological Boundary,"The NLD describes a surface representing an episode of erosion that cuts off reflectors and defines the boundary of a stratigraphic sequence, fitting the definition of a Geological Boundary.","Erosional truncation is a type of stratal termination that is characterized by the cutting off of inclined seismic reflectors by an overlying surface representing an episode of erosion. This geometric relationship, observed on seismic profiles, is a primary indicator of an unconformity, which marks a significant depositional hiatus and often defines the boundary of a stratigraphic sequence."
facies variation,True,Facies Association,"The NLD describes the spatial and temporal change and transitions between different facies, which constitutes a collective of facies, fitting the definition of Facies Association.","Facies variation is the spatial or temporal change in the lithological and petrophysical characteristics of a sedimentary rock unit that reflects differing depositional conditions. In Pre-Salt lacustrine carbonates, this often manifests as abrupt lateral transitions between reservoir and non-reservoir facies, driven by factors like sedimentary input, lake chemistry, and climate, which are critical for creating stratigraphic entrapments."
post-depositional faulting,True,Geological Process,"The NLD explicitly defines the term as a 'structural deformation process' that displaces a sedimentary sequence, directly matching the definition of a Geological Process.","Post-depositional faulting is a structural deformation process that displaces a sedimentary sequence after its deposition has ceased. Unlike syn-depositional faulting, this process does not influence the thickness of the affected stratigraphic units, which typically maintain a constant thickness across the fault. Within the Brazilian Pre-Salt, it often involves the reactivation of pre-existing rift faults, creating structural relief and inversion features that are critical for trap formation and reservoir architecture."
carbonate mound,True,Mound Unit,"The NLD describes a large-scale buildup with a 'mounded external geometry' and 'chaotic... internal reflections,' which directly corresponds to the definition of a Mound Unit.","A carbonate mound is a large-scale carbonate buildup that exhibits a positive, mounded external geometry and is formed in a lacustrine setting through processes linked to hydrothermal fluid expulsion along major fault systems. In the Brazilian Pre-Salt, these features are identified on seismic data by their mounded shape and chaotic or convex internal reflections, representing significant reservoir intervals whose growth was synchronous with fault activity along horst blocks."
hanging wall,True,Geological Object,"The NLD defines the hanging wall as a 'crustal block,' which is a large, rigid entity with its own identity criteria, fitting the definition of a Geological Object.","Hanging wall is the crustal block that is positioned above a non-vertical fault plane, in contrast to the footwall block which lies below it. In rift settings such as the Brazilian Pre-Salt, the hanging wall is a primary locus for deformation, accommodating strain through processes like fault-propagation folding, particularly during periods of tectonic inversion. The structural and stratigraphic complexity within the hanging wall is critical for petroleum systems, as it can form structural traps or create permeability barriers that lead to reservoir compartmentalization."
lacustrine setting,True,Depositional System,"The NLD describes a large-scale system of deposition associated with a palaeolake, which aligns with the definition of a Depositional System.","A lacustrine setting is a continental depositional environment that is associated with a large-scale palaeolake system, typically formed within a rift valley. In the context of the Brazilian Pre-Salt, this setting is specifically a vast, closed endorheic basin that was disconnected from the ocean and controlled by continental water inputs. Such systems can develop significant bathymetry and are characterized by the deposition of unique carbonate successions that form major petroleum reservoirs."
macabu formation,True,Depositional Unit,"The NLD defines it as a mappable 'stratigraphic unit' composed of deposited carbonates, which is a type of Sedimentary Geological Object known as a Depositional Unit.","Macabu Formation is an Aptian-age stratigraphic unit of the Lagoa Feia Group that consists of lacustrine carbonates deposited in a shallow, highly alkaline, and evaporative sag basin setting within the Campos Basin. This unit is composed of shallowing-up cyclothems including mud-grade laminated carbonates, spherulitic carbonates, and calcite shrub-like crusts. It is the direct stratigraphic equivalent of the prolific Barra Velha Formation reservoirs in the Santos Basin and is overlain by the evaporites of the Retiro Formation."
magmatic event,True,Geological Process,"The NLD describes a 'discrete geological episode' involving magma emplacement and rock formation, which is a series of actions that modify geological objects, fitting the definition of a Geological Process.","A magmatic event is a discrete geological episode that involves the emplacement of magma, resulting in the formation of intrusive and/or extrusive igneous rocks within a specific time interval. In the context of the Brazilian Pre-Salt, these events are recorded as volcanic and sub-volcanic rocks of varying ages and compositions, such as Aptian basalts and Santonian-Campanian alkaline intrusions. These episodes are critical as they can be associated with hydrothermal alteration of carbonate reservoirs and the release of mantle-derived fluids that influence the petroleum system."
magmatism,True,Geological Process,"The NLD explicitly defines magmatism as a 'fundamental geological process' involving the generation, movement, and solidification of magma.","Magmatism is a fundamental geological process that encompasses the generation, movement, and solidification of magma and its associated volcanic and plutonic activity. Within the South Atlantic basins, multi-stage magmatic events associated with continental rifting influenced the depositional system through the release of mantle-derived CO2 and drove late-stage hydrothermal alteration of Pre-Salt carbonate reservoirs."
phanerozoic,False,Geological Time Interval,"The NLD defines the Phanerozoic as a 'geologic eon,' which is a specific span of time in Earth's history, matching the definition of a Geological Time Interval.","Phanerozoic is the current and youngest geologic eon that is characterized by the proliferation of complex, multicellular life, including animals and plants, as evidenced by an abundant fossil record. It spans from approximately 539 million years ago to the present day and is subdivided into the Paleozoic, Mesozoic, and Cenozoic eras. The Aptian-age Pre-Salt carbonate successions of the South Atlantic are a significant geological feature within the Mesozoic portion of this eon."
precambrian,True,Geological Time Interval,"The NLD defines the term as a 'supereon of geologic time,' which directly aligns with the definition of a Geological Time Interval in GeoCore.","Precambrian is a supereon of geologic time that spans from the formation of Earth to the beginning of the Cambrian Period, approximately 539 million years ago. In the context of the Brazilian Pre-Salt, the term refers to the crystalline igneous and metamorphic rocks that constitute the continental basement upon which the Mesozoic rift basins were deposited. The structural fabric inherited from this Precambrian basement played a critical role in controlling the geometry and evolution of the fault systems that developed during the rifting phase."
rift basin,True,Depositional System,"The NLD describes a large-scale sedimentary basin containing various rock fills, which aligns with the GeoReservoir definition of a Depositional System as an aggregate of linked depositional units.","A rift basin is a sedimentary basin that is formed by the extension and thinning of the continental lithosphere, typically associated with the breakup of supercontinents. Characterized by fault-bounded blocks, their syn-rift fill in the South Atlantic includes volcanic rocks, organic-rich lacustrine source rocks, and carbonate reservoirs of the pre-salt succession."
base salt,True,Geological Boundary,"The NLD explicitly defines the term as a 'regional seismic-stratigraphic surface' that marks the top and bottom of geological sequences, fitting the GeoCore definition of a Geological Boundary.","Base salt is a regional seismic-stratigraphic surface that defines the bottom of the Aptian evaporite sequence and the top of the underlying pre-salt carbonate section, such as the Barra Velha Formation. It is seismically expressed as a high-amplitude, continuous positive reflector generated by a basal layer of dense anhydrite, which creates a significant acoustic impedance contrast with the underlying carbonates."
crystal shrub,True,Sedimentary Facies,"The NLD explicitly defines the term as a 'distinctive carbonate rock facies,' which describes the sedimentological characteristics of a depositional unit, directly matching the GeoReservoir category.","A crystal shrub is a distinctive carbonate rock facies that is characterized by an in-situ, dendritic to plumose arrangement of vertically oriented, fibrous calcite crystals. Commonly forming a type of boundstone, this facies is a primary depositional feature of the shallow, alkaline lacustrine systems of the Brazilian Pre-Salt. Crystal shrubs constitute a significant reservoir rock, exhibiting complex porosity networks that include vuggy, intracrystalline, and intergranular pores."
marine system,True,Depositional System,"The NLD explicitly defines the term as a 'depositional system,' which is a direct match for the GeoReservoir category of the same name.","A marine system is a depositional system that is directly connected to and influenced by the global ocean. Its depositional architecture and facies are primarily controlled by eustatic sea-level fluctuations, oceanic chemistry, and global tectonic processes, in contrast to lacustrine systems which are governed by local climate, tectonics, and catchment-area inputs."
silica nodule,True,Geological Object,"The NLD describes it as a distinct ""diagenetic body"" of silica, which is a rigid entity generated by a geological process, fitting the definition of a Geological Object in GeoCore.","A silica nodule is a diagenetic body of silica that forms from the early interstitial precipitation of silica gels within lacustrine carbonate sediments. In the context of the Brazilian Pre-Salt, this precipitation is triggered by a decrease in the pH of lake waters, typically associated with freshening intervals or flooding events. These nodules, which may be composed of opal, are commonly found within laminated calcimudstone facies."
antecedent topography,True,Geological Boundary,"The NLD defines it as a ""pre-existing landscape or paleotopographic surface,"" which acts as a physical discontinuity controlling later deposition, fitting the GeoCore definition of a Geological Boundary.","Antecedent topography is a pre-existing landscape or paleotopographic surface that controls the depositional architecture and facies distribution of overlying sedimentary units. Within the Brazilian Pre-Salt, this topography is primarily inherited from syn-rift fault blocks and the Pre-Alagoas unconformity, providing a substrate that dictates the location and geometry of subsequent lacustrine carbonate reservoirs."
pre-salt play,True,NOT_CLASSIFIED,"A ""play"" is a human-defined petroleum exploration concept, not a fundamental geological object, process, or quality defined within the provided ontologies.","Pre-salt play is a major petroleum exploratory play that targets hydrocarbon accumulations in strata deposited prior to the widespread Aptian salt layer along the conjugate margins of the South Atlantic. The play is primarily characterized by prolific but highly heterogeneous Lower Cretaceous lacustrine carbonate reservoirs, which present significant geological uncertainties and exploration challenges due to their faciological, depositional, and diagenetic complexity."
cyclothem,True,Depositional System,"The NLD describes a cyclothem as a repetitive stratigraphic succession of linked depositional units and facies, which aligns with the GeoReservoir definition of a Depositional System.","A cyclothem is a repetitive, shallowing-upward stratigraphic succession that records fluctuations in lake level and water chemistry within a lacustrine carbonate system. In the Barra Velha Formation, a typical cyclothem consists of basal laminated calcimudstones deposited during a flooding phase, overlain by calcite shrub and spherulite facies formed during an evaporative, high-alkalinity phase. The succession, typically 0.75 to 5 meters thick, is often capped by reworked grainstones and represents a key depositional motif."
depositional setting,True,site,"The NLD describes a ""depositional setting"" as a specific geological environment where sediment accumulates, which corresponds to the BFO definition of a site as a 3D immaterial entity where processes occur.","A depositional setting is a specific geological environment that is characterized by the physical, chemical, and biological conditions under which a particular type of sediment or rock accumulates. This environment dictates the depositional processes and resulting sedimentary facies, with examples in the Pre-Salt context including lacustrine, hydrothermal, and rift settings. The interpretation of the depositional setting, such as a deep versus shallow lacustrine system, is critical for predicting reservoir distribution and quality."
evaporitic lake,True,Depositional System,"The NLD explicitly defines the term as a 'lacustrine depositional system,' which is a direct match for the GeoReservoir category.","An evaporitic lake is a lacustrine depositional system that is characterized by evaporation rates exceeding water inflow, resulting in an under-filled basin with significant chemical sedimentation. In the context of the Brazilian Pre-Salt, these environments are typically shallow, alkaline, and saline, promoting the precipitation of distinctive chemogenic carbonates like calcite shrubs and spherulites within Mg-silicate matrices."
geological record,True,generically dependent continuant,"The term refers to the chronicle or information content preserved within rock strata, which aligns with the BFO concept of a pattern or content that can be copied or instantiated.","The geological record is the chronicle of Earth's history that is preserved within the sequence of rock strata, their internal structures, and the fossils they contain. This record provides the primary evidence for understanding past geological processes and environments, serving as a basis for comparison with unique depositional systems like the Brazilian Pre-Salt. It can refer to the entire history of the Earth as documented in rocks globally, or to a specific stratigraphic interval within a well or basin."
hyper-alkaline lake,True,Depositional System,"The NLD explicitly defines the term as a 'lacustrine depositional system,' which is a direct match for the GeoReservoir category.","A hyper-alkaline lake is a lacustrine depositional system that is characterized by water with exceptionally high alkalinity, typically with a pH of 10 or greater, driven by factors such as high CO2 input, hydrothermal activity, and evaporation. Within the context of the Brazilian Pre-Salt, these Aptian-age lakes were sites of extensive abiotic carbonate precipitation, forming Mg-silicate gels and chemogenic calcite textures that constitute major reservoir intervals."
microbial macrostructure,True,Sedimentary Structure,"The NLD defines it as an 'organosedimentary structure' with examples like stromatolites, which are patterns of internal arrangement within depositional units.","A microbial macrostructure is an organosedimentary structure that is formed by the trapping, binding, and precipitation of minerals by microbial communities, resulting in features visible at a macroscopic or larger scale. In Pre-Salt successions, these include features such as stromatolites, oncoids, and planar laminites, as well as larger, seismically mappable buildups like mounds and reef-like forms. Although often rare in specific formations like the Barra Velha, these structures can be composed of carbonate or silica and represent significant localized buildups."
microbial microstructure,True,Sedimentary Facies,"The NLD describes a microscopic-scale fabric or texture, which represents a visual pattern of sedimentological characteristics, fitting the definition of Sedimentary Facies.","Microbial microstructure is a microscopic-scale fabric or texture that is formed by or preserves evidence of microbial activity, such as biofilms or mats. In Pre-Salt carbonates, these features commonly manifest as clotted (grumous) peloidal fabrics, filament moulds, or laminated textures observed in thin section. Although often rare within the overall Barra Velha Formation, these microstructures are a key component in the interpretation of microbialites and can contribute to the formation of boundstone reservoir facies."
