Sheet,Row_ID,Term,Order,Context_Used_A,NLD_A,NLD_B,Assigned_Category,Tier,Conditions,Parent_Term,Category,Relationship_Type,Is_Intermediate
NLD_Quality,NLD-112,gondwana,A_first,True,"Gondwana is a former supercontinent that comprised the landmasses of the Southern Hemisphere, including the conjoined plates of South America and Africa. Its fragmentation during the Early Cretaceous initiated the rifting that formed the precursor basins of the South Atlantic Ocean, where the Brazilian Pre-Salt sequences were deposited.","Gondwana is a large supercontinent that existed from the Neoproterozoic until the Jurassic. The rifting and subsequent breakup of West Gondwana, specifically the separation of the South American and African plates during the Early Cretaceous, created the extensional tectonic setting and accommodation space for the deposition of the lacustrine carbonate successions of the Brazilian Pre-Salt.",,,,,,,
NLD_Quality,NLD-113,packstone,A_first,True,"Packstone is a grain-supported sedimentary carbonate rock that contains a matrix of carbonate mud (micrite) in the interstitial spaces between grains. In Pre-Salt successions, the grains are typically mollusk shells and fragments, but can also include spherulites, ostracods, and ooids. These rocks often form important reservoirs, especially where diagenetic processes like shell leaching have created significant moldic porosity.","Packstone is a grain-supported carbonate rock that contains a matrix of carbonate mud (micrite) between the grains. According to the Dunham classification system, this texture indicates deposition in an environment with enough energy to concentrate grains but not enough to completely remove the finer mud fraction. The presence of this micrite matrix can significantly reduce interparticle porosity and permeability, impacting the rock's quality as a potential reservoir.",,,,,,,
NLD_Quality,NLD-114,dissolution,B_first,True,"Dissolution is a diagenetic process that chemically breaks down and removes mineral material, such as carbonates or Mg-rich clays, through interaction with a solvent fluid. In the Brazilian Pre-Salt, this process is a critical factor in creating and enhancing reservoir quality, particularly through the congruent dissolution of Mg-rich clays like stevensite and the later-stage dissolution of carbonate minerals. This dissolution can be driven by fluids acidified by the release of hydrogen ions during the decay of Mg-silicates.","Dissolution is a diagenetic process that removes mineral matter by dissolving soluble minerals, such as calcite or aragonite, into a fluid. In carbonate reservoirs like the Brazilian Pre-Salt, this process is a primary mechanism for creating secondary porosity, often driven by the interaction of CO2-rich fluids with carbonate minerals. The resulting dissolution features, which range from vugs and molds to extensive cavern systems, can significantly enhance reservoir storage capacity and permeability.",,,,,,,
NLD_Quality,NLD-115,lithology,A_first,True,"Lithology is the characterization of a rock or stratigraphic unit that is based on its physical attributes, including composition, mineralogy, texture, and grain size. In the context of Brazilian Pre-Salt carbonates, this involves identifying specific rock types such as shrubstones, spherulitestones, grainstones, and rudstones, which result from complex depositional and diagenetic processes. This characterization is fundamental for defining reservoir facies, interpreting depositional environments, and constructing geological models.","Lithology is a description of a rock unit that is based on its physical characteristics observable at the outcrop, hand-specimen, or microscopic scale, such as composition, grain size, texture, and color. In petroleum geology, lithology is a fundamental property used to define reservoir, source, and seal rock intervals, directly controlling petrophysical properties like porosity and permeability.",,,,,,,
NLD_Quality,NLD-116,south atlantic,B_first,True,"The South Atlantic is an ocean basin that separates the continents of South America and Africa, formed by the rifting of the Gondwana supercontinent during the Mesozoic Era. Its formation created conjugate passive margins, such as those of Brazil and West Africa, which host prolific petroleum systems. The early rift and sag phases of its opening are particularly significant for the deposition of the extensive Aptian lacustrine carbonate successions of the Brazilian Pre-Salt.","The South Atlantic is an ocean basin that formed during the Mesozoic Era through the rifting and subsequent separation of the South American and African continents. Its tectonic evolution governed the creation of the conjugate passive margins, including the extensive rift systems that host the prolific Pre-Salt petroleum systems of Brazil and West Africa. The basin's history progressed from an early continental rift phase, characterized by lacustrine deposition, to a later marine drift phase following the establishment of a permanent oceanic connection.",,,,,,,
NLD_Quality,NLD-117,stevensite,B_first,True,"Stevensite is an aluminum-poor, magnesium-rich smectitic clay mineral that precipitates directly from silica-rich, highly alkaline lacustrine waters. Within the Brazilian Pre-Salt, it is a characteristic authigenic mineral of low-energy, deeper-water depositional environments, commonly associated with calcite spherulites or dolomite rhombs. It can occur as discrete beds, oolitic coatings, or as a matrix component within carbonate facies.","Stevensite is a trioctahedral smectite clay mineral that is characterized by a magnesium silicate composition and a near-zero layer charge originating from vacancies in the octahedral sheet. In the context of Brazilian Pre-Salt reservoirs, it is a significant authigenic mineral that precipitates from magnesium-rich lacustrine brines, often forming spherulitic aggregates that can impact reservoir porosity.",,,,,,,
NLD_Quality,NLD-118,carbonate platform,A_first,True,"A carbonate platform is a large-scale, seismically mappable depositional body that develops on broad structural highs within a lacustrine sag basin. In the context of the Brazilian Pre-Salt, these platforms are primarily composed of non-marine carbonate grains, such as shrubby microbial boundstones, spherulites, and intraclasts, which form significant reservoir facies. The geometry of these lacustrine platforms is often strongly influenced by antecedent topography and fault-controlled subsidence, distinguishing them from classic marine platform models.","A carbonate platform is a large-scale sedimentary body that is built up primarily by the accumulation of in situ carbonate sediments within a shallow marine or lacustrine setting, creating a structure with significant topographic relief. These systems can be classified based on their geometry and relationship to the basin margin, including ramps, rimmed shelves, and isolated platforms. In the context of the Brazilian Pre-Salt, these features are extensive lacustrine systems where microbial and bioclastic carbonates accumulated, forming the primary hydrocarbon reservoirs.",,,,,,,
NLD_Quality,NLD-119,precambrian basement,B_first,True,"Precambrian basement is a complex of crystalline igneous and metamorphic rocks that formed during the Precambrian eon and constitutes the fundamental crustal framework beneath the volcanic and sedimentary sequences of a rift basin. In the context of the Brazilian Pre-Salt, it is typically composed of granitoids, orthogneisses of tonalitic to syenogranitic composition, and associated high-grade metamorphic rocks. This crystalline basement is unconformably overlain by Mesozoic flood basalts, which in turn form the economic basement directly beneath the Pre-Salt sag and rift sequences.","Precambrian basement is a complex of crystalline rocks that was formed during the Precambrian eons and serves as the structural foundation upon which younger sedimentary basins are deposited. This complex typically consists of igneous and high-grade metamorphic rocks, such as granites, gneisses, and schists. In petroleum exploration, it is generally considered non-reservoir 'economic basement', but its paleotopography and structural fabric significantly influence the deposition of overlying sedimentary sequences and the development of structural traps.",,,,,,,
NLD_Quality,NLD-120,travertine,B_first,True,"Travertine is a chemically precipitated carbonate rock that is deposited in continental settings from hydrothermal springs. In the Pre-Salt context, it is associated with subaerial exposure and forms mound-type and fissure ridge-type deposits, representing a potential origin for some isolated carbonate buildups.","Travertine is a freshwater carbonate rock that is formed by the rapid precipitation of calcium carbonate from geothermally heated, supersaturated groundwater, typically at hot springs or along fault systems. In the Brazilian Pre-Salt, these deposits are considered important non-traditional reservoirs, where their complex fabrics, ranging from dense crystalline crusts to porous dendritic or brecciated textures, are controlled by hydrothermal activity linked to rift tectonics.",,,,,,,
NLD_Quality,NLD-121,hydrothermal vent complex,A_first,True,"A hydrothermal vent complex is a pipe-like geological complex that is formed by the fracturing, transport, and eruption of hydrothermal fluids and sediments through the crust. These seismic-scale features, often appearing as isolated mound-like buildups, are associated with intrusive events in continental rift settings and can play a significant role in carbonate reservoir formation and heterogeneity.","A hydrothermal vent complex is a geological system that comprises an assemblage of vents, chimneys, and associated deposits formed by the focused expulsion of heated, mineral-rich fluids onto the seafloor. Within the Brazilian Pre-Salt, these features are linked to Cretaceous magmatism and significantly influence the diagenesis and reservoir quality of adjacent carbonate rocks through fluid-rock interaction and mineral precipitation.",,,,,,,
NLD_Quality,NLD-122,graben,B_first,True,"A graben is a depressed structural block that is down-dropped between two or more sub-parallel normal faults as a result of crustal extension. In rift settings such as the Brazilian Pre-Salt, grabens evolve from small, isolated features into larger, linked systems that serve as primary depocenters for syn-rift sediments. These tectonic features can also act as significant permeability barriers, leading to the compartmentalization of hydrocarbon reservoirs.","A graben is an elongate, down-dropped block of crust that is bounded by subparallel normal faults. As a primary feature of extensional tectonics, grabens form sedimentary basins that create accommodation space for syn-rift deposits, such as the lacustrine source and reservoir rocks of the Brazilian Pre-Salt.",,,,,,,
NLD_Quality,NLD-123,silicification,B_first,True,"Silicification is a diagenetic process that involves the precipitation of silica or the replacement of pre-existing minerals by silica within a rock. In Pre-Salt lacustrine carbonates, this process is often characterized by the early interstitial precipitation of silica gels to form nodules and sheets, typically triggered by a decrease in pH during lake freshening events. The resulting silicification can significantly impact reservoir quality by creating fractures or by preserving or occluding porosity.","Silicification is a diagenetic process that involves the replacement of pre-existing minerals, particularly carbonates, by silica minerals such as quartz, chert, or opal. This process can significantly alter reservoir quality by either occluding porosity or creating a rigid framework that preserves pore space during burial.",,,,,,,
NLD_Quality,NLD-124,depositional setting,A_first,True,"A depositional setting is a specific geological environment that is characterized by the physical, chemical, and biological conditions under which a particular type of sediment or rock accumulates. This environment dictates the depositional processes and resulting sedimentary facies, with examples in the Pre-Salt context including lacustrine, hydrothermal, and rift settings. The interpretation of the depositional setting, such as a deep versus shallow lacustrine system, is critical for predicting reservoir distribution and quality.","A depositional setting is a geological environment that is characterized by the specific physical, chemical, and biological conditions under which a particular assemblage of sediments accumulates. These conditions, including water depth, energy, sediment supply, and climate, determine the resulting sedimentary facies and their geometry. In the context of the Brazilian Pre-Salt, key depositional settings include the various sub-environments within a large-scale lacustrine carbonate system.",,,,,,,
NLD_Quality,NLD-125,clay,A_first,True,"Clay is a group of authigenic magnesian phyllosilicate minerals that precipitates directly from alkaline, silica- and magnesium-rich lacustrine waters. In the Brazilian Pre-Salt, these minerals are primarily stevensite and saponite, occurring as laminated muds or as interstitial components within carbonate facies. The subsequent dissolution of these chemically unstable clays is a critical diagenetic process responsible for creating significant secondary porosity and enhancing reservoir quality.","Clay is a group of hydrous aluminum phyllosilicate minerals that are characterized by a layered crystal structure and a particle size of less than 2 micrometers. In petroleum systems, clays are significant as they form the primary constituent of cap rocks and seals, and can also act as source rocks when rich in organic matter. Within reservoir intervals, the presence of authigenic or detrital clays can significantly reduce permeability and porosity by occluding pore throats.",,,,,,,
NLD_Quality,NLD-126,pre-salt,A_first,True,"Pre-salt is a tectono-stratigraphic sequence that was deposited prior to the widespread Aptian evaporite (salt) layer associated with the opening of the South Atlantic Ocean. This Lower Cretaceous succession comprises syn-rift to post-rift deposits, including the highly productive lacustrine carbonate reservoirs and source rocks that form the supergiant petroleum systems of the Brazilian and West African conjugate margins.","Pre-salt is a tectono-stratigraphic sequence that was deposited during the syn-rift and sag phases of a continental rift basin, stratigraphically underlying a thick and extensive evaporite layer. In the context of the Brazilian continental margin, this sequence corresponds to the Early Cretaceous lacustrine section deposited prior to the massive Aptian salt layer associated with the opening of the South Atlantic Ocean. It hosts world-class petroleum accumulations in unique carbonate reservoirs, primarily composed of microbialites and coquinas.",,,,,,,
NLD_Quality,NLD-127,desiccation,A_first,True,"Desiccation is a geological process that involves the drying out of exposed or shallowly submerged sediments due to evaporation. In Pre-Salt lacustrine settings, this process leads to the formation of features such as syndepositional desiccation cracks and drives the precipitation of evaporite minerals from concentrated brines. Cyclic episodes of desiccation alternating with flooding events are fundamental to the depositional models for both the carbonate reservoir facies and the overlying stratified evaporite seals.","Desiccation is a geological process that involves the drying out of water-saturated sediments due to subaerial exposure. This process commonly forms distinctive sedimentary structures, such as mudcracks, and is indicative of peritidal or lacustrine shoreline environments where it can influence early diagenesis.",,,,,,,
NLD_Quality,NLD-128,magmatism,A_first,True,"Magmatism is a fundamental geological process that encompasses the generation, movement, and solidification of magma and its associated volcanic and plutonic activity. Within the South Atlantic basins, multi-stage magmatic events associated with continental rifting influenced the depositional system through the release of mantle-derived CO2 and drove late-stage hydrothermal alteration of Pre-Salt carbonate reservoirs.","Magmatism is a complex geological process that encompasses the generation, migration, emplacement, and solidification of molten rock (magma). In extensional settings such as the South Atlantic rift, this process results in the formation of volcanic and sub-volcanic igneous bodies that are interlayered with or intrude into the sedimentary succession. These igneous rocks can significantly impact petroleum systems by influencing the thermal maturation of source rocks, acting as seals or flow barriers, and locally forming fractured reservoirs.",,,,,,,
NLD_Quality,NLD-129,gas,A_first,True,"Gas is a phase of petroleum that consists of a mixture of light hydrocarbon compounds and various non-hydrocarbon impurities, generated through the thermal maturation of organic matter. In the context of Pre-Salt petroleum systems, it is typically an oil-associated thermogenic fluid whose specific composition, including contaminants like CO2, is used to infer thermal maturity, fluid origin, and reservoir compartmentalization.","Gas is a naturally occurring mixture of hydrocarbon gases that is found in a gaseous state at standard temperature and pressure conditions. It consists predominantly of methane (CH4) but may also contain varying amounts of other higher alkanes and non-hydrocarbon gases such as carbon dioxide (CO2) and nitrogen (N2). In petroleum systems, it can exist as free gas in a gas cap, as associated gas dissolved in crude oil, or as non-associated gas in dedicated gas reservoirs.",,,,,,,
NLD_Quality,NLD-130,sediment,B_first,True,"Sediment is naturally occurring material that is transported and deposited by physical processes or is chemically or biochemically precipitated from solution. This material includes a wide range of compositions, such as siliciclastic particles, carbonate grains (muds, grainstones), and chemical precipitates like silicate gels. The accumulation of these materials, often quantified by sedimentation rates, forms the sedimentary fill that comprises depositional sequences within a basin.","Sediment is a naturally occurring material that is formed by the breakdown of rocks and organic matter and is subsequently transported and deposited by wind, water, ice, or gravity. In a geological context, it can consist of clastic particles, chemical precipitates, or biogenic material such as shell fragments. Within the Brazilian Pre-Salt, sediments are predominantly lacustrine carbonates, including bioclastic fragments and spherulites, which form the primary reservoir rocks after diagenesis.",,,,,,,
NLD_Quality,NLD-131,alkalinity,A_first,True,"Alkalinity is a chemical property of a natural water body that measures its capacity to neutralize acid, primarily determined by the concentration of dissolved bicarbonate and carbonate ions. In the context of Brazilian Pre-Salt lacustrine systems, periods of hyper-alkalinity (pH > 10) are critical for the widespread precipitation of chemogenic carbonates and Mg-silicate clays like stevensite. This elevated alkalinity is primarily attributed to high inputs of CO2 from magmatic/hydrothermal activity and accelerated weathering of associated volcanic rocks.","Alkalinity is a measure of the capacity of a solution, such as lake or pore water, to neutralize acids. This capacity is primarily determined by the concentration of dissolved bases, especially bicarbonate (HCO₃⁻) and carbonate (CO₃²⁻) ions. In the context of Pre-Salt carbonate deposition, high alkalinity in the lacustrine water column is a critical factor that promotes the precipitation of calcium carbonate, leading to the formation of microbialites and other key reservoir facies.",,,,,,,
NLD_Quality,NLD-132,ooid,B_first,True,"An ooid is a coated sedimentary grain, typically spherical and less than 2 mm in diameter, that is formed by the concentric precipitation of mineral layers around a central nucleus. In the context of Pre-Salt lacustrine systems, ooids accumulate in agitated, high-energy environments to form reservoir facies such as ooid grainstones. These grains are distinctively composed of minerals like the Mg-silicate stevensite and can be subject to later diagenetic alteration, including silicification.","An ooid is a coated sedimentary carbonate grain that is characterized by a nucleus surrounded by a cortex of concentric laminae and is typically less than 2 mm in diameter. They form in high-energy, shallow, carbonate-saturated aquatic environments, such as the lacustrine shoals of the Pre-Salt, where agitation allows for the regular precipitation of carbonate layers around a nucleus. Accumulations of ooids form oolitic grainstones, which often possess high primary interparticle porosity and can constitute significant hydrocarbon reservoirs.",,,,,,,
NLD_Quality,NLD-133,basalt,B_first,True,"Basalt is a mafic extrusive igneous rock that, in the context of the Brazilian Pre-Salt, occurs as tholeiitic flood basalts and lava flows representing major magmatic events within the syn-rift sequence. These volcanic rocks typically form the acoustic basement or are found as part of the Camboriú and Cabiúnas Formations, and can also be intercalated with volcanoclastics within the overlying Piçarras Formation.","Basalt is a mafic extrusive igneous rock that is characterized by its fine-grained (aphanitic) texture and composition rich in plagioclase and pyroxene minerals. In the context of the Brazilian Pre-Salt, basaltic lava flows are commonly interlayered with the sag-phase lacustrine carbonates, acting as vertical seals or flow baffles that compartmentalize reservoirs. These volcanic rocks can also be highly fractured, creating secondary porosity and permeability pathways.",,,,,,,
NLD_Quality,NLD-134,grainstone,B_first,True,"Grainstone is a grain-supported sedimentary carbonate rock that is characterized by the absence of a mud matrix, indicating deposition in a high-energy environment where currents prevent the accumulation of fine sediment. In the Pre-Salt lacustrine setting, this facies is commonly composed of mollusk fragments, spherulites, or intraclasts and represents a critical reservoir target due to its high primary intergranular porosity.","Grainstone is a grain-supported sedimentary carbonate rock that is characterized by the absence of a micrite matrix. It forms in high-energy depositional environments where mud is winnowed away, and in the Brazilian Pre-Salt, its constituent grains can include spherulites, coated grains, and bioclasts, often resulting in excellent primary porosity and reservoir quality.",,,,,,,
NLD_Quality,NLD-135,siliciclastic,B_first,True,"Siliciclastic is an adjective describing a class of sedimentary rocks and sediments that are composed predominantly of silicate minerals and rock fragments derived from the weathering and erosion of pre-existing rocks. This class includes common rock types such as sandstones, siltstones, and conglomerates, which are composed of clasts like quartz and fragments of rocks such as quartzite, gneiss, and schist. In the South Atlantic pre-salt basins, these deposits are found in syn-rift and sag sequences, often sourced from the erosion of basement highs and interbedded with carbonate facies.","Siliciclastic is a class of sedimentary rocks, sediments, or particles that are composed predominantly of silicate minerals, such as quartz, feldspar, and clay minerals, derived from the weathering and erosion of pre-existing rocks. This category includes a wide range of rock types, from conglomerates and sandstones to siltstones and shales, which are classified based on their grain size and represent terrigenous input into a depositional basin.",,,,,,,
NLD_Quality,NLD-136,siltstone,B_first,True,"Siltstone is a siliciclastic sedimentary rock that is composed predominantly of silt-sized particles. Within the Pre-Salt lacustrine successions, it often occurs as a low-energy, hybrid lithology in depocenters, characterized by a mixture of siliciclastic silt and carbonate material such as mollusk shells. These deposits are found within both syn-rift and sag sequences and can exhibit sedimentary structures like horizontal lamination or bioturbation.","Siltstone is a clastic sedimentary rock that is composed predominantly of consolidated silt-sized particles, defined as grains with diameters between 4 and 62.5 micrometers. It is a type of mudrock, finer than sandstone and coarser than claystone, and often exhibits lamination. In petroleum systems, siltstones can act as seals, source rocks if organic-rich, or low-permeability layers interbedded with reservoir facies.",,,,,,,
NLD_Quality,NLD-137,diagenesis,B_first,True,"Diagenesis is the collective term for the physical, chemical, and biological processes that alter sediments after their initial deposition and during and after their lithification, but before the onset of metamorphism. In the context of the Brazilian Pre-Salt, these processes are intense and include multiple phases of cementation, dissolution, dolomitization, and silicification. These alterations, such as the dissolution driven by the decay of magnesium silicates, are critical in creating or modifying the porosity and permeability of carbonate reservoirs.","Diagenesis is the collective term for the physical, chemical, and biological processes that alter sediments after initial deposition and during and after lithification, but before the onset of metamorphism. These processes, which include compaction, cementation, dissolution, and mineral replacement, control the evolution of porosity and permeability in sedimentary rocks. In the context of Brazilian Pre-Salt carbonates, diagenetic alteration is a primary control on the creation, preservation, or destruction of reservoir quality.",,,,,,,
NLD_Quality,NLD-138,reflector termination,A_first,True,"Reflector termination is a geometric relationship observed in seismic reflection data that describes the lateral ending of a seismic reflector against another surface or reflector. The analysis of termination patterns, such as onlap, downlap, toplap, and erosional truncation, is a fundamental component of seismic stratigraphy used to interpret depositional geometries, stratal relationships, and define sequence boundaries.","Reflector termination is a seismic stratigraphic feature that marks the lateral end of a seismic reflector against another seismic surface. These terminations are classified based on their geometric relationship with the adjacent surface, such as onlap, downlap, toplap, or truncation. The analysis of reflector terminations is fundamental for sequence stratigraphic interpretation, as they define the boundaries of depositional sequences and indicate stratal relationships like depositional pinch-outs or erosional truncation.",,,,,,,
NLD_Quality,NLD-139,seismic facies,B_first,True,"A seismic facies is a mappable three-dimensional seismic unit that is defined by a distinct set of reflection characteristics, such as geometry, continuity, amplitude, and frequency, which differentiate it from adjacent units. These seismic patterns are interpreted in conjunction with well data to represent specific depositional environments or lithofacies, serving as a primary tool for inferring reservoir distribution and boundaries in settings like the Brazilian Pre-Salt.","A seismic facies is a mappable, three-dimensional seismic unit that is composed of a group of seismic reflections whose parameters, such as configuration, continuity, amplitude, and frequency, differ from those of adjacent units. The interpretation of these distinct seismic parameters allows for the inference of geological characteristics, including depositional processes, lithology, and fluid content within the corresponding rock body. In petroleum exploration, seismic facies analysis is a critical tool for predicting the distribution of reservoir, source, and seal rocks before drilling.",,,,,,,
NLD_Quality,NLD-140,lake water,A_first,True,"Lake water is the water contained within a lacustrine basin that originates from surface runoff, direct precipitation, and groundwater, and whose chemical composition is influenced by these inputs and subsequent in-basin modification. Within the context of the South Atlantic Pre-Salt, the lake waters were characteristically highly saline and alkaline, often with a pH greater than 9. This specific hydrochemistry, driven by evaporative concentration and variable inputs including hydrothermal fluids, was a primary control on the deposition of chemogenic carbonates and the viability of aquatic fauna.","Lake water is the aqueous medium that occupies a lacustrine basin and whose specific geochemical properties control sedimentation and diagenesis. In the context of the Brazilian Pre-Salt, this water was characterized by high alkalinity and variable salinity, often exhibiting strong density and chemical stratification. These conditions were critical for promoting the widespread precipitation of carbonate reservoir facies and the preservation of organic matter in anoxic bottom waters, which formed world-class source rocks.",,,,,,,
NLD_Quality,NLD-141,gneiss,B_first,True,"Gneiss is a high-grade foliated metamorphic rock that is characterized by distinct compositional banding where light-colored minerals are segregated from dark-colored minerals. In the context of the South Atlantic pre-salt basins, gneiss constitutes a major component of the crystalline basement which, upon erosion during rifting, provided clasts for the syn-rift conglomerates.","Gneiss is a high-grade metamorphic rock that is characterized by a distinct compositional banding where light-colored felsic minerals and dark-colored mafic minerals are segregated into layers. In the context of the Brazilian Pre-Salt, gneiss, along with other crystalline rocks, forms the economic basement beneath the sedimentary rift sequence that contains the hydrocarbon reservoirs.",,,,,,,
NLD_Quality,NLD-142,erosion,B_first,True,"Erosion is a geological process that wears away and removes rock and sediment from the land surface by natural agents. In the Brazilian Pre-Salt, significant erosion occurred at the top of the carbonate sequence due to tectonic uplift or major lake-level fall, resulting in the widespread removal of strata prior to the deposition of the overlying Ariri Formation evaporites. This event created a major unconformity, which is identified on seismic data by the truncation of underlying reflectors against the base of the salt.","Erosion is a geological surface process that involves the wearing away and transport of rock, soil, and sediment by natural agents such as water, wind, ice, or gravity. This process is responsible for creating unconformities, which are significant surfaces in sequence stratigraphy that can form stratigraphic traps or act as barriers or conduits for fluid flow.",,,,,,,
NLD_Quality,NLD-143,limestone,A_first,True,"Limestone is a sedimentary rock that is composed principally of calcium carbonate (CaCO3), typically in the form of the mineral calcite. In the context of the Pre-Salt, it is a dominant lithology forming a wide range of lacustrine carbonate facies, including bioclastic grainstones, packstones, wackestones, and laminated mudstones. Its components include various allochems, such as mollusk shells, and a matrix of lime mud (micrite), and it can be subject to diagenetic alteration like dolomitization.","Limestone is a carbonate sedimentary rock that is composed primarily of calcium carbonate (CaCO3) in the form of calcite and/or aragonite. It typically forms from the accumulation of skeletal fragments, chemical precipitation, or microbial activity, and in the Brazilian Pre-Salt, includes key reservoir facies such as microbially-influenced carbonates and bioclastic coquinas which serve as precursors to dolomitized reservoirs.",,,,,,,
NLD_Quality,NLD-144,ostracod,A_first,True,"An ostracod is a microscopic aquatic crustacean that is enclosed in a bivalved carapace and serves as a primary tool for biostratigraphic zonation in the non-marine Lower Cretaceous successions of the Brazilian Pre-Salt. Due to their tolerance for stressed environments, such as deep or saline lacustrine settings, their presence and abundance are key indicators of paleoenvironmental conditions. The accumulation of their small shells can form significant bioclastic deposits, including ostracod grainstones, packstones, and wackestones.","Ostracod is a microscopic crustacean that is characterized by a bivalved, chitinous or calcareous carapace. Their fossilized carapaces are significant microfossils used for biostratigraphy and paleoenvironmental reconstruction, particularly in lacustrine and marine settings. In the context of Brazilian Pre-Salt reservoirs, accumulations of ostracod shells can form important bioclastic carbonate facies, contributing to reservoir rock volume.",,,,,,,
NLD_Quality,NLD-145,reservoir facies,A_first,True,"Reservoir facies is a distinct rock unit that possesses sufficient porosity and permeability to store and transmit hydrocarbons. In the Brazilian Pre-Salt, these are predominantly lacustrine carbonates whose reservoir potential is defined by specific depositional textures and subsequent diagenetic alteration. Key examples include coquinas, in-situ crystal shrubs, and reworked grainstones composed of spherulites.","Reservoir facies is a distinct body of rock that possesses sufficient primary or secondary porosity and permeability to store and transmit hydrocarbons. This facies represents the primary target for hydrocarbon exploration and production, with its favorable petrophysical properties being a function of its depositional environment and subsequent diagenetic history. In the Brazilian Pre-Salt, key reservoir facies include lacustrine microbial carbonates (spherulites and shrubs) and coquinas.",,,,,,,
NLD_Quality,NLD-146,subsidence,A_first,True,"Subsidence is a geological process that involves the sinking or downward vertical movement of the Earth's crust, which creates accommodation space for sediment accumulation. In rift basins such as the Brazilian Pre-Salt, this process is driven by mechanisms including tectonic extension, thermal cooling and contraction of the lithosphere, and isostatic loading from sediments and salt, often resulting in diachronous and heterogeneous depositional patterns.","Subsidence is the vertical downward movement of the Earth's surface that occurs relative to a specific datum, such as sea level. In the context of the Brazilian Pre-Salt, subsidence is primarily driven by crustal extension during the syn-rift phase and subsequent thermal cooling and contraction of the lithosphere during the post-rift sag phase. This process is fundamental for creating the accommodation space required for the deposition of thick lacustrine source rocks and carbonate reservoirs.",,,,,,,
NLD_Quality,NLD-147,seal,B_first,True,"A seal is a low-permeability rock unit that forms a barrier to fluid flow, capable of trapping petroleum columns within a reservoir. Seals are categorized as static, which are completely impermeable over geological time, or dynamic, which are low-permeability baffles that restrict flow over production timescales but may allow pressure equilibration over geological time.","A seal is an impermeable rock unit that prevents the upward or lateral migration of hydrocarbons from a reservoir. Common seal lithologies, such as evaporites and shales, possess very low permeability and high capillary entry pressure, with the extensive Aptian salt layer serving as the primary regional seal for the Brazilian Pre-Salt reservoirs.",,,,,,,
NLD_Quality,NLD-148,precambrian,B_first,True,"Precambrian is a supereon of geologic time that spans from the formation of Earth to the beginning of the Cambrian Period, approximately 539 million years ago. In the context of the Brazilian Pre-Salt, the term refers to the crystalline igneous and metamorphic rocks that constitute the continental basement upon which the Mesozoic rift basins were deposited. The structural fabric inherited from this Precambrian basement played a critical role in controlling the geometry and evolution of the fault systems that developed during the rifting phase.","Precambrian is a supereon of geologic time that precedes the Phanerozoic Eon and encompasses the Hadean, Archean, and Proterozoic eons. This vast interval, spanning from Earth's formation to the start of the Cambrian Period approximately 538.8 million years ago, represents the time before the proliferation of complex, multicellular life. In the context of Brazilian geology, Precambrian rocks form the crystalline basement upon which younger sedimentary basins, including those hosting the Pre-Salt sequence, were deposited.",,,,,,,
NLD_Quality,NLD-149,cyclothem,B_first,True,"A cyclothem is a repetitive, shallowing-upward stratigraphic succession that records fluctuations in lake level and water chemistry within a lacustrine carbonate system. In the Barra Velha Formation, a typical cyclothem consists of basal laminated calcimudstones deposited during a flooding phase, overlain by calcite shrub and spherulite facies formed during an evaporative, high-alkalinity phase. The succession, typically 0.75 to 5 meters thick, is often capped by reworked grainstones and represents a key depositional motif.","A cyclothem is a stratigraphic unit that comprises a succession of beds deposited during a single, repeated sedimentary cycle. These cycles are typically driven by allocyclic mechanisms such as glacio-eustatic sea-level changes or, in lacustrine basins like the Pre-Salt, by orbitally-forced climate changes affecting lake level and water chemistry, resulting in a predictable vertical succession of facies.",,,,,,,
NLD_Quality,NLD-150,mound,A_first,True,"A mound is a carbonate buildup that forms a positive topographic feature whose genesis is strongly controlled by fluid expulsion along deep-seated fault systems. In the Brazilian Pre-Salt, these features are identified on seismic data as isolated or ridge-like bodies with a mounded external geometry, chaotic or convex internal reflections, and can reach heights of several hundred meters. Their formation is commonly attributed to precipitation from sub-lacustrine hydrothermal vents or springs, creating significant lacustrine carbonate reservoirs.","A mound is a type of carbonate buildup that forms a positive topographic feature on the seafloor or lakefloor, constructed by the in-situ accumulation of organisms or precipitated carbonates and typically lacking a rigid skeletal framework. In the context of the Brazilian Pre-Salt, these features are often microbial in origin, forming complex shrub-like buildups that constitute highly porous and permeable reservoir facies.",,,,,,,
NLD_Quality,NLD-151,phanerozoic,B_first,False,"Phanerozoic is the current and youngest geologic eon that is characterized by the proliferation of complex, multicellular life, including animals and plants, as evidenced by an abundant fossil record. It spans from approximately 539 million years ago to the present day and is subdivided into the Paleozoic, Mesozoic, and Cenozoic eras. The Aptian-age Pre-Salt carbonate successions of the South Atlantic are a significant geological feature within the Mesozoic portion of this eon.","Phanerozoic is a geologic eon that spans from approximately 538.8 million years ago to the present, characterized by the proliferation of abundant and diverse animal and plant life. It is subdivided into the Paleozoic, Mesozoic, and Cenozoic eras, and its name, meaning 'visible life', refers to the appearance of organisms with hard parts preserved in the fossil record.",,,,,,,
