id,kind,category,term,action,reason,probe1_genus_ok,probe2_bucket,probe3_rewrite,rigidity,identity,dependence,carried_by
234,relation,Fossil,bioclast,KEEP,Correct use of the canonical property 'derives_from' to link a material entity (bioclast) to its source material entity (ostracod).,,,,,,,
235,relation,Fossil,bioclast,KEEP,Correct use of the canonical property 'participates_in' to link a continuant (bioclast) to a process (diagenetic alteration).,,,,,,,
236,relation,Sediment,micrite,DROP,"The definition 'Micrite is a microcrystalline carbonate mud' implies a subclass (is_a) relation, not constitution. A class cannot be constituted by its superclass.",,,,,,,
237,relation,site,continental margin,DROP,"A continental margin is a transitional zone, not an object that has continental crust as a mereological part.",,,,,,,
238,relation,site,continental margin,KEEP,A sedimentary basin (site) can be correctly considered a part of a continental margin (a larger site).,,,,,,,
239,relation,Body of Rock,florianopolis high,KEEP,The instance 'florianopolis high' is a material entity correctly stated as being generated by the process of 'magmatism'.,,,,,,,
240,relation,Lithology,primary porosity,FIX,"Property→located_in: Porosity is a void space (a Site), which is `located_in` a bearer, not a quality that `inheres_in` it. The property `inheres_in` is incorrect.",,,,,,,
241,relation,Lithology,primary porosity,KEEP,Interparticle porosity can be considered a part of a larger primary porosity space. The `has_continuant_part` relation is valid for immaterial entities.,,,,,,,
242,relation,Lithology,primary porosity,KEEP,A pore space (Site) is a valid participant in a compaction process that alters it.,,,,,,,
243,relation,Lithology,primary porosity,KEEP,A pore space (Site) is a valid participant in a cementation process that alters it.,,,,,,,
244,relation,Earth Material,saddle dolomite,DROP,The subject term 'saddle dolomite' has been dropped from the taxonomy.,,,,,,,
245,relation,Earth Material,saddle dolomite,DROP,The subject term 'saddle dolomite' has been dropped from the taxonomy.,,,,,,,
246,relation,Geological Structure,pore system,KEEP,"A pore system is a collection of pores, so an individual pore is a part of the system.",,,,,,,
247,relation,Earth Material,clay mineral,KEEP,Correct use of 'located_in' for a mineral within a rock type.,,,,,,,
248,relation,Earth Material,clay mineral,KEEP,Correctly states that clay minerals in this context are constituted by magnesium silicates.,,,,,,,
249,relation,Facies Association,rework facies,KEEP,"A rework facies (material entity) can have interparticle porosity (a site, which is a continuant) as a part; the relation is ontologically valid.",,,,,,,
250,relation,Formation,macabu formation,KEEP,The 'continuant_part_of' property is a valid mereological relation between a specific formation and a larger stratigraphic unit.,,,,,,,
251,relation,Formation,macabu formation,KEEP,"The 'located_in' property is a valid spatial relation between a formation (MaterialEntity) and a basin (Site), and is supported by the evidence.",,,,,,,
252,relation,Formation,macabu formation,KEEP,The 'has_continuant_part' property correctly expresses that the formation has parts that are instances of the 'calcite shrub' class.,,,,,,,
253,relation,Geological Time Interval,post-rift phase,DROP,"The subject term 'post-rift phase' was dropped as redundant, making this relation obsolete.",,,,,,,
254,relation,Geological Time Interval,post-rift phase,DROP,"The subject term 'post-rift phase' was dropped as redundant, and the parthood relation is ontologically incorrect.",,,,,,,
255,relation,Sediment,sediment,KEEP,"The relation correctly captures that sediment transforms into sedimentary rock through processes like lithification, as supported by the evidence.",,,,,,,
256,relation,Sediment,sediment,KEEP,The relation is directly supported by the definition stating sediment is deposited and exists within a lacustrine environment.,,,,,,,
257,relation,Sediment,sediment,FIX,"Property→has_continuant_part, Filler→shrub: Sediment is an aggregate that 'includes' shrubs as components; 'has_continuant_part' is more precise for object parthood than 'constituted_by'.",,,,,,,
258,relation,Sediment,sediment,FIX,"Property→has_continuant_part, Filler→carbonate mud: The evidence 'include... fine-grained carbonate muds' indicates parthood. 'has_continuant_part' is more appropriate for a component of an aggregate.",,,,,,,
259,relation,Geological Object,ooid,DROP,"The filler 'nucleus' is a role, not a material entity, so it cannot be a 'continuant_part_of' a material entity. This is a category mistake.",,,,,,,
260,relation,Geological Object,ooid,DROP,"'constituted_by' is atemporal, but the evidence ('originally composed of') refers to a specific stage. The ooid's composition changes over time, making this a false universal.",,,,,,,
261,relation,Geological Object,ooid,KEEP,Correct use of 'located_in'. Ooids form and are therefore located in specific depositional environments.,,,,,,,
262,relation,Geological Object,ooid,DROP,"'constituted_by' is atemporal, but the evidence ('now preserved as') refers to a specific stage. The ooid's original composition was different, making this a false universal.",,,,,,,
263,relation,quality,reservoir property,KEEP,Correct and definitional BFO relation for the class 'reservoir property'.,,,,,,,
264,relation,quality,reservoir property,KEEP,"Correct BFO relation; some reservoir properties (e.g., fluid properties) inhere in fluids.",,,,,,,
265,relation,Earth Material,pyrite,KEEP,Correctly identifies that a material entity ('pyrite') participates in a process ('diagenesis').,,,,,,,
266,relation,Earth Material,pyrite,KEEP,Correct use of 'located_in' for a mineral within a site ('pore').,,,,,,,
267,relation,Basin,half-graben,KEEP,"The bounding fault is a definitional component of a half-graben structure, making 'has_continuant_part' a valid modeling choice.",,,,,,,
268,relation,Sedimentary Rock,conglomerate,DROP,"The filler 'matrix' is a functional term, not a material entity class. The rock is constituted by specific materials that play the role of matrix.",,,,,,,
269,relation,Sedimentary Rock,conglomerate,KEEP,Correctly identifies that a clast of basalt (a material entity) can be a part of a conglomerate.,,,,,,,
270,relation,Sedimentary Rock,conglomerate,KEEP,Correctly identifies that a clast of limestone (a material entity) can be a part of a conglomerate.,,,,,,,
271,relation,Sedimentary Rock,organic-rich shale,DROP,"The subject 'organic-rich shale' is dropped from the taxonomy, and the relation is tautological by name.",,,,,,,
272,relation,Sedimentary Rock,organic-rich shale,DROP,The subject 'organic-rich shale' is dropped from the taxonomy.,,,,,,,
273,relation,Sedimentary Rock,organic-rich shale,DROP,The subject 'organic-rich shale' is dropped from the taxonomy.,,,,,,,
274,relation,Sedimentary Rock,limestone,KEEP,Correctly identifies calcite as the predominant constituent mineral of limestone.,,,,,,,
275,relation,Sedimentary Rock,limestone,KEEP,Correctly identifies aragonite as a possible constituent mineral of limestone.,,,,,,,
276,relation,Sedimentary Rock,limestone,KEEP,Correctly states that limestone (a material entity) participates in dissolution (a process).,,,,,,,
277,relation,Sedimentary Rock,limestone,KEEP,Correctly states that limestone (a material entity) participates in silicification (a process).,,,,,,,
278,relation,Earth Material,cement,KEEP,Correct use of 'located_in' for cement within a site ('pore space').,,,,,,,
279,relation,Earth Material,cement,KEEP,Correctly states the definitional relationship that cement is generated by cementation.,,,,,,,
280,relation,Earth Material,cement,DROP,Redundant with the more specific relation 'generated_by' in ID 279.,,,,,,,
281,relation,Rock,volcanic rock,KEEP,Correctly states that fragments of volcanic rock can be continuant parts of a grainstone.,,,,,,,
282,relation,Rock,volcanic rock,KEEP,Correctly states that fragments of volcanic rock can be continuant parts of a rudstone.,,,,,,,
283,relation,Rock,volcanic rock,DROP,"Incorrect use of 'derives_into'; the rock provides ions for a process that forms stevensite, it does not transform into it.",,,,,,,
284,relation,Depositional System,depositional system,KEEP,"The relation is definitional; a depositional system is an assemblage of sedimentary facies, making facies its parts.",,,,,,,
285,relation,Sedimentary Rock,boundstone,DROP,The subject 'boundstone' is dropped as redundant from the taxonomy.,,,,,,,
286,relation,quality,interparticle porosity,KEEP,Correct BFO structure; the quality 'interparticle porosity' is a participant in the process of 'compaction'.,,,,,,,
287,relation,quality,interparticle porosity,KEEP,Correct BFO structure; the quality 'interparticle porosity' is a participant in the process of 'cementation'.,,,,,,,
288,relation,quality,vuggy porosity,DROP,Ontologically incorrect; a quality ('vuggy porosity') cannot have a site ('pore') as a continuant part.,,,,,,,
289,relation,Fossil,bivalve,KEEP,Correct use of the canonical property 'participates_in' to link a continuant (bivalve fossil) to a process it undergoes.,,,,,,,
290,relation,Facies Association,facies association,KEEP,"A facies association is defined as a group of facies, so having a sedimentary facies as a part is correct mereology.",,,,,,,
291,relation,Depositional System,lacustrine system,DROP,A lacustrine system (a rock body) does not have a lake (a body of water) as a part; it is the result of processes that occurred within a lake.,,,,,,,
292,relation,Body of Rock,seal,DROP,The subject 'seal' is a role. A role does not participate in a process; its bearer does.,,,,,,,
293,relation,Earth Fluid,oil,KEEP,The 'constituted_by' relation is appropriate as oil is a mixture of various hydrocarbon compounds.,,,,,,,
294,relation,Earth Fluid,oil,KEEP,"The 'located_in' relation is valid, as oil is a reservoir fluid found within reservoirs.",,,,,,,
295,relation,site,oil field,DROP,"The subject 'oil field' is now a role, which cannot have a continuant part like a reservoir (site).",,,,,,,
296,relation,site,oil field,DROP,"The subject 'oil field' is now a role, which cannot have a continuant part like a hydrocarbon accumulation (material entity).",,,,,,,
297,relation,site,oil field,DROP,"The subject 'oil field' is now a role, which cannot be located. The bearer of the role is located.",,,,,,,
298,relation,Body of Rock,outer high,KEEP,The instance 'outer high' is correctly located in the instance 'santos basin'.,,,,,,,
299,relation,Body of Rock,outer high,KEEP,The instance 'outer high' correctly has the instance 'sugar loaf high' as a part.,,,,,,,
300,relation,Body of Rock,outer high,KEEP,The instance 'outer high' correctly has the instance 'tupi high' as a part.,,,,,,,
301,relation,Body of Rock,outer high,DROP,The filler 'basement' is a role. A material entity cannot be constituted by a role.,,,,,,,
302,relation,Earth Material,kerolite,KEEP,Correct use of 'located_in' for a mineral within a reservoir.,,,,,,,
303,relation,Earth Material,kerolite,KEEP,Correct use of 'located_in' for a mineral within a geological formation.,,,,,,,
304,relation,Earth Material,kerolite,KEEP,Correct use of 'located_in' for a mineral within a rock type.,,,,,,,
305,relation,Site,pore space,KEEP,The relation is correct by definition; pore space is the void volume located within a rock.,,,,,,,
306,relation,Site,pore space,KEEP,The relation is correct by definition; pore space is the void volume located within sediment.,,,,,,,
307,relation,Site,pore space,KEEP,"Pore space is a continuant (site) that is modified by the process of dissolution, and therefore correctly 'participates_in' it.",,,,,,,
308,relation,Site,pore space,KEEP,"Pore space is a continuant (site) that is modified by the process of cementation, and therefore correctly 'participates_in' it.",,,,,,,
309,relation,Basin,búzios field,KEEP,Correct location relation between two instances (Búzio's Field and Santos Basin).,,,,,,,
310,relation,Basin,búzios field,KEEP,"A hydrocarbon accumulation is a body of matter contained within the field, correctly modeled as a continuant part.",,,,,,,
311,relation,Basin,búzios field,KEEP,Correct location relation between a field and a structural high.,,,,,,,
312,relation,Basin,búzios field,KEEP,A field's reservoirs being 'hosted within' a formation is a valid 'located_in' relationship.,,,,,,,
313,relation,Basin,depocenter,KEEP,"This is a valid, definitional axiom stating that a depocenter is located in a sedimentary basin.",,,,,,,
314,relation,Basin,depocenter,KEEP,The sediment that fills a depocenter can be correctly modeled as a continuant part of the material region constituting the depocenter.,,,,,,,
315,relation,Formation,coqueiros formation,KEEP,The 'constituted_by' property correctly relates a material whole (the formation) to one of its primary material constituents (rudstone).,,,,,,,
316,relation,Formation,coqueiros formation,KEEP,The 'constituted_by' property correctly relates a material whole (the formation) to one of its primary material constituents (grainstone).,,,,,,,
317,relation,Formation,coqueiros formation,KEEP,"The 'located_in' property is a valid spatial relation between a formation (MaterialEntity) and a basin (Site), and is supported by the evidence.",,,,,,,
318,relation,Geological Process,magmatism,KEEP,The evidence that magmatism 'drives' hydrothermal alteration supports the temporal relation precedes.,,,,,,,
319,relation,Earth Material,microcrystalline calcite,DROP,The subject term 'microcrystalline calcite' has been dropped from the taxonomy.,,,,,,,
320,relation,Earth Material,microcrystalline calcite,DROP,The subject term 'microcrystalline calcite' has been dropped from the taxonomy.,,,,,,,
321,relation,Earth Material,microcrystalline calcite,DROP,The subject term 'microcrystalline calcite' has been dropped from the taxonomy.,,,,,,,
322,relation,Sedimentary Rock,intraclastic grainstone,KEEP,"This is a correct, definitional statement for the class 'intraclastic grainstone'.",,,,,,,
323,relation,Sedimentary Rock,intraclastic grainstone,KEEP,Correctly identifies that fragments of fascicular calcite crusts can be constituents of intraclastic grainstone.,,,,,,,
324,relation,Sedimentary Rock,intraclastic grainstone,KEEP,Correctly identifies that fragments of laminites can be constituents of intraclastic grainstone.,,,,,,,
325,relation,Body of Rock,hanging wall,DROP,The subject 'hanging wall' is a role and cannot be constituted by a material entity; its bearer is.,,,,,,,
326,relation,Body of Rock,hanging wall,DROP,The subject 'hanging wall' is a role. A role does not participate in a process; its bearer does.,,,,,,,
327,relation,Sedimentary Rock,bioclastic grainstone,KEEP,Correctly identifies that fragments of bivalves are constituents of bioclastic grainstone.,,,,,,,
328,relation,Sedimentary Rock,bioclastic grainstone,KEEP,Correctly identifies that fragments of gastropods are constituents of bioclastic grainstone.,,,,,,,
329,relation,Sedimentary Rock,bioclastic grainstone,KEEP,Correctly identifies that fragments of ostracods are constituents of bioclastic grainstone.,,,,,,,
330,relation,Sedimentary Rock,bioclastic grainstone,KEEP,Correctly states that bioclastic grainstone (a material entity) participates in diagenetic alteration (a process).,,,,,,,
331,relation,Earth Material,microcrystalline quartz,DROP,The subject term 'microcrystalline quartz' has been dropped from the taxonomy.,,,,,,,
332,relation,Earth Material,microcrystalline quartz,DROP,The subject term 'microcrystalline quartz' has been dropped from the taxonomy.,,,,,,,
333,relation,Earth Material,microcrystalline quartz,DROP,The subject term 'microcrystalline quartz' has been dropped from the taxonomy.,,,,,,,
334,relation,Lithostratigraphic Unit,bed,FIX,"Property→constituted_by, Filler→sedimentary rock: A bed is a body of rock, which is constituted by the material 'sedimentary rock', not a part of it.",,,,,,,
335,relation,quality,microporosity,DROP,The subject term 'microporosity' is dropped from the taxonomy.,,,,,,,
336,relation,quality,microporosity,DROP,The subject term 'microporosity' is dropped from the taxonomy.,,,,,,,
337,relation,Body of Rock,silica nodule,KEEP,A 'silica nodule' is a material entity correctly described as being constituted by 'microcrystalline quartz'.,,,,,,,
338,relation,Body of Rock,silica nodule,KEEP,A 'silica nodule' is a material entity correctly described as being constituted by 'macrocrystalline quartz'.,,,,,,,
339,relation,Body of Rock,silica nodule,KEEP,A 'silica nodule' is a material entity correctly located in a host 'carbonate rock'.,,,,,,,
340,relation,Body of Rock,silica nodule,KEEP,A 'silica nodule' is a material entity correctly stated as being generated by the process of 'diagenesis'.,,,,,,,
341,relation,Lithology,mineralogy,KEEP,Mineralogy is a quality (composition) that correctly `inheres_in` its bearer (rock).,,,,,,,
342,relation,Geological Structure,transfer zone,DROP,The subject `transfer zone` is a role and cannot be a physical part of a fault system.,,,,,,,
343,relation,Geological Process,sag,KEEP,A rift basin is the location where the sag phase (a process) occurs.,,,,,,,
344,relation,Geological Process,sag,KEEP,The sag phase by definition follows the syn-rift stage; preceded_by is correct.,,,,,,,
345,relation,Geological Process,sag,KEEP,"Thermal subsidence is the defining process of the sag phase, making it a valid occurrent part.",,,,,,,
346,relation,Body of Rock,lacustrine deposit,DROP,The subject 'lacustrine deposit' has been dropped from the taxonomy.,,,,,,,
347,relation,Body of Rock,lacustrine deposit,DROP,The subject 'lacustrine deposit' has been dropped from the taxonomy.,,,,,,,
348,relation,Geological Time Interval,late aptian,KEEP,"Late Aptian is a temporal subdivision of the Early Cretaceous, so occurrent_part_of is correct.",,,,,,,
349,relation,Geological Time Interval,late aptian,FIX,Filler→drift phase: The original filler 'post-rift' was dropped; the evidence points to the subsequent 'drift phase' as the correct filler.,,,,,,,
350,relation,Sedimentary Environment,deep water,DROP,The subject term 'deep water' has been dropped from the taxonomy as a mixin.,,,,,,,
351,relation,Geological Process,drift,KEEP,"Thermal subsidence is a key process that characterizes the drift phase, making it a valid occurrent part.",,,,,,,
352,relation,Geological Process,drift,KEEP,The drift phase by definition occurs after rifting; preceded_by is correct.,,,,,,,
353,relation,Architectural Element,alluvial fan,KEEP,"The relation is ontologically sound; an alluvial fan (Object) is constituted by sediment (MaterialEntity), and the property is canonical.",,,,,,,
354,relation,Architectural Element,alluvial fan,KEEP,The relation is ontologically sound (Object located_in Site/Object) and the evidence confirms this is a typical and contextually critical location.,,,,,,,
355,relation,Earth Material,barite,KEEP,Correct use of 'located_in' for a mineral within a rock type.,,,,,,,
356,relation,Sedimentary Rock,dolostone,KEEP,"This is a correct, definitional statement for the class 'dolostone'.",,,,,,,
357,relation,Sedimentary Rock,dolostone,KEEP,Correctly captures the genetic relationship where dolostone derives from precursor carbonate minerals.,,,,,,,
358,relation,Sedimentary Rock,dolostone,DROP,"Vacuous relation. All rocks have the quality of permeability; the specific value (e.g., high) is what is informative.",,,,,,,
359,relation,site,lula field,KEEP,Correct locational statement between two individuals (Lula Field and Santos Basin).,,,,,,,
360,relation,site,lula field,KEEP,Correctly states that the individual 'lula field' has a part which is an instance of 'lacustrine carbonate reservoir'.,,,,,,,
361,relation,site,lula field,KEEP,Correct locational statement between an individual field and the Pre-Salt succession site.,,,,,,,
362,relation,Geological Object,siliciclastic grain,KEEP,Correct use of 'derives_from'. The evidence explicitly states these grains are derived from pre-existing rocks.,,,,,,,
363,relation,Geological Object,siliciclastic grain,DROP,"False universal. Not all siliciclastic grains are constituted by quartz; the class is defined by a disjunction of constituents (quartz, feldspar, etc.).",,,,,,,
364,relation,Geological Object,siliciclastic grain,DROP,False universal. Not all siliciclastic grains are constituted by feldspar; the class is defined by a disjunction of constituents.,,,,,,,
365,relation,Geological Object,siliciclastic grain,DROP,False universal. Not all siliciclastic grains are constituted by mica; the class is defined by a disjunction of constituents.,,,,,,,
366,relation,Sedimentary Environment,alkaline lacustrine environment,DROP,The subject term 'alkaline lacustrine environment' has been dropped from the taxonomy as a mixin.,,,,,,,
367,relation,Sedimentary Environment,alkaline lacustrine environment,DROP,The subject term 'alkaline lacustrine environment' has been dropped from the taxonomy as a mixin.,,,,,,,
368,relation,Earth Material,feldspar,KEEP,Correct use of 'located_in' for a mineral within a rock type.,,,,,,,
369,relation,Earth Material,feldspar,KEEP,Correctly identifies that a material entity ('feldspar') participates in a process ('diagenetic alteration').,,,,,,,
370,relation,Earth Material,feldspar,KEEP,Correct use of 'derives_into' to represent replacement of one mineral by another.,,,,,,,
371,relation,Body of Rock,fault block,KEEP,A 'fault block' is a body of rock and is correctly described as being constituted by 'rock'.,,,,,,,
372,relation,Sedimentary Environment,marine environment,KEEP,"A marine environment, considered as a material complex, correctly has marine water as a defining part.",,,,,,,
373,relation,Sedimentary Environment,marine environment,KEEP,The relation correctly links the environment's establishment to a specific geological time period (drift phase).,,,,,,,
374,relation,Body of Rock,oceanic crust,KEEP,The material entity 'oceanic crust' is correctly stated as being generated in the temporal region 'drift phase'.,,,,,,,
375,relation,Body of Rock,oceanic crust,KEEP,The material entity 'oceanic crust' correctly participates in the process of 'thermal subsidence'.,,,,,,,
376,relation,Lithostratigraphic Unit,upper barra velha formation,KEEP,Correct parthood relation between two individuals (Upper Barra Velha is part of Barra Velha Formation).,,,,,,,
377,relation,Lithostratigraphic Unit,upper barra velha formation,KEEP,Correct composition relation; the formation is constituted by grainstone.,,,,,,,
378,relation,Lithostratigraphic Unit,upper barra velha formation,KEEP,Correct spatial relation; the formation is located in the Santos Basin.,,,,,,,
379,relation,Lithostratigraphic Unit,upper barra velha formation,KEEP,A material entity correctly bears a quality (porosity).,,,,,,,
380,relation,site,tupi field,KEEP,Correct locational statement between two individuals (Tupi Field and Santos Basin).,,,,,,,
381,relation,site,tupi field,KEEP,Correctly states that the individual 'tupi field' has a part which is an instance of 'reservoir'.,,,,,,,
382,relation,site,tupi field,KEEP,The field's site is located in/on the structural high; 'located_in' is an acceptable general relation.,,,,,,,
383,relation,site,mero field,KEEP,Correct locational statement between two individuals (Mero Field and Santos Basin).,,,,,,,
384,relation,site,mero field,KEEP,A site (Mero Field) can have a material entity (hydrocarbon) as a part (the matter that occupies it).,,,,,,,
385,relation,site,mero field,KEEP,Correctly states that the individual 'mero field' has a part which is an instance of 'reservoir'.,,,,,,,
386,relation,Earth Material,talc,KEEP,Correct use of 'derives_from' to indicate a precursor material.,,,,,,,
387,relation,Earth Material,talc,KEEP,Correct use of 'located_in' for a mineral within a geological formation.,,,,,,,
388,relation,Earth Material,talc,KEEP,Correctly identifies that a material entity ('talc') participates in a process ('dolomitization').,,,,,,,
389,relation,quality,effective porosity,KEEP,Correct BFO structure; 'effective porosity' is a quality that inheres in a 'rock'.,,,,,,,
390,relation,Geological Process,fluid flow,KEEP,"Oil is a type of fluid whose movement constitutes the fluid flow process, making it a valid participant.",,,,,,,
391,relation,Geological Process,fluid flow,KEEP,"Gas is a type of fluid whose movement constitutes the fluid flow process, making it a valid participant.",,,,,,,
392,relation,Geological Process,fluid flow,KEEP,Rock is the medium in which the fluid flow process occurs.,,,,,,,
393,relation,Geological Time Interval,valanginian,KEEP,Correct use of occurrent_part_of for a geological age within an epoch.,,,,,,,
394,relation,Body of Rock,lacustrine carbonate reservoir,DROP,The subject 'lacustrine carbonate reservoir' has been dropped from the taxonomy.,,,,,,,
395,relation,Body of Rock,lacustrine carbonate reservoir,DROP,The subject 'lacustrine carbonate reservoir' has been dropped from the taxonomy.,,,,,,,
396,relation,Body of Rock,lacustrine carbonate reservoir,DROP,The subject 'lacustrine carbonate reservoir' has been dropped from the taxonomy.,,,,,,,
397,relation,Earth Material,calcite cement,KEEP,Correct use of 'located_in' for cement within a rock.,,,,,,,
398,relation,Earth Material,calcite cement,KEEP,Correctly identifies a process ('diagenesis') that generates a material entity ('calcite cement').,,,,,,,
399,relation,Geological Process,hydrothermal alteration,KEEP,"Rock is the material entity that is modified by hydrothermal alteration, making it a valid participant.",,,,,,,
400,relation,Geological Process,hydrothermal alteration,KEEP,"Hydrothermal fluid is the agent of alteration, making it a valid participant in the process.",,,,,,,
401,relation,Geological Process,hydrothermal alteration,KEEP,A fault zone is a common location for the process of hydrothermal alteration.,,,,,,,
402,relation,Geological Process,hydrothermal alteration,DROP,"Saddle dolomite is a mineral product precipitated during hydrothermal alteration, not a participant.",,,,,,,
403,relation,Sedimentary Rock,spherulitestone,KEEP,Correctly specifies the geological setting for spherulitestones in the context of the Pre-Salt.,,,,,,,
404,relation,Sedimentary Rock,spherulitestone,KEEP,Correctly identifies calcite as the constituent mineral of the spherulites that make up spherulitestone.,,,,,,,
405,relation,Sedimentary Rock,sedimentary rock,KEEP,Correctly identifies cementation as a key process in the formation of sedimentary rocks.,,,,,,,
406,relation,Sedimentary Rock,sedimentary rock,KEEP,"Correctly states that some sedimentary rocks (e.g., coal, source rock) are constituted by organic matter.",,,,,,,
407,relation,quality,acoustic impedance,KEEP,Correct BFO structure; 'acoustic impedance' is a quality that inheres in a 'carbonate reservoir'.,,,,,,,
408,relation,Geological Time Interval,late jurassic,KEEP,Correct use of occurrent_part_of for a geological epoch within a period.,,,,,,,
409,relation,Geological Time Interval,late jurassic,KEEP,"The Late Jurassic precedes the rift phase, which precedes the sag phase; the transitive relation 'precedes' is correct.",,,,,,,
410,relation,Rock,microcrystalline dolomite,KEEP,Correctly relates a material entity (dolomite) to the process (replacement) that generates it.,,,,,,,
411,relation,Rock,microcrystalline dolomite,KEEP,Correct use of 'derives_from' for a replacement product.,,,,,,,
412,relation,Rock,microcrystalline dolomite,KEEP,Correct use of 'derives_from' for a replacement product.,,,,,,,
413,relation,Lithostratigraphic Unit,economic basement,DROP,"The subject 'economic basement' is a Role, which cannot be constituted by a material; this is a category error.",,,,,,,
414,relation,Lithostratigraphic Unit,economic basement,DROP,A role is not generated in a geological time period; the rock that bears the role is. This is a category error.,,,,,,,
415,relation,Lithostratigraphic Unit,economic basement,DROP,A role cannot be a part of a material entity; this is a category error.,,,,,,,
416,relation,Sedimentary Rock,source rock,DROP,"The subject 'source rock' is a role, which cannot derive into a material entity. The bearer of the role does.",,,,,,,
417,relation,Sedimentary Rock,source rock,DROP,"The subject 'source rock' is a role, which cannot be located in a geological formation. The bearer of the role is.",,,,,,,
418,relation,Sedimentary Rock,source rock,DROP,"The subject 'source rock' is a role, which cannot be located in a geological formation. The bearer of the role is.",,,,,,,
419,relation,Mound Unit,carbonate mound,KEEP,A fault is a valid continuant part of a larger geobody like a carbonate mound; the property is correct.,,,,,,,
420,relation,Mound Unit,carbonate mound,KEEP,A fracture is a valid continuant part of a larger geobody like a carbonate mound; the property is correct.,,,,,,,
421,relation,Mound Unit,carbonate mound,KEEP,The relation correctly captures that a continuant (carbonate mound) participates in a process (hydrothermal alteration).,,,,,,,
422,relation,Mound Unit,carbonate mound,KEEP,"A portion of silica is a material part of the mound; has_continuant_part is a valid, if general, relation for this.",,,,,,,
423,relation,Geological Process,deformation,KEEP,"A rock body is the material entity that undergoes deformation, making it a valid participant.",,,,,,,
424,relation,Geological Process,deformation,KEEP,The basement is a material entity that participates in and influences the deformation process.,,,,,,,
425,relation,Geological Process,diagenetic alteration,KEEP,"Sedimentary rock is the material entity modified by diagenetic alteration, making it a valid participant.",,,,,,,
426,relation,Geological Process,diagenetic alteration,KEEP,Dissolution is a specific process included under the umbrella of diagenetic alteration.,,,,,,,
427,relation,Geological Process,diagenetic alteration,KEEP,Dolomitization is a specific process included under the umbrella of diagenetic alteration.,,,,,,,
428,relation,Geological Process,diagenetic alteration,KEEP,Silicification is a specific process included under the umbrella of diagenetic alteration.,,,,,,,
429,relation,Lithostratigraphic Unit,lagoa feia group,FIX,"Property→has_continuant_part, Filler→carbonate deposit: The filler should be a continuant part (an object like 'carbonate deposit'), not the material ('carbonate') that constitutes it.",,,,,,,
430,relation,Lithostratigraphic Unit,lagoa feia group,KEEP,A carbonate reservoir is a material entity and can correctly be a part of a stratigraphic group.,,,,,,,
431,relation,Basin,rift basin,KEEP,"Bounding faults are definitional components of a rift basin structure, making 'has_continuant_part' a valid modeling choice.",,,,,,,
432,relation,Basin,rift basin,KEEP,The sedimentary fill (pre-salt sequence) is a continuant part of the rift basin.,,,,,,,
433,relation,Body of Rock,lacustrine carbonate platform,DROP,The subject 'lacustrine carbonate platform' has been dropped from the taxonomy.,,,,,,,
434,relation,Sedimentary Rock,breccia,DROP,"The filler 'matrix' is a functional term, not a material entity class. The rock has a material part that plays the role of matrix.",,,,,,,
435,relation,Sedimentary Rock,breccia,KEEP,Correctly identifies diagenesis as a process that can generate breccia.,,,,,,,
436,relation,Sedimentary Rock,evaporite deposit,DROP,"The subject 'evaporite deposit' is dropped as redundant, and the relation is already asserted on 'evaporite' (ID 46).",,,,,,,
437,relation,Geological Process,fault reactivation,DROP,"Accommodation space is created by fault reactivation; it is a result of the process, not a participant.",,,,,,,
438,relation,Rock,gneiss,KEEP,Correct use of parthood; gneiss constitutes the crystalline basement.,,,,,,,
439,relation,Rock,gneiss,FIX,"Property→continuant_part_of, Filler→conglomerate: A clast is a constituent part of a conglomerate, making 'continuant_part_of' more precise than 'located_in'.",,,,,,,
440,relation,Body of Rock,ribeira belt,KEEP,The instance 'ribeira belt' is a material entity correctly described as being constituted by 'gneiss'.,,,,,,,
441,relation,Lithostratigraphic Unit,lower barra velha formation,KEEP,Correct parthood relation between two individuals (Lower Barra Velha is part of Barra Velha Formation).,,,,,,,
442,relation,Lithostratigraphic Unit,lower barra velha formation,KEEP,Correct temporal relation; the formation was generated during the rift phase.,,,,,,,
443,relation,Sedimentary Rock,calcirudite,KEEP,Correctly identifies intraclasts as a constituent part of calcirudite.,,,,,,,
444,relation,Sedimentary Rock,calcirudite,DROP,Vacuous relation. All clastic rocks have the quality of grain size; the specific value is what is informative.,,,,,,,
445,relation,Sedimentary Rock,chert,KEEP,"This is a correct, definitional statement for the class 'chert'.",,,,,,,
446,relation,Sedimentary Rock,chert,KEEP,"'Vuggy porosity' is a specific and informative quality, unlike the generic 'porosity'.",,,,,,,
447,relation,Sedimentary Rock,chert,KEEP,"'Fracture porosity' is a specific and informative quality, unlike the generic 'porosity'.",,,,,,,
448,relation,Geological Time Interval,eoaptian,KEEP,"Eoaptian is the earliest subdivision of the Aptian, so occurrent_part_of is the correct relation.",,,,,,,
449,relation,Geological Time Interval,eoaptian,KEEP,"This relation is a correct, though non-direct, consequence of transitivity (Eoaptian part_of Aptian part_of Early Cretaceous).",,,,,,,
450,relation,Stratigraphic Unit,pre-salt succession,KEEP,The 'pre-salt succession' has 'sedimentary rock' as a part. The parthood relation is correct.,,,,,,,
451,relation,Stratigraphic Unit,pre-salt succession,KEEP,The 'pre-salt succession' has 'volcanic rock' as a part. The parthood relation is correct.,,,,,,,
