Term,Category,Property,Property_IRI,Filler,Filler_Source,Confidence,Evidence,Validation_Status,Validation_Reason
microbial mat,Sedimentary Facies,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,lamination,domain_term,0.8,"preserved as laminated, spongy, or tufted fabrics",ACCEPTED,Valid.
calcite shrub,Body of Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,composed of fibrous to bladed calcite crystals,ACCEPTED,Valid.
calcite shrub,Body of Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine environment,domain_term,1.0,form extensive crusts and layers in lacustrine environments,ACCEPTED,Valid.
burial,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,sedimentary rock,domain_term,1.0,subjects sedimentary rocks to progressively increasing temperature and pressure,ACCEPTED,Valid.
burial,Geological Process,precedes,http://purl.obolibrary.org/obo/BFO_0000063,diagenetic alteration,domain_term,1.0,initiating a suite of diagenetic changes,ACCEPTED,Valid.
burial,Geological Process,precedes,http://purl.obolibrary.org/obo/BFO_0000063,dolomitization,domain_term,1.0,"where alterations like dolomitization, silicification, and cementation critically control the creation or destruction of reservoir porosity",ACCEPTED,Valid.
replacement,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,carbonate fabric,domain_term,1.0,"involves the replacement of carbonate fabrics (spherulites, shrubs)",ACCEPTED,Valid.
replacement,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,stevensite,domain_term,1.0,involves the replacement of ... clays (stevensite),ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 86%.
basement high,Body of Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,sedimentary basin,domain_term,1.0,forms a positive paleotopographic feature within a sedimentary basin,ACCEPTED,Valid.
channel,Channel Unit,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,dissolution,domain_term,1.0,diagenetic conduits formed by dissolution,ACCEPTED,Valid.
early aptian,Geological Time Interval,occurrent_part_of,http://purl.obolibrary.org/obo/BFO_0000132,early cretaceous,domain_term,1.0,Early Aptian is a geological age of the Early Cretaceous epoch,ACCEPTED,Valid.
bioclastic rudstone,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,bivalve,domain_term,1.0,predominantly composed of fragmented and disarticulated bivalve shells,ACCEPTED,Valid.
bioclastic rudstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,intraclast,domain_term,1.0,may contain common intraclasts,ACCEPTED,Valid.
bioclastic rudstone,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/BFO_0000178,interparticle porosity,domain_term,0.8,"exhibiting a heterogeneous pore system that includes interparticle, moldic, and vugular porosity",ACCEPTED,Valid.
bioclastic rudstone,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/BFO_0000178,moldic porosity,domain_term,0.8,"exhibiting a heterogeneous pore system that includes interparticle, moldic, and vugular porosity",ACCEPTED,Valid.
crystalline basement,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,igneous rock,domain_term,1.0,igneous and metamorphic rocks,ACCEPTED,Valid.
crystalline basement,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,gneiss,domain_term,1.0,primarily granites and gneisses,ACCEPTED,Valid.
pore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,rock,domain_term,1.0,a void space within a rock,ACCEPTED,Valid.
pore,site,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenetic process,domain_term,1.0,pores are formed and modified by complex depositional and diagenetic processes,ACCEPTED,Valid.
pore,site,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenetic process,domain_term,1.0,pores are formed and modified by complex depositional and diagenetic processes,ACCEPTED,Valid.
rifted margin,Geological Object,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,post-rift sequence,domain_term,1.0,characterized by distinct syn-rift and post-rift stratigraphic sequences,ACCEPTED,Valid.
rift sequence,Stratigraphic Unit,located_in,http://purl.obolibrary.org/obo/BFO_0000171,half-graben,domain_term,1.0,deposited ... typically within fault-bounded half-grabens,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 67%.
syn-rift,Geological Time Interval,precedes,http://purl.obolibrary.org/obo/BFO_0000063,sag phase,domain_term,0.8,"upper boundary is typically defined by the major post-rift unconformity, which marks the onset of thermal subsidence",ACCEPTED,Valid.
sedimentary basin,Basin,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,rift,domain_term,1.0,"evolution often governed by distinct tectonic phases, such as the rift... stages",ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 92%.
weathering,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,rock,domain_term,1.0,causes the physical and chemical alteration of pre-existing rocks,ACCEPTED,Valid.
weathering,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,dolomitization,domain_term,0.8,characterized by... diagenetic overprints such as dolomitization,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 86%.
weathering,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,silicification,domain_term,0.8,characterized by... diagenetic overprints such as dolomitization and silicification,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 78%.
oncoid,Fossil,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,nucleus,domain_term,1.0,around a central nucleus,ACCEPTED,Valid.
oncoid,Fossil,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dissolution,domain_term,1.0,oncoids can be subject to significant intraparticle dissolution,ACCEPTED,Valid.
allochem,Sediment,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pre-salt reservoir,domain_term,1.0,found in Brazilian Pre-Salt reservoirs,ACCEPTED,Valid.
karst,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,pore system,domain_term,1.0,a set of geological features and associated pore systems,ACCEPTED,Valid.
carbonate mineral,Earth Material,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,reservoir rock,domain_term,0.8,form the primary framework of the reservoir rocks,ACCEPTED,Valid.
oil-water contact,Geological Boundary,located_in,http://purl.obolibrary.org/obo/BFO_0000171,reservoir,domain_term,1.0,within a petroleum reservoir,ACCEPTED,Valid.
fabric,Lithology,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,sedimentary rock,domain_term,1.0,petrographic attribute of a sedimentary rock,ACCEPTED,Valid.
diagenetic modification,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,sediment,domain_term,1.0,alters a sediment or sedimentary rock,ACCEPTED,Valid.
diagenetic modification,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,sedimentary rock,domain_term,1.0,alters a sediment or sedimentary rock,ACCEPTED,Valid.
diagenetic modification,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,dissolution,domain_term,1.0,modifications include processes such as dissolution,ACCEPTED,Valid.
diagenetic modification,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,cementation,domain_term,1.0,"modifications include processes such as dissolution, cementation, dolomitization",ACCEPTED,Valid.
itamambuca group,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate rock,domain_term,1.0,Composed of marine siliciclastic and carbonate rocks,ACCEPTED,Valid.
gastropod,Fossil,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenetic alteration,domain_term,1.0,their diagenetic alteration contributes to reservoir porosity,ACCEPTED,Valid.
floatstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,oncoid,domain_term,1.0,"larger components often consist of microbialite fragments, oncoids, shells, and various tufa types",ACCEPTED,Valid.
floatstone,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,micrite,domain_term,1.0,"embedded within a matrix of micrite, silt, or sand",ACCEPTED,Valid.
alagoas stage,Geological Time Interval,occurrent_part_of,http://purl.obolibrary.org/obo/BFO_0000132,sag phase,domain_term,0.8,during the upper sag phase,ACCEPTED,Valid.
calcarenite,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,intraclast,domain_term,1.0,"composed of sand-sized grains, which in the Pre-Salt are typically reworked intraclasts",ACCEPTED,Valid.
calcarenite,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,ooid,domain_term,1.0,"composed of sand-sized grains, which in the Pre-Salt are typically reworked intraclasts, ooids, and bioclasts",ACCEPTED,Valid.
calcarenite,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,bioclast,domain_term,1.0,"composed of sand-sized grains, which in the Pre-Salt are typically reworked intraclasts, ooids, and bioclasts",ACCEPTED,Valid.
calcarenite,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,interparticle porosity,domain_term,1.0,can possess significant primary interparticle porosity,ACCEPTED,Valid.
calcilutite,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,"predominantly composed of calcite, dolomite, and quartz",ACCEPTED,Valid.
calcilutite,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,dolomite,domain_term,1.0,"predominantly composed of calcite, dolomite, and quartz",ACCEPTED,Valid.
calcilutite,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,quartz,domain_term,1.0,"predominantly composed of calcite, dolomite, and quartz",ACCEPTED,Valid.
calcilutite,Sedimentary Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dolomitization,domain_term,1.0,reflecting significant post-depositional alteration through dolomitization,ACCEPTED,Valid.
pre-salt interval,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,rift section,domain_term,0.8,subdivided into a lower syn-rift section,ACCEPTED,Valid.
magmatic event,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,sedimentary basin,domain_term,1.0,emplacement of ... igneous rocks within a sedimentary basin,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 78%.
sequence boundary,Geological Boundary,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,erosion,domain_term,1.0,hiatus characterized by erosion,ACCEPTED,Valid.
neobarremian,Geological Time Interval,occurrent_part_of,http://purl.obolibrary.org/obo/BFO_0000132,early cretaceous,domain_term,1.0,of the Barremian Age of the Early Cretaceous Period,ACCEPTED,Valid.
reservoir interval,Stratigraphic Unit,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,reservoir rock,domain_term,1.0,is a vertical subdivision of a reservoir rock formation,ACCEPTED,Valid.
reservoir interval,Stratigraphic Unit,has_quality,http://purl.obolibrary.org/obo/RO_0000086,permeability,domain_term,1.0,"characterized by a relatively homogeneous set of attributes, such as lithofacies, porosity, permeability, or diagenetic alteration",ACCEPTED,Valid.
karstification,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,hydrothermal fluid,domain_term,1.0,driven by ascending hydrothermal fluids along fault zones,ACCEPTED,Valid.
karstification,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,pre-salt reservoir,domain_term,1.0,"In Pre-Salt reservoirs, this process can be hypogenic",ACCEPTED,Valid.
dissolution process,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,lacustrine carbonate,domain_term,1.0,"In Pre-Salt lacustrine carbonates, this process is critical",ACCEPTED,Valid.
dissolution process,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,shrub,domain_term,1.0,"targeting components such as Mg-clays, spherulites, shrubs, and cements",ACCEPTED,Valid.
lacustrine coquina,Sedimentary Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine system,domain_term,1.0,within a lacustrine depositional system,ACCEPTED,Valid.
lacustrine coquina,Sedimentary Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,structural high,domain_term,1.0,"typically formed in shallow, high-energy waters on structural highs",ACCEPTED,Valid.
early diagenesis,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,sediment-water interface,domain_term,1.0,occurs at or near the sediment-water interface,ACCEPTED,Valid.
carbonate sediment,Sediment,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate mineral,domain_term,1.0,composed primarily of carbonate minerals,ACCEPTED,Valid.
carbonate sediment,Sediment,derives_into,http://purl.obolibrary.org/obo/RO_0001001,reservoir rock,domain_term,0.8,forms the precursor to reservoir rocks,ACCEPTED,Valid.
carbonate sediment,Sediment,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,shrub,domain_term,1.0,includes components such as... microbial shrubs,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 67%.
carbonate sediment,Sediment,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,carbonate mud,domain_term,0.8,includes components such as... fine-grained muds,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 67%.
nodule,Geological Object,located_in,http://purl.obolibrary.org/obo/BFO_0000171,host rock,domain_term,1.0,compositionally distinct from its surrounding host rock,ACCEPTED,Valid.
intercrystalline pore,site,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,dolomitization,domain_term,1.0,most commonly formed by dolomitization,ACCEPTED,Valid.
intercrystalline pore,site,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,pore system,domain_term,1.0,significant component of the total pore system,ACCEPTED,Valid.
intercrystalline pore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,dolomite,domain_term,0.8,"creating a network of small, often irregular pores between dolomite crystals",ACCEPTED,Valid.
neomorphism,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,aragonite,domain_term,1.0,"involves the in-situ transformation of an original mineral component, such as an aragonite shell",ACCEPTED,Valid.
neomorphism,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,bioclast,domain_term,1.0,the neomorphism of aragonitic bioclasts,ACCEPTED,Valid.
carbonate mud,Sediment,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,composed of a variable mixture of calcite,ACCEPTED,Valid.
carbonate mud,Sediment,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,clay mineral,domain_term,1.0,composed of a variable mixture of... clay minerals,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 75%.
carbonate mud,Sediment,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,dolomite,domain_term,1.0,composed of a variable mixture of... dolomite,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 71%.
carbonate mud,Sediment,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine environment,domain_term,1.0,deposited in lacustrine environments,ACCEPTED,Valid.
oil reserve,Dimension,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,oil accumulation,domain_term,0.8,recoverable from known accumulations,ACCEPTED,Valid.
k-feldspar,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,carbonate reservoir,domain_term,1.0,as an authigenic phase within the carbonate reservoirs,ACCEPTED,Valid.
k-feldspar,Earth Material,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenetic alteration,domain_term,1.0,This mineral is often subject to diagenetic alteration,ACCEPTED,Valid.
diagenetic evolution,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,sedimentary rock,domain_term,1.0,sequence of processes and resulting products that have altered a sedimentary rock,ACCEPTED,Valid.
diagenetic evolution,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,dissolution,domain_term,1.0,details the timing of events such as dissolution,ACCEPTED,Valid.
diagenetic evolution,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,replacement,domain_term,1.0,and the precipitation or replacement of minerals,ACCEPTED,Valid.
micropore,site,has_quality,http://purl.obolibrary.org/obo/RO_0000086,pore size,domain_term,1.0,defined by a size range of approximately 0.125 to 0.5 micrometers,ACCEPTED,Valid.
micropore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,packstone,domain_term,1.0,often associated with cemented packstones,ACCEPTED,Valid.
micropore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,vug,domain_term,1.0,within larger karst-modified vugs,ACCEPTED,Valid.
camburi group,Lithostratigraphic Unit,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,albian,domain_term,1.0,deposited from the Albian to the Cenomanian,ACCEPTED,Valid.
camburi group,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate rock,domain_term,1.0,composed of siliciclastic and carbonate rocks,ACCEPTED,Valid.
marine incursion,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,marine water,domain_term,1.0,involves the episodic or large-scale entry of seawater,ACCEPTED,Valid.
total porosity,quality,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,rock,domain_term,1.0,petrophysical property that quantifies the fraction of a rock's bulk volume,ACCEPTED,Valid.
total porosity,quality,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,primary porosity,domain_term,1.0,"represents the sum of all pore types, including primary, secondary (e.g., dissolution-related), and fracture porosity",ACCEPTED,Valid.
total porosity,quality,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,fracture porosity,domain_term,1.0,"represents the sum of all pore types, including primary, secondary (e.g., dissolution-related), and fracture porosity",ACCEPTED,Valid.
rift system,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,normal fault,domain_term,1.0,characterized by a series of normal faults,ACCEPTED,Valid.
pre-salt sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,sedimentary rock,domain_term,1.0,comprises the Early Cretaceous sedimentary and volcanic rocks,ACCEPTED,Valid.
pre-salt sequence,Stratigraphic Unit,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,early cretaceous,domain_term,1.0,comprises the Early Cretaceous sedimentary and volcanic rocks,ACCEPTED,Valid.
volcaniclastic,Sediment,has_continuant_part,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,volcanic fragment,domain_term,1.0,"composed of fragments of rock and minerals produced by or derived from volcanic activity. In the Brazilian Pre-Salt, this component consists of volcanic rock fragments",ACCEPTED,Valid.
volcaniclastic,Sediment,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,volcanic activity,domain_term,1.0,produced by or derived from volcanic activity,ACCEPTED,Valid.
clastic sediment,Sediment,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,weathering,domain_term,1.0,derived from the physical weathering and erosion of pre-existing rocks,ACCEPTED,Valid.
clastic sediment,Sediment,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,erosion,domain_term,1.0,derived from the physical weathering and erosion of pre-existing rocks,ACCEPTED,Valid.
growth strata,Architectural Element,located_in,http://purl.obolibrary.org/obo/BFO_0000171,half-graben,domain_term,1.0,filling half-graben basins,ACCEPTED,Valid.
precambrian basement,Lithostratigraphic Unit,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,gneiss,domain_term,1.0,composed of Precambrian-aged granitoids and gneisses,ACCEPTED,Valid.
marl,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate mineral,domain_term,1.0,composed of a mixture of carbonate minerals,ACCEPTED,Valid.
marl,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,"carbonate minerals, such as calcite",ACCEPTED,Valid.
abiotic precipitation,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,lacustrine environment,domain_term,1.0,"In Pre-Salt lacustrine settings, this process is often triggered...",ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 89%.
continental siliciclastic,Sedimentary Rock,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,erosion,domain_term,1.0,derived from the erosion of land areas,ACCEPTED,Valid.
continental siliciclastic,Sedimentary Rock,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,rift phase,domain_term,0.8,are characteristic of the rift phase,ACCEPTED,Valid.
carbonate fabric,Geological Structure,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenetic process,domain_term,1.0,significantly modified or completely obliterated by subsequent diagenetic processes,ACCEPTED,Valid.
supersequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,depositional sequence,domain_term,1.0,comprises a genetically related succession of depositional sequences,ACCEPTED,Valid.
rock texture,Lithology,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,rock,domain_term,1.0,is a fundamental physical property of a rock,ACCEPTED,Valid.
rock texture,Lithology,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,diagenetic process,domain_term,1.0,"The original depositional texture can be preserved, modified, or completely obliterated by diagenetic processes",ACCEPTED,Valid.
fracture porosity,quality,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,rock,domain_term,1.0,"composed of the void space created by natural cracks, fissures, or breaks within a rock",ACCEPTED,Valid.
macrocrystalline quartz,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pore,domain_term,1.0,precipitates as a late-stage phase in the center of pores,ACCEPTED,Valid.
macrocrystalline quartz,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,replacement,domain_term,1.0,can also replace carbonate components,ACCEPTED,Valid.
mica,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,siltstone,domain_term,1.0,within siliciclastic siltstones and mudstones,ACCEPTED,Valid.
mica,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,mudstone,domain_term,1.0,within siliciclastic siltstones and mudstones,ACCEPTED,Valid.
structural setting,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,fault,domain_term,1.0,defined by the geometric arrangement and interplay of tectonic elements such as faults,ACCEPTED,Valid.
depositional cycle,Facies Association,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,carbonate facies,domain_term,1.0,a recurring vertical succession of genetically related carbonate facies,ACCEPTED,Valid.
depositional cycle,Facies Association,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,shrubstone,domain_term,1.0,with in situ facies like shrubstones or mudstones at their base,ACCEPTED,Valid.
depositional cycle,Facies Association,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,mudstone,domain_term,1.0,with in situ facies like shrubstones or mudstones at their base,ACCEPTED,Valid.
laminated mudstone,Sedimentary Facies,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,peloid,domain_term,1.0,can contain peloids,ACCEPTED,Valid.
laminated mudstone,Sedimentary Facies,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,ostracod,domain_term,1.0,"can contain peloids, ostracods",ACCEPTED,Valid.
dolomudstone,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,dolomite,domain_term,1.0,predominantly composed of mud-grade dolomite crystals,ACCEPTED,Valid.
dolomudstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,calcite,domain_term,1.0,containing fine calcite particles,ACCEPTED,Valid.
dolomudstone,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,intercrystalline pore,domain_term,1.0,consisting of small intercrystalline and interparticle pores,ACCEPTED,Valid.
passive-margin basin,Basin,located_in,http://purl.obolibrary.org/obo/BFO_0000171,continental margin,domain_term,1.0,develops on a passive continental margin,ACCEPTED,Valid.
reworked carbonate,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,shrub,domain_term,1.0,"composed of transported and redeposited fragments of pre-existing carbonate facies, primarily calcitic spherulites and shrubs",ACCEPTED,Valid.
reworked carbonate,Sedimentary Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,primary porosity,domain_term,1.0,characterized by high primary porosity and permeability,ACCEPTED,Valid.
carbonate deposit,Body of Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate mineral,domain_term,0.8,formed by the net accumulation of carbonate minerals and sediments,ACCEPTED,Valid.
carbonate deposit,Body of Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,sediment,domain_term,0.8,formed by the net accumulation of carbonate minerals and sediments,ACCEPTED,Valid.
diagenetic product,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,rock,domain_term,1.0,forms within a rock,ACCEPTED,Valid.
aragonite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine carbonate,domain_term,1.0,in Pre-Salt lacustrine carbonates,ACCEPTED,Valid.
aragonite,Earth Material,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dissolution,domain_term,0.8,susceptible to diagenetic alteration through dissolution,ACCEPTED,Valid.
aragonite,Earth Material,derives_into,http://purl.obolibrary.org/obo/RO_0001001,calcite,domain_term,1.0,neomorphism to calcite,ACCEPTED,Valid.
continental carbonate,Sedimentary Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine system,domain_term,1.0,"forms in a wide range of non-marine depositional environments, including lacustrine, palustrine, and spring systems",ACCEPTED,Valid.
mg-silicate gel,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine environment,domain_term,0.8,"forms in alkaline, Mg- and SiO2-rich lacustrine waters",ACCEPTED,Valid.
mg-silicate gel,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,evaporation,domain_term,1.0,"forms in alkaline, Mg- and SiO2-rich lacustrine waters during periods of intense evaporation",ACCEPTED,Valid.
mg-silicate gel,Earth Material,derives_into,http://purl.obolibrary.org/obo/RO_0001001,stevensite,domain_term,1.0,forming more stable crystalline Mg-silicate minerals such as stevensite,ACCEPTED,Valid.
cave,site,has_quality,http://purl.obolibrary.org/obo/RO_0000086,permeability,domain_term,1.0,represents a zone of extremely high permeability,ACCEPTED,Valid.
cave,site,has_quality,http://purl.obolibrary.org/obo/RO_0000086,flow capacity,domain_term,1.0,represents a zone of extremely high permeability and flow capacity,ACCEPTED,Valid.
namibe basin,Basin,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,early cretaceous,domain_term,1.0,Formed during the Early Cretaceous,ACCEPTED,Valid.
fluorite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pore,domain_term,1.0,observed lining the margins of pores,ACCEPTED,Valid.
pore size,Dimension,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,pore,domain_term,1.0,quantifies the physical dimensions of the void spaces (pores),ACCEPTED,Valid.
