Term,Category,Property,Property_IRI,Filler,Filler_Source,Confidence,Evidence,Validation_Status,Validation_Reason
gypsum,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenesis,domain_term,0.8,found as a late-stage diagenetic cement,ACCEPTED,Valid.
fluid,Earth Fluid,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pore space,domain_term,1.0,occupies the pore space of a reservoir rock,ACCEPTED,Valid.
fluid,Earth Fluid,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,hydrocarbon,domain_term,1.0,fluids primarily consist of hydrocarbons (oil and gas) and water,ACCEPTED,Valid.
fluid,Earth Fluid,has_part,http://purl.obolibrary.org/obo/BFO_0000051,water,external,1.0,fluids primarily consist of hydrocarbons (oil and gas) and water,REJECTED,Unknown object category 'unknown'.
fluid,Earth Fluid,has_quality,http://purl.obolibrary.org/obo/RO_0000086,mobility,external,1.0,"characterized by its composition, physical properties, and mobility",REJECTED,Unknown object category 'unknown'.
low-energy environment,Sedimentary Environment,has_quality,http://purl.obolibrary.org/obo/RO_0000086,minimal water agitation,external,1.0,characterized by minimal water agitation from waves or currents,REJECTED,Unknown object category 'unknown'.
mechanical compaction,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,sediment,domain_term,1.0,reduces the bulk volume and porosity of a sediment,ACCEPTED,Valid.
mechanical compaction,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,grain,external,1.0,"through the rearrangement, deformation, or breakage of grains",REJECTED,Unknown object category 'unknown'.
mechanical compaction,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,overburden stress,external,1.0,under the influence of increasing overburden stress,REJECTED,Unknown object category 'unknown'.
mechanical compaction,Geological Process,occurrent_part_of,http://purl.obolibrary.org/obo/BFO_0000132,burial,domain_term,0.8,typically results in the reduction of primary interparticle porosity during burial,ACCEPTED,Valid.
silica cement,Earth Material,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,quartz,domain_term,1.0,"composed of silica polymorphs, such as quartz and chalcedony",ACCEPTED,Valid.
silica cement,Earth Material,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,chalcedony,domain_term,1.0,"composed of silica polymorphs, such as quartz and chalcedony",ACCEPTED,Valid.
silica cement,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pore space,domain_term,1.0,crystallize within the pore spaces of a sedimentary rock,ACCEPTED,Valid.
silica cement,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,sedimentary rock,domain_term,1.0,within the pore spaces of a sedimentary rock,ACCEPTED,Valid.
slope,Sedimentary Environment,part_of,http://purl.obolibrary.org/obo/BFO_0000050,lacustrine basin,external,0.8,connecting a shallow-water carbonate platform or structural high to the adjacent deeper part of a lacustrine basin,REJECTED,Unknown object category 'unknown'.
slope,Sedimentary Environment,has_quality,http://purl.obolibrary.org/obo/RO_0000086,inclined,external,1.0,constitutes the inclined depositional surface,REJECTED,Unknown object category 'unknown'.
microfracture,Geological Structure,has_quality,http://purl.obolibrary.org/obo/RO_0000086,microscopic size,external,1.0,a small-scale fracture that is observable at the microscopic level,REJECTED,Unknown object category 'unknown'.
microfracture,Geological Structure,located_in,http://purl.obolibrary.org/obo/BFO_0000171,grain,external,1.0,occurring isolated within or cutting across individual grains,REJECTED,Unknown object category 'unknown'.
microfracture,Geological Structure,located_in,http://purl.obolibrary.org/obo/BFO_0000171,spherulite,external,1.0,cutting across individual grains such as spherulites,REJECTED,Unknown object category 'unknown'.
platform,Sedimentary Environment,located_in,http://purl.obolibrary.org/obo/BFO_0000171,structural high,domain_term,1.0,develops on a structural high,ACCEPTED,Valid.
platform,Sedimentary Environment,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,sag phase,domain_term,1.0,lacustrine platforms formed during the sag phase,ACCEPTED,Valid.
platform,Sedimentary Environment,has_part,http://purl.obolibrary.org/obo/BFO_0000051,hydrocarbon reservoir,external,1.0,contain significant hydrocarbon reservoirs,REJECTED,Unknown object category 'unknown'.
platform,Sedimentary Environment,has_quality,http://purl.obolibrary.org/obo/RO_0000086,relatively flat-topped,external,1.0,"an extensive, relatively flat-topped area",REJECTED,Unknown object category 'unknown'.
substrate,Earth Material,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,magnesian clay,domain_term,1.0,typically composed of magnesian clays or calcitic mud,ACCEPTED,Valid.
substrate,Earth Material,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcitic mud,external,1.0,typically composed of magnesian clays or calcitic mud,REJECTED,Unknown object category 'unknown'.
hydrothermal vent,Geological Object,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,fracturing,external,1.0,"formed by the fracturing, transport, and eruption",REJECTED,Unknown object category 'unknown'.
hydrothermal vent,Geological Object,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,eruption,external,1.0,"formed by the fracturing, transport, and eruption of deep-sourced, geothermally heated fluids and sediments",REJECTED,Unknown object category 'unknown'.
hydrothermal vent,Geological Object,has_quality,http://purl.obolibrary.org/obo/RO_0000086,pipe-like,external,1.0,is a pipe-like geological complex,REJECTED,Unknown object category 'unknown'.
host rock,Body of Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,alteration,external,1.0,"subsequently altered, fractured, or intruded",REJECTED,Unknown object category 'unknown'.
host rock,Body of Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,fracturing,external,1.0,"subsequently altered, fractured, or intruded",REJECTED,Unknown object category 'unknown'.
host rock,Body of Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,silicification,domain_term,1.0,undergoes diagenetic replacement like silicification,REJECTED,Inverse redundancy: 'silicification has_participant host rock' already exists.
host rock,Body of Rock,has_part,http://purl.obolibrary.org/obo/BFO_0000051,mineral-filled vein,external,1.0,contains later features such as mineral-filled veins,REJECTED,Unknown object category 'unknown'.
hydrothermal process,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,fluid,domain_term,1.0,"involves the circulation of hot, chemically active fluids",ACCEPTED,Valid.
hydrothermal process,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,rock,domain_term,1.0,"involves the circulation of hot, chemically active fluids through rock",ACCEPTED,Valid.
hydrothermal process,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,fault system,domain_term,0.8,facilitated by deep fault systems,ACCEPTED,Valid.
hydrothermal process,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,saddle dolomite,domain_term,0.8,leading to the precipitation of characteristic minerals such as saddle dolomite,ACCEPTED,Valid.
fault system,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,fault,domain_term,1.0,is a set of genetically related extensional faults,ACCEPTED,Valid.
fault system,Geological Structure,located_in,http://purl.obolibrary.org/obo/BFO_0000171,rift basin,domain_term,1.0,within a rift basin,REJECTED,"Domain violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
fault system,Geological Structure,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,sediment deposition,external,1.0,collectively controlling accommodation space and sediment deposition,REJECTED,Unknown object category 'unknown'.
gas,Earth Fluid,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,hydrocarbon,domain_term,1.0,consists of a mixture of low-molecular-weight hydrocarbons,ACCEPTED,Valid.
gas,Earth Fluid,located_in,http://purl.obolibrary.org/obo/BFO_0000171,reservoir,domain_term,0.8,existing under reservoir conditions,ACCEPTED,Valid.
gas,Earth Fluid,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbon dioxide,external,1.0,often containing high concentrations of carbon dioxide (CO2),REJECTED,Unknown object category 'unknown'.
bathymetry,Geometry,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,lacustrine basin,external,1.0,"describes the topography of the floor of a water body, specifically the lacustrine basins",REJECTED,Unknown object category 'unknown'.
uplift,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,footwall,domain_term,1.0,associated with the upward movement of footwall blocks,ACCEPTED,Valid.
uplift,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,rifting,external,1.0,during rifting,REJECTED,Unknown object category 'unknown'.
uplift,Geological Process,precedes,http://purl.obolibrary.org/obo/BFO_0000063,erosion,domain_term,1.0,can also lead to erosion,ACCEPTED,Valid.
espírito santo basin,Basin,located_in,http://purl.obolibrary.org/obo/BFO_0000171,brazilian continental margin,domain_term,1.0,is situated on the eastern Brazilian continental margin,ACCEPTED,Valid.
espírito santo basin,Basin,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,early cretaceous,domain_term,1.0,it was formed during the Early Cretaceous,ACCEPTED,Valid.
espírito santo basin,Basin,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,breakup of gondwana,external,1.0,formed during the Early Cretaceous breakup of Gondwana,REJECTED,Unknown object category 'unknown'.
espírito santo basin,Basin,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,hydrocarbon accumulation,domain_term,1.0,contains significant hydrocarbon accumulations,ACCEPTED,Valid.
microcrystalline silica,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenesis,domain_term,0.8,is a common diagenetic silica phase,ACCEPTED,Valid.
microcrystalline silica,Earth Material,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,quartz,domain_term,1.0,consists of aggregates of microscopic quartz crystals,ACCEPTED,Valid.
microcrystalline silica,Earth Material,derives_from,http://purl.obolibrary.org/obo/RO_0001000,carbonate,domain_term,1.0,occurring both as a replacement of original carbonate components,ACCEPTED,Valid.
microcrystalline silica,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,porosity,domain_term,1.0,as a cement filling various types of porosity,REJECTED,"Range violation: 'quality' has metatypes ['Continuant', 'Quality', 'SpecificallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
stacking pattern,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,sedimentary facies,domain_term,1.0,is a vertical arrangement of sedimentary facies,ACCEPTED,Valid.
stacking pattern,Geological Structure,located_in,http://purl.obolibrary.org/obo/BFO_0000171,stratigraphic succession,external,1.0,through a stratigraphic succession,REJECTED,Unknown object category 'unknown'.
sedimentary facies,Sedimentary Facies,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,sedimentary rock,domain_term,1.0,is a body of sedimentary rock,REJECTED,"Domain violation: 'Sedimentary Facies' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['MaterialEntity', 'Object'] for 'constituted_by'."
sedimentary facies,Sedimentary Facies,has_quality,http://purl.obolibrary.org/obo/RO_0000086,lithology,domain_term,1.0,distinguished from adjacent strata by its unique set of lithological... characteristics,REJECTED,"Domain violation: 'Sedimentary Facies' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'has_quality'."
oil accumulation,Earth Fluid,located_in,http://purl.obolibrary.org/obo/BFO_0000171,trap,domain_term,1.0,is held within a stratigraphic or structural trap,REJECTED,"Range violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed range ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
oil accumulation,Earth Fluid,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,gas,domain_term,1.0,accumulations of oil with associated gas,ACCEPTED,Valid.
oil accumulation,Earth Fluid,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine carbonate reservoir,domain_term,1.0,found within lacustrine carbonate reservoirs,ACCEPTED,Valid.
oil accumulation,Earth Fluid,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,oil,domain_term,1.0,giant accumulations of oil,ACCEPTED,Valid.
structure,Geological Structure,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,deformation,domain_term,1.0,results from the tectonic deformation of rock strata,REJECTED,"Domain violation: 'Geological Structure' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'generated_by'."
structure,Geological Structure,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,rifting,external,1.0,formed during the South Atlantic rifting,REJECTED,Unknown object category 'unknown'.
magnesian clay,Sediment,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,stevensite,domain_term,0.8,predominantly stevensite,ACCEPTED,Valid.
magnesian clay,Sediment,located_in,http://purl.obolibrary.org/obo/BFO_0000171,alkaline lacustrine environment,domain_term,0.8,precipitates in the saline and alkaline lacustrine environments of the Pre-Salt,ACCEPTED,Valid.
magnesian clay,Sediment,derives_into,http://purl.obolibrary.org/obo/RO_0001001,dolomite,domain_term,0.8,highly susceptible to diagenetic replacement by dolomite,ACCEPTED,Valid.
magnesian clay,Sediment,derives_into,http://purl.obolibrary.org/obo/RO_0001001,silica,domain_term,0.8,"highly susceptible to diagenetic replacement by dolomite, silica, and calcite spherulites",ACCEPTED,Valid.
hydrocarbon accumulation,Earth Fluid,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,oil,domain_term,1.0,a subsurface body of oil and/or gas,ACCEPTED,Valid.
hydrocarbon accumulation,Earth Fluid,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,gas,domain_term,1.0,a subsurface body of oil and/or gas,ACCEPTED,Valid.
hydrocarbon accumulation,Earth Fluid,located_in,http://purl.obolibrary.org/obo/BFO_0000171,reservoir rock,domain_term,1.0,trapped within a porous and permeable reservoir rock,ACCEPTED,Valid.
hydrocarbon accumulation,Earth Fluid,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine carbonate reservoir,domain_term,1.0,hosted within complex lacustrine carbonate reservoirs,ACCEPTED,Valid.
rift section,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,sedimentary rock,domain_term,1.0,comprises the sedimentary and volcanic rocks,ACCEPTED,Valid.
rift section,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,volcanic rock,domain_term,1.0,comprises the sedimentary and volcanic rocks,ACCEPTED,Valid.
rift section,Stratigraphic Unit,has_age,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000015,aptian,domain_term,1.0,spans from the Hauterivian to the Aptian,REJECTED,"Range violation: 'Geological Time Interval' has metatypes ['Occurrent', 'TemporalRegion'] which do not intersect allowed range ['Quality', 'RelationalQuality'] for 'has_age'."
rift section,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,carbonate reservoir,domain_term,1.0,contains the primary source rocks and significant carbonate reservoirs,ACCEPTED,Valid.
depositional sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,unconformity,domain_term,1.0,bounded at its top and base by unconformities,ACCEPTED,Valid.
depositional sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,reservoir interval,domain_term,1.0,encompass key reservoir intervals,ACCEPTED,Valid.
depositional sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,Barra Velha Formation,domain_term,1.0,"encompass key reservoir intervals, such as the lacustrine carbonates of the Barra Velha Formation",ACCEPTED,Valid.
depositional sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,evaporite deposit,domain_term,1.0,which are often capped by regional evaporite deposits,ACCEPTED,Valid.
volcanic activity,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,magmatism,domain_term,1.0,involved extensive magmatism,ACCEPTED,Valid.
volcanic activity,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,lacustrine system,domain_term,0.8,influenced the chemistry of the Pre-Salt lacustrine systems,ACCEPTED,Valid.
volcanic activity,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,co2,external,1.0,"supplied CO2, heat, and ions into the lakes",REJECTED,Unknown object category 'unknown'.
volcanic activity,Geological Process,precedes,http://purl.obolibrary.org/obo/BFO_0000063,abiotic precipitation,domain_term,0.8,creating the highly alkaline and supersaturated conditions necessary for the abiotic precipitation of key carbonate reservoir facies,ACCEPTED,Valid.
carnallite,Earth Material,part_of,http://purl.obolibrary.org/obo/BFO_0000050,salt section,external,1.0,occurs as a less common component within the Aptian salt section,REJECTED,Unknown object category 'unknown'.
carnallite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,Ariri Formation,domain_term,1.0,it is found within the Ariri Formation evaporites,ACCEPTED,Valid.
carnallite,Earth Material,has_quality,http://purl.obolibrary.org/obo/RO_0000086,acoustic velocity,external,1.0,Due to its distinct acoustic velocity,REJECTED,Unknown object category 'unknown'.
sepiolite,Earth Material,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,lacustrine deposit,domain_term,1.0,occurs as a rare authigenic component within lacustrine deposits,ACCEPTED,Valid.
sepiolite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,fascicular calcite crust,domain_term,0.8,"preferentially found in small quantities associated with specific facies, such as fascicular calcite crusts",ACCEPTED,Valid.
sepiolite,Earth Material,derives_from,http://purl.obolibrary.org/obo/RO_0001000,stevensite,domain_term,0.8,can have a genetic relationship with precursor minerals like stevensite,ACCEPTED,Valid.
late cretaceous,Geological Time Interval,occurrent_part_of,http://purl.obolibrary.org/obo/BFO_0000132,Mesozoic,domain_term,1.0,a geological epoch of the Mesozoic Era,ACCEPTED,Valid.
late cretaceous,Geological Time Interval,preceded_by,http://purl.obolibrary.org/obo/BFO_0000062,early cretaceous,domain_term,1.0,following the Early Cretaceous Epoch,ACCEPTED,Valid.
late cretaceous,Geological Time Interval,precedes,http://purl.obolibrary.org/obo/BFO_0000063,paleogene period,external,1.0,preceding the Paleogene Period,REJECTED,Unknown object category 'unknown'.
grain size,Dimension,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,sediment,domain_term,1.0,textural property of a sediment or sedimentary rock,ACCEPTED,Valid.
grain size,Dimension,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,sedimentary rock,domain_term,1.0,textural property of a sediment or sedimentary rock,ACCEPTED,Valid.
grain size,Dimension,inheres_in,http://purl.obolibrary.org/obo/BFO_0000197,carbonate,domain_term,0.8,"In Brazilian Pre-Salt carbonates, it is a critical parameter",ACCEPTED,Valid.
open fracture,Geological Structure,has_quality,http://purl.obolibrary.org/obo/RO_0000086,aperture,external,0.8,creating a distinct aperture,REJECTED,Unknown object category 'unknown'.
open fracture,Geological Structure,located_in,http://purl.obolibrary.org/obo/BFO_0000171,silicified layer,external,0.8,in brittle silicified layers,REJECTED,Unknown object category 'unknown'.
open fracture,Geological Structure,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,porosity,domain_term,0.8,contribute significantly to non-matrix porosity,ACCEPTED,Valid.
open fracture,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,cement,domain_term,0.8,partially or fully filled with cements,ACCEPTED,Valid.
pre-salt carbonate,Sedimentary Rock,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,barremian,domain_term,1.0,deposited in an alkaline lacustrine system during the Barremian-Aptian rifting phase,ACCEPTED,Valid.
pre-salt carbonate,Sedimentary Rock,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,aptian,domain_term,1.0,deposited in an alkaline lacustrine system during the Barremian-Aptian rifting phase,ACCEPTED,Valid.
pre-salt carbonate,Sedimentary Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,alkaline lacustrine environment,domain_term,1.0,deposited in an alkaline lacustrine system,ACCEPTED,Valid.
pre-salt carbonate,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate,domain_term,1.0,Composed of biotic and abiotic carbonates,ACCEPTED,Valid.
diagenetic history,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,dissolution,domain_term,1.0,"This sequence of events, such as dissolution, cementation, dolomitization, and silicification",ACCEPTED,Valid.
diagenetic history,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,cementation,domain_term,1.0,"This sequence of events, such as dissolution, cementation, dolomitization, and silicification",ACCEPTED,Valid.
diagenetic history,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,dolomitization,domain_term,1.0,"This sequence of events, such as dissolution, cementation, dolomitization, and silicification",ACCEPTED,Valid.
diagenetic history,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,sedimentary rock,domain_term,1.0,"chronological sequence of physical, chemical, and biological processes that alter a sedimentary rock",ACCEPTED,Valid.
cyclothem,Facies Association,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine carbonate,domain_term,1.0,sedimentary succession in Pre-Salt lacustrine carbonates,REJECTED,"Domain violation: 'Facies Association' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['ImmaterialEntity', 'IndependentContinuant', 'MaterialEntity', 'Object', 'Site'] for 'located_in'."
cyclothem,Facies Association,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,laminated carbonate,domain_term,1.0,grades upwards from laminated mud-grade carbonates,ACCEPTED,Valid.
cyclothem,Facies Association,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,spherulitic carbonate,domain_term,1.0,through spherulitic carbonates precipitated within Mg-silicate gels,ACCEPTED,Valid.
cyclothem,Facies Association,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,calcite shrub,domain_term,1.0,culminates in calcite shrub-like growths,ACCEPTED,Valid.
microbial carbonate,Sedimentary Rock,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,microbial activity,external,1.0,formed through the mediation or influence of microbial activity,REJECTED,Unknown object category 'unknown'.
microbial carbonate,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,carbonate,domain_term,0.8,A microbial carbonate is a sedimentary carbonate rock,ACCEPTED,Valid.
microbial carbonate,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,stromatolite,domain_term,1.0,"exhibit characteristic fabrics, including laminated (stromatolites)",ACCEPTED,Valid.
microbial mat,Sedimentary Facies,located_in,http://purl.obolibrary.org/obo/BFO_0000171,liquid-solid interface,external,1.0,develops as a vertically layered structure at a liquid-solid interface,REJECTED,Unknown object category 'unknown'.
microbial mat,Sedimentary Facies,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite cement,domain_term,1.0,composed of microcrystalline filaments and various calcite cements,REJECTED,"Domain violation: 'Sedimentary Facies' has metatypes ['Continuant', 'GenericallyDependentContinuant'] which do not intersect allowed domain ['MaterialEntity', 'Object'] for 'constituted_by'."
microbial mat,Sedimentary Facies,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,lamination,domain_term,0.8,"preserved as laminated, spongy, or tufted fabrics",ACCEPTED,Valid.
microbial mat,Sedimentary Facies,has_quality,http://purl.obolibrary.org/obo/RO_0000086,layered structure,external,1.0,develops as a vertically layered structure,REJECTED,Unknown object category 'unknown'.
calcite shrub,Body of Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,composed of fibrous to bladed calcite crystals,ACCEPTED,Valid.
calcite shrub,Body of Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,lacustrine environment,domain_term,1.0,form extensive crusts and layers in lacustrine environments,ACCEPTED,Valid.
calcite shrub,Body of Rock,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,pre-salt reservoir,domain_term,1.0,"a fundamental, though genetically debated, component of Brazilian Pre-Salt reservoirs",ACCEPTED,Valid.
calcite shrub,Body of Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,dendritic morphology,external,1.0,"characterized by a branching, fan-shaped, or dendritic morphology",REJECTED,Unknown object category 'unknown'.
burial,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,sedimentary rock,domain_term,1.0,subjects sedimentary rocks to progressively increasing temperature and pressure,ACCEPTED,Valid.
burial,Geological Process,precedes,http://purl.obolibrary.org/obo/BFO_0000063,diagenetic alteration,domain_term,1.0,initiating a suite of diagenetic changes,ACCEPTED,Valid.
burial,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,pre-salt,domain_term,1.0,"In the Brazilian Pre-Salt, this process occurs at depths often exceeding 3000 meters",ACCEPTED,Valid.
burial,Geological Process,precedes,http://purl.obolibrary.org/obo/BFO_0000063,dolomitization,domain_term,1.0,"where alterations like dolomitization, silicification, and cementation critically control the creation or destruction of reservoir porosity",ACCEPTED,Valid.
rhombohedral dolomite,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,diagenetic process,domain_term,0.8,is a diagenetic dolomite mineral,ACCEPTED,Valid.
rhombohedral dolomite,Earth Material,has_quality,http://purl.obolibrary.org/obo/RO_0000086,rhombohedral crystal habit,external,1.0,characterized by its distinct rhombohedral crystal habit,REJECTED,Unknown object category 'unknown'.
rhombohedral dolomite,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pre-salt,domain_term,1.0,"In the Brazilian Pre-Salt, it is the most abundant dolomite type",ACCEPTED,Valid.
rhombohedral dolomite,Earth Material,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,burial,domain_term,1.0,"Its formation is attributed to multiple diagenetic pathways, including ... later burial processes.",ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 92%.
replacement,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,carbonate fabric,domain_term,1.0,"involves the replacement of carbonate fabrics (spherulites, shrubs)",ACCEPTED,Valid.
replacement,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,stevensite,domain_term,1.0,involves the replacement of ... clays (stevensite),ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 86%.
replacement,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,silica,domain_term,1.0,replacement of carbonate fabrics ... and clays ... by silica or dolomite,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 82%.
replacement,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,dolomite,domain_term,1.0,replacement of carbonate fabrics ... and clays ... by silica or dolomite,ACCEPTED,Valid. | Warnings: Evidence is paraphrased (not exact quote from NLD). Word overlap: 82%.
basement high,Body of Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,basement rock,domain_term,1.0,a structurally elevated block of crystalline or metamorphic basement rock,ACCEPTED,Valid.
