Term,Parent_Term,Relationship_Type,Category,Is_Intermediate,NLD,FALLBACK,Category_IRI,Parent_IRI
abiotic precipitation,Geological Process,rdfs:subClassOf,Geological Process,False,"Abiotic precipitation is a geochemical process that forms minerals directly from a solution due to physicochemical changes, occurring without the mediation of biological organisms. In Pre-Salt lacustrine settings, this process is often triggered by rapid precipitation from highly saturated solutions, elevated pH, or CO2 degassing, resulting in crystalline fabrics that lack evidence of microbial activity such as trapping, binding, or clotted textures.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000002,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000002
genesis,Geological Process,rdfs:subClassOf,Geological Process,False,"Genesis is the comprehensive formation process that accounts for the origin and development of a geological feature, such as a rock body, mineral, or reservoir. In the context of the Brazilian Pre-Salt, it refers specifically to the complex and debated origin of the lacustrine carbonate reservoirs, encompassing the tectonic, stratigraphic, sedimentological, and diagenetic factors that controlled their formation. Understanding the genesis of these unique carbonates is critical for predicting reservoir distribution and quality, especially given the lack of direct modern analogs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000002,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000002
silica cementation,cementation,rdfs:subClassOf,Geological Process,False,"Silica cementation is a diagenetic process that involves the precipitation of silica minerals from pore fluids to fill or line voids within a rock. In Pre-Salt carbonates, this process occurs in various forms, such as microcrystalline chert and fibrous chalcedony, filling interparticle pores, vugs, and fractures. It has a dual effect on reservoir quality, either occluding pore space and reducing permeability or preserving porosity by forming rigid rims that enhance the rock's resistance to compaction.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000002,
Tectono-stratigraphic Interval,Geological Time Interval,rdfs:subClassOf,Geological Time Interval,True,A Tectono-stratigraphic Interval is a geological time interval defined by a distinct package of sedimentary and/or volcanic rocks deposited during a specific tectonic regime.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005
aptian,early cretaceous,rdf:type,Geological Time Interval,False,"Aptian is a geological age of the Early Cretaceous epoch, lasting from approximately 125 to 113 million years ago, that corresponds to the period when the vast lacustrine carbonate sequences of the Brazilian Pre-Salt were deposited. This interval is economically critical as it contains the unusual and prolific carbonate reservoirs, which are sealed by an extensive salt layer also deposited during the late Aptian.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
cretaceous,mesozoic,rdf:type,Geological Time Interval,False,"Cretaceous is a geological period that spans from approximately 145 to 66 million years ago, representing the final part of the Mesozoic Era. In the context of the South Atlantic, the Lower Cretaceous is characterized by the continental rifting that formed the extensive lacustrine basins where the Pre-Salt carbonate reservoirs were deposited. The Upper Cretaceous succession represents the subsequent post-salt marine drift phase.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
barremian,early cretaceous,rdf:type,Geological Time Interval,False,"Barremian is a geological age of the Early Cretaceous epoch that, in the Brazilian Pre-Salt, corresponds to a critical syn-rift period associated with the deposition of the lower pre-salt sequences. This interval, which local subdivisions place between approximately 135 and 123 million years ago, is defined by key stratigraphic surfaces like the 'base Barremian' and is characterized by significant fault activity that controlled the formation of depocenters.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
hauterivian,early cretaceous,rdf:type,Geological Time Interval,False,"Hauterivian is a geological age of the Early Cretaceous Epoch that chronologically follows the Valanginian and precedes the Barremian. In the context of the Brazilian Pre-Salt, this age is associated with the initial rift phase, characterized by the formation of half-grabens and the deposition of the syn-rift Camboriú Formation. The top of the Hauterivian sequence often corresponds to a basal seismic horizon used to map the evolution of structural highs and lows.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
early cretaceous,cretaceous,rdf:type,Geological Time Interval,False,"The Early Cretaceous is the earliest epoch of the Cretaceous Period that is characterized by the continental rifting between South America and Africa, which formed the precursor basins of the South Atlantic. Within the Brazilian Pre-Salt context, this epoch encompasses the syn-rift and sag phases, during which extensive lacustrine systems deposited the organic-rich source rocks and shallow-water carbonate reservoirs of the prolific petroleum system. This interval, spanning from approximately 145 to 100.5 million years ago, includes the deposition of the key Barremian-Aptian Pre-Salt successions.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
rift phase,Tectono-stratigraphic Interval,rdfs:subClassOf,Geological Time Interval,False,"Rift phase is the initial tectonostratigraphic stage of sedimentary basin evolution that is characterized by active continental extension, crustal thinning, and fault-controlled subsidence. This stage is associated with significant volcanism and the creation of graben and half-graben structures, which accommodate the deposition of syn-rift lacustrine sediments such as organic-rich source rocks and bioclastic carbonates. In the Brazilian Pre-Salt basins, this phase is commonly subdivided into distinct stages (e.g., syn-rift I and II) based on contrasting tectonic strain and depositional patterns.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
sag phase,Tectono-stratigraphic Interval,rdfs:subClassOf,Geological Time Interval,False,"The sag phase is a tectono-stratigraphic stage that follows the main rift phase and is primarily characterized by broad, regional subsidence driven by thermal contraction of the lithosphere. In the Brazilian Pre-Salt, this phase created a vast, restricted lacustrine system where paleotopography inherited from the rift phase controlled the deposition of microbial carbonate reservoirs on structural highs and evaporites in basinal areas. Although often considered a period of tectonic quiescence, localized extensional faulting commonly persisted during this time.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
albian,early cretaceous,rdf:type,Geological Time Interval,False,"Albian is a geological age of the Early Cretaceous Epoch that, in the context of the Brazilian continental margin, marks the initiation of the post-salt drift phase. This interval is characterized by the establishment of open marine environments following the deposition of the Aptian salt, leading to the deposition of marine carbonates, such as the Guarujá Formation, and siliciclastics. Chronostratigraphically, it follows the Aptian Age and precedes the Cenomanian Age, spanning from approximately 113 to 100.5 million years ago.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
lower cretaceous,early cretaceous,rdf:type,Geological Time Interval,False,"Lower Cretaceous is a geologic series and its corresponding epoch that, in the Santos Basin, encompasses the Guaratiba Group, deposited from the Hauterivian to the Aptian. This group contains the main Pre-Salt carbonate reservoirs, the Itapema and Barra Velha formations, which were deposited during the rift to post-rift transition.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
drift phase,Tectono-stratigraphic Interval,rdfs:subClassOf,Geological Time Interval,False,"Drift phase is the final tectonostratigraphic phase in the evolution of a passive margin basin that is initiated by the onset of seafloor spreading and the formation of oceanic crust. In the Brazilian South Atlantic, this phase began in the Albian and is characterized by thermal subsidence and the deposition of open marine carbonates followed by thick siliciclastic sequences. This stage also involved magmatic activity along reactivated faults, which drove diagenetic processes such as dolomitization and dissolution in the underlying pre-salt carbonate reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
post-rift phase,Tectono-stratigraphic Interval,rdfs:subClassOf,Geological Time Interval,False,"Post-rift phase is a tectono-stratigraphic stage that follows the syn-rift and is primarily characterized by long-wavelength thermal subsidence driven by lithospheric cooling rather than active faulting. In the Brazilian Pre-Salt, this Aptian-age stage, also known as the sag or transitional phase, encompasses the deposition of the lacustrine carbonates of the Barra Velha Formation and the overlying evaporites of the Ariri Formation. These deposits form broadly tabular stratal packages that drape the underlying rift topography, constituting the main pre-salt reservoirs and the regional seal.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
late aptian,aptian,rdf:type,Geological Time Interval,False,"Late Aptian is a geological age of the Early Cretaceous period that, in the Brazilian Pre-Salt, represents the final depositional phase of the pre-salt sequence immediately preceding the massive evaporite accumulation. This interval is characterized by the deposition of the Upper Barra Velha Formation within a sag-like basin, forming key carbonate reservoirs. Its upper boundary is marked by the Late Aptian Syn-rift Unconformity (LASRU) at approximately 113 Ma, signifying the transition to the salt-dominated post-rift stage.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
valanginian,early cretaceous,rdf:type,Geological Time Interval,False,"Valanginian is a geological age of the Early Cretaceous epoch that spans the time from approximately 139.8 to 132.9 million years ago, following the Berriasian and preceding the Hauterivian Age. In the context of the Brazilian Pre-Salt, this age corresponds to the early syn-rift phase of the South Atlantic opening. Sediments from this period typically consist of clastic and volcanic deposits that form the basal sequences underlying the main sag-phase carbonate reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
late jurassic,jurassic,rdf:type,Geological Time Interval,False,"Late Jurassic is the final geologic epoch of the Jurassic Period that, in the context of the South Atlantic margin, marks the onset of the continental rifting phase which preceded the main sag phase of the Pre-Salt depositional sequence. This epoch, encompassing the Kimmeridgian and Tithonian ages from approximately 157 to 145 million years ago, is associated with the earliest rift-related deposition in basins like the Santos Basin, such as the Kimmeridgian units at the base of the Camboriú Formation.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
precambrian,Geological Time Interval,rdf:type,Geological Time Interval,False,"Precambrian is the earliest and longest geological supereon that spans from the formation of Earth to the beginning of the Cambrian Period. In the context of the Brazilian Pre-Salt, rocks of Precambrian age constitute the crystalline basement, composed of igneous and metamorphic rocks from ancient mobile belts. This basement underlies the volcanic and sedimentary sequences of basins such as the Santos Basin.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005
eoaptian,aptian,rdf:type,Geological Time Interval,False,"Eoaptian is a geological age that represents the earliest subdivision of the Aptian Stage of the Early Cretaceous Epoch. In the context of the Brazilian Pre-Salt, this interval is critical as it encompasses the deposition of the upper part of the syn-rift Itapema Formation, which includes significant coquina reservoir facies. It immediately precedes the main phase of evaporite deposition in the Santos Basin, with its upper boundary dated at approximately 123 million years ago.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
late cretaceous,cretaceous,rdf:type,Geological Time Interval,False,"The Late Cretaceous is a geological epoch of the Mesozoic Era that spans from approximately 100.5 to 66 million years ago, following the Early Cretaceous Epoch and preceding the Paleogene Period. In the context of the Brazilian continental margin, this epoch is primarily associated with the post-salt depositional sequence. These post-salt successions, which form the overburden to the pre-salt reservoirs, are typically characterized by thick, siliciclastic-dominated strata.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
early aptian,aptian,rdf:type,Geological Time Interval,False,"Early Aptian is a geological age of the Early Cretaceous epoch that, in the Brazilian Pre-Salt, encompasses the final stage of rifting and the onset of the sag phase. During this time, dated to approximately 124–125 Ma, key pre-salt units were deposited, including the coquina reservoirs and organic-rich source rocks of the Itapema Formation, followed by the major evaporite sequence. The end of this period is marked by the regional Pre-Alagoas Unconformity.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
syn-rift,Tectono-stratigraphic Interval,rdfs:subClassOf,Geological Time Interval,False,"Syn-rift is a tectono-stratigraphic interval that corresponds to the period of active continental rifting, characterized by fault-controlled mechanical subsidence and the concurrent deposition of sedimentary and volcanic successions. In the Brazilian Pre-Salt basins, this interval encompasses the deposition of lacustrine carbonates and siliciclastics, such as the Itapema and Piçarras formations, within developing half-grabens. The syn-rift phase concludes when active mechanical subsidence ceases, and its upper boundary is typically defined by the major post-rift unconformity, which marks the onset of thermal subsidence and continental breakup.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
mesozoic,Geological Time Interval,rdf:type,Geological Time Interval,False,"Mesozoic is an era of geologic time that spans from approximately 252 to 66 million years ago, encompassing the Triassic, Jurassic, and Cretaceous periods. This era is fundamentally important for the Brazilian Pre-Salt, as the Early Cretaceous rifting that formed the South Atlantic basins and controlled the deposition of the lacustrine source rocks and carbonate reservoirs occurred within this timeframe.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005
alagoas stage,aptian,rdf:type,Geological Time Interval,False,"Alagoas stage is a local chronostratigraphic unit of the Brazilian marginal basins that encompasses the deposition of the Barra Velha and Ariri Formations during the upper sag phase. Bounded below by the pre-Alagoas unconformity, this stage is characterized by lacustrine carbonates and overlying evaporites and is biostratigraphically defined primarily by ostracod biozones.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
neobarremian,barremian,rdf:type,Geological Time Interval,False,"Neobarremian is a geochronological sub-age that corresponds to the later part of the Barremian Age of the Early Cretaceous Period. Within the Brazilian Pre-Salt succession, this interval is critically important as it marks the deposition of the main lacustrine carbonate reservoir rocks of the Itapema and Barra Velha Formations.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
alagoas,aptian,rdf:type,Geological Time Interval,False,"Alagoas is a local chronostratigraphic stage of the Brazilian continental margin that corresponds to the upper part of the Aptian age in the Lower Cretaceous. This stage represents the final phase of the lacustrine rift sequence, deposited immediately before the main salt layer of the Ariri Formation, and is characterized by carbonate successions accumulated under increasingly arid and environmentally stressful conditions.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
cenozoic,Geological Time Interval,rdf:type,Geological Time Interval,False,"Cenozoic is a geologic era that follows the Mesozoic Era and extends to the present day, encompassing the last 66 million years of Earth's history. Known as the 'Age of Mammals', this era is subdivided into the Paleogene, Neogene, and Quaternary periods. In the context of the Brazilian Pre-Salt, the Cenozoic section constitutes the post-salt overburden, whose depositional history and weight are crucial for the thermal maturation of the underlying source rocks and the structural integrity of the salt seal.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005
jurassic,mesozoic,rdf:type,Geological Time Interval,False,"Jurassic is a geologic period of the Mesozoic Era that spans from approximately 201 to 145 million years ago, situated between the Triassic and Cretaceous periods. In the context of the South Atlantic margin, this period largely corresponds to the pre-rift phase before the continental breakup that led to the formation of the basins hosting the Pre-Salt deposits. While the primary Pre-Salt carbonate reservoirs are of Lower Cretaceous (Aptian) age, Jurassic sedimentary sequences may exist deep within the stratigraphic column, underlying the main rift-related successions.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000005,
secondary porosity,Lithology,rdfs:subClassOf,Lithology,False,"Secondary porosity is a pore space that is created within a sedimentary rock after deposition through diagenetic processes such as dissolution, fracturing, or alteration of mineral constituents. In Brazilian Pre-Salt lacustrine carbonates, it is the dominant porosity type, primarily generated by the dissolution of unstable components like Mg-clays and carbonate grains. This process creates a wide variety of pore types, including moldic, vugular, intercrystalline, and fracture porosity, which constitute the main oil storage reservoirs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024
lithology,Lithology,rdfs:subClassOf,Lithology,False,"Lithology is the physical character of a rock unit that is defined by its macroscopic and microscopic attributes, including mineralogical composition, texture, grain size, and sedimentary structures. In Pre-Salt carbonate systems, the identification of distinct lithologies like shrubstone or calcirudite from core and well log data is critical as they exert primary control over reservoir quality, such as porosity and permeability.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024
primary porosity,Pore Space,rdfs:subClassOf,Lithology,False,"Primary porosity is the void space within a sedimentary rock that is formed at the time of deposition and is inherent to the original rock fabric. In Pre-Salt carbonates, this commonly includes interparticle porosity between grains and growth-framework porosity within microbial or bioconstructed buildups. The preservation of this initial porosity is critical for reservoir quality and is often reduced by subsequent compaction and cementation.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,
mineralogy,Rock Property,rdfs:subClassOf,Lithology,False,"Mineralogy is the mineral composition of a rock that describes the types, proportions, and distribution of its constituent minerals. In the context of Brazilian Pre-Salt reservoirs, the mineralogy is predominantly composed of calcite and dolomite, with significant occurrences of authigenic quartz and magnesium-rich clays like stevensite. It is typically determined through analytical techniques such as X-ray diffraction (XRD) and automated mineralogy systems like QEMSCAN.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,
siliciclastic,Earth Material,rdfs:subClassOf,Lithology,False,"Siliciclastic is a class of sedimentary rock, sediment, or clast that is predominantly composed of silicate minerals derived from the weathering and erosion of non-carbonate rocks. In the Brazilian Pre-Salt, these materials are typically composed of quartz, feldspar, micas, and clay minerals, and occur either as discrete beds of siltstone and mudstone or as a matrix within carbonate facies.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
fabric,Rock Property,rdfs:subClassOf,Lithology,False,"Fabric is the petrographic attribute of a sedimentary rock that describes the spatial and geometric arrangement of its constituent elements. These elements include grains (such as shrubs, spherulites, intraclasts, and ooids), crystals, matrix material, and the resulting pore network. In the context of Brazilian Pre-Salt carbonates, fabric is a key descriptor for classifying rock types and interpreting depositional and diagenetic history.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,
rock texture,Rock Property,rdfs:subClassOf,Lithology,False,"Rock texture is a fundamental physical property of a rock that describes the size, shape, and fabric arrangement of its constituent components, such as grains, crystals, and matrix. In the context of Brazilian Pre-Salt carbonates, it is primarily described using the Dunham classification as modified by Embry and Klovan, which characterizes the relationship between depositional components and matrix. The original depositional texture can be preserved, modified, or completely obliterated by diagenetic processes, significantly impacting reservoir quality.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,
vugular porosity,secondary porosity,rdfs:subClassOf,Lithology,False,"Vugular porosity is a type of secondary porosity that is characterized by dissolution-related pores which are larger than the constituent grains or crystals of the rock. It is formed by the non-fabric selective dissolution of carbonate minerals and can represent the largest volume of porosity in certain Pre-Salt intervals, occurring predominantly in calcirudite and shrubstone facies. While isolated vugs often result in a poorly connected pore system, their association with interparticle or fracture porosity significantly enhances reservoir permeability.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,
fibrous calcite,Earth Material,rdfs:subClassOf,Lithology,False,"Fibrous calcite is a calcite crystal morphology that is characterized by elongated, needle-like crystals which often grow in radiating, spherulitic, or bundled aggregates. In the Brazilian Pre-Salt, it is a fundamental component of key reservoir facies, forming the primary framework of shrubby boundstones, spherulestones, and certain cement crusts in a high-saturation lacustrine setting.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
volcanic,Earth Material,rdfs:subClassOf,Lithology,False,"Volcanic is a term for a rock, sediment, or terrain that originates from the eruption of magma onto the Earth's surface. In the Brazilian Pre-Salt, volcanic material occurs as distinct rock bodies, such as flows or islands, and as sediments intermixed with lacustrine carbonates. The weathering of these volcanic terrains is also a critical source of ions, like magnesium and silica, that influence the unique mineralogy of the carbonate system.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000006
Pore Space,lithology,rdfs:subClassOf,Lithology,True,Pore Space is an immaterial entity representing the void volume within a rock or sediment that can contain fluids.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,
Rock Property,lithology,rdfs:subClassOf,Lithology,True,"Rock Property is a quality that inheres in a body of rock, describing its physical, chemical, or textural characteristics.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,
Earth Material,lithology,rdfs:subClassOf,Lithology,True,"Earth Material is a material entity that constitutes a part of the planet Earth, including rock, sediment, and minerals.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000024,
carbonate mound,carbonate build-up,rdfs:subClassOf,Mound Unit,False,"A carbonate mound is a carbonate geobody that is characterized by a pronounced, almost conical relief and is seismically identified by ambiguous limits, low-amplitude internal reflectors, and a high density of faults. These features typically constitute excellent quality reservoirs due to matrix properties and associated fracturing, and are often linked to hydrothermal alteration indicated by elevated silica and uranium content.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000015,
carbonate build-up,Mound Unit,rdfs:subClassOf,Mound Unit,False,"A carbonate build-up is a localized carbonate body that is constructed in-situ, often forming a positive topographic feature, and is typically associated with hydrothermal activity along faults in the Brazilian Pre-Salt. Characterized by aggradational geometries and composed of shrubby and spherulitic carbonates, these mounds represent excellent reservoirs with high porosity and permeability.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000015,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000015
halite,Rock,rdfs:subClassOf,Rock,False,"Halite is an evaporite mineral that is composed of sodium chloride (NaCl) and characterized by its highly ductile behavior. In the Brazilian Pre-Salt, it is a primary constituent of the Ariri Formation evaporite sequence, where its plastic flow forms massive salt bodies and diapirs. These extensive salt layers act as a crucial regional seal for the underlying carbonate reservoirs of the petroleum system.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008
basalt,volcanic rock,rdfs:subClassOf,Rock,False,"Basalt is an extrusive igneous rock that, in the Brazilian Pre-Salt, typically forms tholeiitic flood basalts and flow successions which constitute the acoustic basement or early syn-rift sequences. This micro- to macro-crystalline rock, composed of feldspar, pyroxene, and augite, serves as the foundation for overlying carbonate deposition and is a source of clasts within younger reservoir units.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008,
chalcedony,Rock,rdfs:subClassOf,Rock,False,"Chalcedony is a cryptocrystalline variety of silica that is characterized by distinctive textures such as fibro-radial, spherulitic, or botryoidal aggregates. In Brazilian Pre-Salt reservoirs, it acts as a common diagenetic cement that lines and partially occludes interparticle, vuggy, and fracture porosity, often occurring as a later silica phase associated with fractured zones.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008
volcanic rock,igneous rock,rdfs:subClassOf,Rock,False,"Volcanic rock is an igneous rock that forms from the cooling and solidification of magma or lava at or near the Earth's surface. Within the Brazilian Pre-Salt, it commonly occurs as fragments and intraclasts reworked into carbonate deposits such as grainstones and rudstones, or as mixed volcanic-sedimentary facies. The alteration of these volcanic materials is a significant source of ions, such as magnesium for stevensite precipitation, influencing the diagenetic evolution of the reservoir.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008,
igneous rock,Rock,rdfs:subClassOf,Rock,False,"Igneous rock is a rock that forms from the cooling and solidification of molten magma or lava. In the Brazilian Pre-Salt, these rocks occur as intrusive sills and extrusive basalts that significantly impact the carbonate reservoir by driving diagenetic processes like silicification and dolomitization and acting as flow barriers or fractured conduits.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008
microcrystalline dolomite,Rock,rdfs:subClassOf,Rock,False,"Microcrystalline dolomite is a diagenetic dolomite that is characterized by a very fine crystal size and forms through the post-depositional replacement of precursor minerals. In the Brazilian Pre-Salt, it is a common replacement product of materials such as Mg-clays and calcite spherulites, occurring largely within laminite facies. This dolomite form often exhibits a lower magnesium-to-calcium ratio compared to coarser dolomite types, reflecting its replacement or recrystallization origin.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008
gneiss,Rock,rdfs:subClassOf,Rock,False,"Gneiss is a high-grade metamorphic rock that is characterized by a distinct foliation, with alternating bands of different mineral compositions. In the context of South Atlantic pre-salt basins, gneiss commonly constitutes the crystalline basement and also occurs as clasts within syn-rift conglomerates, sourced from the erosion of adjacent basement highs.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008
tholeiitic basalt,basalt,rdfs:subClassOf,Rock,False,"Tholeiitic basalt is a subalkaline igneous rock that, in the Brazilian Pre-Salt context, forms extensive flood basalts associated with the Early Cretaceous rifting of the South Atlantic. These basalts constitute the economic basement of the Santos and Campos basins, such as in the Camboriú and Cabiúnas formations, and are also found as younger flows interbedded within the pre-salt sedimentary sequence.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000008,
Basement,Lithostratigraphic Unit,rdfs:subClassOf,Lithostratigraphic Unit,True,Basement is a geological unit of igneous or metamorphic rock that forms the foundation beneath a sedimentary sequence.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003
Stratigraphic Group,Lithostratigraphic Unit,rdfs:subClassOf,Lithostratigraphic Unit,True,"A Stratigraphic Group is a lithostratigraphic unit of high rank, consisting of a succession of related formations.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003
salt,Lithostratigraphic Unit,rdfs:subClassOf,Lithostratigraphic Unit,False,"Salt is an Aptian-age evaporite succession that is primarily composed of halite and anhydrite and stratigraphically separates the pre-salt rift sequence from the post-salt drift sequence in the South Atlantic marginal basins. Due to the ductile nature of its halite-rich layers, this succession undergoes significant deformation and flow (halokinesis), forming complex structures such as diapirs, pillows, and welds that control overburden deformation.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003
salt layer,salt,rdfs:subClassOf,Lithostratigraphic Unit,False,"Salt layer is an extensive evaporitic stratigraphic unit that is composed of thick accumulations of salt deposited during the Aptian and serves as the primary regional seal for the underlying Pre-Salt petroleum system. In the Brazilian Pre-Salt, this unit corresponds to the Ariri Formation and can reach thicknesses exceeding 2000 meters. The high mobility and low permeability of the salt make it a highly effective, albeit structurally complex, seal rock.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,
bed,Lithostratigraphic Unit,rdfs:subClassOf,Lithostratigraphic Unit,False,"A bed is a distinct stratum of sedimentary rock that is defined by a specific lithology or texture and is bounded above and below by surfaces, known as bedding planes, which represent a change in depositional conditions. In the Pre-Salt context, beds can range from millimeters to decimeters in thickness and are composed of various carbonate facies, such as grainstones, rudstones, or shrubstones, often exhibiting sharp boundaries and measurable dip angles.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003
upper barra velha formation,Formation,rdf:type,Lithostratigraphic Unit,False,"The Upper Barra Velha Formation is the uppermost stratigraphic subdivision of the Aptian Barra Velha Formation that is lithologically dominated by grainstones and shrubby carbonates, constituting the main reservoir interval of the Pre-Salt succession in the Santos Basin. Deposited in a shallow, alkaline lacustrine system, its facies include reworked intraclastic grainstones and rudstones which exhibit high intergranular and growth framework porosity.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000004
economic basement,Basement,rdfs:subClassOf,Lithostratigraphic Unit,False,"Economic basement is a geological unit composed of volcanic rocks that forms the effective lower boundary for hydrocarbon exploration within the Brazilian Pre-Salt. In the Santos Basin, this unit corresponds to the Hauterivian-age basalts of the Camboriú Formation, representing the Syn-Rift I depositional phase. It is distinguished from the underlying, older crystalline acoustic basement and is typically identified on seismic data by a high-amplitude reflector at its top.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,
lagoa feia group,Stratigraphic Group,rdf:type,Lithostratigraphic Unit,False,"Lagoa Feia Group is a Barremian to Late Aptian stratigraphic group that comprises the sedimentary succession deposited during the rift to early post-rift phases in basins of the Brazilian Pre-Salt. It unconformably overlies pre-rift volcanics of the Cabiúnas Formation and is composed of a series of formations containing siliciclastic, carbonate, and evaporitic deposits laid down in nonmarine to transitional environments. The upper part of the group includes the economically significant coquina and microbialite carbonate reservoirs of the Pre-Salt petroleum system.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000003,
