Term,Category,Property,Property_IRI,Filler,Filler_Source,Confidence,Evidence,Validation_Status,Validation_Reason,Relation_Scope,Scope_Reason,Scope_Confidence,Scope_Needs_Review
talc,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,brazilian pre-salt,domain_term,1.0,precipitates in the Brazilian pre-salt,ACCEPTED,Valid.,corpus_context,"the filler is the named regional setting Brazilian Pre-Salt, so the relation is context-specific",0.98,False
oil-water contact,Geological Boundary,located_in,http://purl.obolibrary.org/obo/BFO_0000171,hydrocarbon reservoir,domain_term,0.8,reservoir fluid boundary that marks the depth at which the oil-saturated interval passes into the underlying water-saturated interval,ACCEPTED,Valid.,generic,the relation is definitional for the kind: an oil-water contact is a reservoir fluid boundary occurring within a hydrocarbon reservoir,0.98,False
lula field,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,santos basin,domain_term,1.0,occurs in the Santos Basin,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
lula field,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pre-salt,domain_term,1.0,pre-salt hydrocarbon field,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
santos outer high,Body of Rock,located_in,http://purl.obolibrary.org/obo/BFO_0000171,santos basin,domain_term,1.0,in the central Santos Basin,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
santos outer high,Body of Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,fault block,domain_term,0.8,"comprises an uplifted, fault-bounded basement block system",ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
florianópolis high,Body of Rock,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,magmatism,domain_term,0.8,being dominantly magmatic in origin,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
lake margin,Sedimentary Environment,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,lacustrine system,domain_term,1.0,boundary zone of a lacustrine system,ACCEPTED,Valid.,generic,"The definition states that a lake margin is the boundary zone of a lacustrine system, so the parthood relation is definitional for the class.",0.98,False
carbonate build-up,Mound Unit,has_quality,http://purl.obolibrary.org/obo/RO_0000086,porosity,domain_term,0.8,have among the highest porosity and permeability of the reservoir facies,ACCEPTED,Valid.,generic,"porosity is asserted as a characteristic reservoir property of carbonate build-ups, not as a fact about one named example",0.88,False
karst,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,fracture,domain_term,0.8,"producing cavities, enlarged fractures, and other non-matrix voids",ACCEPTED,Valid.,generic,"the definition of karst explicitly includes enlarged fractures among the structures it produces, so the parthood is presented as characteristic of the kind",0.9,False
silica cement,Earth Material,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,chalcedony,domain_term,1.0,"precipitates as silica minerals, mainly chalcedony and micro- to macrocrystalline quartz",ACCEPTED,Valid.,generic,being constituted by chalcedony is part of the compositional definition of silica cement,0.97,False
silica cement,Earth Material,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,quartz,domain_term,1.0,"precipitates as silica minerals, mainly chalcedony and micro- to macrocrystalline quartz",ACCEPTED,Valid.,generic,being constituted by quartz is part of the compositional definition of silica cement,0.97,False
silica cement,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,interparticle pore,domain_term,1.0,"lining and filling interparticle pores, vugs, and fractures",ACCEPTED,Valid.,generic,pore-lining or pore-filling in interparticle pores is presented as a characteristic occurrence pattern of silica cement,0.96,False
microquartz,Earth Material,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,quartz,domain_term,1.0,consists of quartz crystals smaller than 20 μm,ACCEPTED,Valid.,generic,consisting of quartz crystals is a definitional compositional statement about microquartz,0.98,False
microquartz,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,interparticle pore,domain_term,1.0,"fills inter-aggregate, interparticle, and vugular pores",ACCEPTED,Valid.,generic,filling interparticle pores is presented as a characteristic occurrence pattern of microquartz,0.95,False
microquartz,Earth Material,located_in,http://purl.obolibrary.org/obo/BFO_0000171,pre-salt carbonate,domain_term,1.0,in pre-salt carbonates,ACCEPTED,Valid.,generic,"occurrence in pre-salt carbonates is stated as a common class-level setting, and the filler is a rock class rather than a named individual",0.8,False
fault system,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,fault,domain_term,1.0,groups faults,ACCEPTED,Valid.,generic,"a fault system is defined as an assemblage that groups faults, making the relation definitional for the class",0.99,False
spherulitite,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,spherulite,domain_term,1.0,consists predominantly of spherulites,ACCEPTED,Valid.,generic,spherulites are defining components of spherulitite,0.99,False
reservoir architecture,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,reservoir facies,domain_term,0.8,"the three-dimensional arrangement and connectivity of reservoir facies, stratigraphic surfaces, faults, and nonmatrix permeability features",ACCEPTED,Valid.,generic,"reservoir architecture is defined through the arrangement and connectivity of reservoir facies, so this parthood is part of the class characterization",0.97,False
reservoir architecture,Geological Structure,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,fault,domain_term,0.8,"the three-dimensional arrangement and connectivity of reservoir facies, stratigraphic surfaces, faults, and nonmatrix permeability features",ACCEPTED,Valid.,generic,faults are explicitly listed in the definition as framework elements whose arrangement constitutes reservoir architecture,0.97,False
neobarremian,Geological Time Interval,occurrent_part_of,http://purl.obolibrary.org/obo/BFO_0000132,early cretaceous,domain_term,1.0,in the Early Cretaceous,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
sururu field,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,brazilian pre-salt,domain_term,1.0,is a Brazilian pre-salt oil field,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
sururu field,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,santos basin,domain_term,1.0,in the northern Santos Basin,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
slope,Sedimentary Environment,located_in,http://purl.obolibrary.org/obo/BFO_0000171,fault block,domain_term,0.8,along tilted fault blocks,ACCEPTED,Valid.,corpus_context,The relation is supported by the Brazilian Pre-Salt description ('commonly imaged ... along tilted fault blocks') and is not presented as definitional of slope as a kind.,0.93,False
calcimudstone,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,consists predominantly of clay-grade calcite,ACCEPTED,Valid.,generic,calcite is the defining constituent of calcimudstone,0.99,False
chemical compaction,Geological Process,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,cementation,domain_term,1.0,followed by redistribution and cementation of the dissolved constituents,ACCEPTED,Valid.,generic,cementation is included in the defining process sequence of chemical compaction,0.93,False
chemical compaction,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,lacustrine carbonate,domain_term,1.0,"In Brazilian Pre-Salt lacustrine carbonates, it is mainly a mesodiagenetic process",ACCEPTED,Valid.,corpus_context,lacustrine carbonates are given as the Brazilian Pre-Salt host setting specifically,0.86,False
camburi group,Lithostratigraphic Unit,located_in,http://purl.obolibrary.org/obo/BFO_0000171,santos basin,domain_term,1.0,above the Ariri evaporites in the Santos Basin,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
itamambuca group,Lithostratigraphic Unit,located_in,http://purl.obolibrary.org/obo/BFO_0000171,santos basin,domain_term,1.0,in the Santos Basin,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
itamambuca group,Lithostratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,clinoform,domain_term,0.8,with well-developed slope clinoforms,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
itamambuca group,Lithostratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,carbonate rock,domain_term,1.0,comprising siliciclastic and carbonate rocks above the pre-salt interval,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
namibe basin,Basin,generated_in,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000014,early cretaceous,domain_term,1.0,developed on the southwest African margin during Early Cretaceous rifting and sag,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
claystone,Sedimentary Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dolomitization,domain_term,0.8,"its pore system and reservoir quality are commonly modified by dolomitization, silicification, and matrix dissolution",ACCEPTED,Valid.,corpus_context,"dolomitization is asserted only for claystone behavior in Pre-Salt reservoirs, not claystone generally",0.87,False
claystone,Sedimentary Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,silicification,domain_term,0.8,"its pore system and reservoir quality are commonly modified by dolomitization, silicification, and matrix dissolution",ACCEPTED,Valid.,corpus_context,"silicification is asserted only for claystone behavior in Pre-Salt reservoirs, not claystone generally",0.87,False
fascicular calcite crust,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,1.0,"consists of shrub-like, vertically to near-vertically growing fascicular-optic to radial-fibrous non-magnesian calcite aggregates",ACCEPTED,Valid.,generic,calcite is the defining material of fascicular calcite crust,0.99,False
fascicular calcite crust,Sedimentary Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,recrystallization,domain_term,1.0,"it is commonly modified by recrystallization, dolomitization, and silicification",ACCEPTED,Valid.,generic,recrystallization is presented as a common class-level diagenetic overprint of fascicular calcite crust,0.86,False
fascicular calcite crust,Sedimentary Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,dolomitization,domain_term,1.0,"it is commonly modified by recrystallization, dolomitization, and silicification",ACCEPTED,Valid.,generic,dolomitization is presented as a common class-level diagenetic overprint of fascicular calcite crust,0.86,False
fascicular calcite crust,Sedimentary Rock,participates_in,http://purl.obolibrary.org/obo/BFO_0000056,silicification,domain_term,1.0,"it is commonly modified by recrystallization, dolomitization, and silicification",ACCEPTED,Valid.,generic,silicification is presented as a common class-level diagenetic overprint of fascicular calcite crust,0.86,False
hydrocarbon reservoir,Body of Rock,has_quality,http://purl.obolibrary.org/obo/RO_0000086,porosity,domain_term,1.0,has sufficient porosity,ACCEPTED,Valid.,generic,having sufficient porosity is explicitly definitional for hydrocarbon reservoir,0.99,False
early aptian,Geological Time Interval,occurrent_part_of,http://purl.obolibrary.org/obo/BFO_0000132,early cretaceous,domain_term,1.0,the Aptian Stage of the Early Cretaceous,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
in situ facies,Sedimentary Facies,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,shrub,domain_term,0.8,mixed with fascicular calcite shrubs,ACCEPTED,Valid.,generic,shrubs are part of the class definition of in situ facies,0.95,False
in situ facies,Sedimentary Facies,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,spherulite,domain_term,1.0,and calcite spherulites,ACCEPTED,Valid.,generic,spherulites are part of the class definition of in situ facies,0.96,False
micropore,site,generated_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000013,dissolution,domain_term,0.8,occurs as dissolution-related intraparticle porosity,ACCEPTED,Valid.,generic,"the NLD presents dissolution-related origin as a common characteristic of micropores, not as a fact about a named individual or single sample",0.78,False
syn-rift phase,Geological Time Interval,has_occurrent_part,http://purl.obolibrary.org/obo/BFO_0000117,magmatism,domain_term,0.8,includes magmatic activity,ACCEPTED,Valid.,corpus_context,"The magmatism relation is stated only in the explicitly regional clause 'In the Brazilian pre-salt', so it is not safely quantified over syn-rift phase as a general class.",0.84,False
atafona formation,Formation,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,lagoa feia group,domain_term,0.8,syn-rift lithostratigraphic unit of the lower Lagoa Feia Group,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
atafona formation,Formation,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,siltstone,domain_term,1.0,is composed mainly of lacustrine arenites and siltstones,ACCEPTED,Valid.,individual_fact,subject was converted to owl:NamedIndividual,1.0,False
paleohigh,site,has_quality,http://purl.obolibrary.org/obo/RO_0000086,bathymetry,domain_term,0.8,producing shallower bathymetry than adjacent flanks and basin lows,ACCEPTED,Valid.,generic,"shallower bathymetry is part of the defining characterization of paleohigh, so this is a generic class-level relation",0.97,False
drift super-sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,guarujá formation,domain_term,0.8,it is represented mainly by shallow-marine platform carbonates of the Guarujá Formation,ACCEPTED,Valid.,corpus_context,the Guarujá Formation relation is stated specifically for the Santos Basin occurrence of the drift super-sequence,0.95,False
drift super-sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,itanhaém formation,domain_term,0.8,"and deeper-water sediments, including siliciclastics, of the Itanhaém Formation",ACCEPTED,Valid.,corpus_context,the Itanhaém Formation relation is stated specifically for the Santos Basin occurrence of the drift super-sequence,0.95,False
drift super-sequence,Stratigraphic Unit,located_in,http://purl.obolibrary.org/obo/BFO_0000171,santos basin,domain_term,1.0,In the Brazilian Pre-Salt of the Santos Basin,ACCEPTED,Valid.,corpus_context,"location in the Santos Basin is explicitly a named-basin occurrence, not a universal claim about the kind",0.97,False
rift super-sequence,Stratigraphic Unit,continuant_part_of,http://purl.obolibrary.org/obo/BFO_0000176,pre-salt,domain_term,1.0,in the Brazilian Pre-Salt,ACCEPTED,Valid.,generic,"the first sentence defines this rift super-sequence as the syn-rift succession within the Brazilian Pre-Salt, making the part-of relation definitional in this ontology context",0.83,False
rift super-sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,camboriú formation,domain_term,1.0,"it is mainly represented by the Camboriú, Piçarras, and Itapema formations",ACCEPTED,Valid.,corpus_context,the Camboriú Formation is cited only in the Santos Basin representation of the rift super-sequence,0.96,False
rift super-sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,piçarras formation,domain_term,1.0,"it is mainly represented by the Camboriú, Piçarras, and Itapema formations",ACCEPTED,Valid.,corpus_context,the Piçarras Formation is cited only in the Santos Basin representation of the rift super-sequence,0.96,False
rift super-sequence,Stratigraphic Unit,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,itapema formation,domain_term,1.0,"it is mainly represented by the Camboriú, Piçarras, and Itapema formations",ACCEPTED,Valid.,corpus_context,the Itapema Formation is cited only in the Santos Basin representation of the rift super-sequence,0.96,False
muddy spherulitestone,Sedimentary Facies,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,spherulite,domain_term,1.0,contains about 70–90% spherulites and mud,ACCEPTED,Valid.,generic,"the definition of muddy spherulitestone explicitly says it contains about 70–90% spherulites and mud, making this characteristic of the kind",0.98,False
muddy spherulitestone,Sedimentary Facies,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,mud,domain_term,1.0,contains about 70–90% spherulites and mud,ACCEPTED,Valid.,generic,"the definition of muddy spherulitestone explicitly includes mud as a constituent, so the relation is definitional for the class",0.98,False
passive-margin basin,Basin,located_in,http://purl.obolibrary.org/obo/BFO_0000171,continental margin,domain_term,1.0,develops along a continental margin,ACCEPTED,Valid.,generic,"passive-margin basin is defined as a basin that develops along a continental margin, making the location relation class-level and definitional",0.97,False
interparticle pore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,carbonate rock,domain_term,1.0,"occurs between adjacent grains, intraclasts, or other particles in a carbonate rock",ACCEPTED,Valid.,generic,"occurrence in carbonate rock is stated directly in the definition of interparticle pore, making the relation generic",0.98,False
interparticle pore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,brazilian pre-salt,domain_term,1.0,"In the Brazilian Pre-Salt, it is especially common",ACCEPTED,Valid.,corpus_context,"the relation is asserted only for the named regional setting Brazilian Pre-Salt, so it is contextual rather than safely class-wide",0.99,False
interparticle pore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,calcirudite,domain_term,1.0,especially common in reworked facies such as calcirudites,ACCEPTED,Valid.,generic,"calcirudite is presented as a characteristic facies setting for interparticle pores, not as a named individual occurrence, so the relation is generic despite the regional framing",0.73,False
interparticle pore,site,located_in,http://purl.obolibrary.org/obo/BFO_0000171,calcarenite,domain_term,1.0,such as calcirudites and calcarenites,ACCEPTED,Valid.,generic,"calcarenite is given as a characteristic facies setting for the pore type, so this is best treated as a generic class-level relation rather than an individual fact",0.73,False
weathering,Geological Process,has_participant,http://purl.obolibrary.org/obo/BFO_0000057,carbonate rock,domain_term,1.0,modifies exposed carbonate rocks,ACCEPTED,Valid.,generic,weathering is defined as modifying exposed carbonate rocks,0.95,False
weathering,Geological Process,occurs_in,http://purl.obolibrary.org/obo/BFO_0000066,brazilian pre-salt,domain_term,1.0,"In the Brazilian pre-salt, it is expressed as weathering profiles or paleosol-like intervals",ACCEPTED,Valid.,corpus_context,relation places the process in a named regional setting rather than the class generally,0.95,False
pre-salt carbonate,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,dolomite,domain_term,1.0,"typically composed of limestone, dolomite, and silica",ACCEPTED,Valid.,generic,dolomite is stated as a constituent of the pre-salt carbonate class,0.97,False
pre-salt carbonate,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,silica,domain_term,1.0,"typically composed of limestone, dolomite, and silica",ACCEPTED,Valid.,generic,silica is stated as a constituent of the pre-salt carbonate class,0.97,False
spherulitic carbonate,Sedimentary Rock,has_continuant_part,http://purl.obolibrary.org/obo/BFO_0000178,spherulite,domain_term,1.0,dominated by spherical to elliptical carbonate spherulites,ACCEPTED,Valid.,generic,spherulites are defining components of spherulitic carbonate,0.99,False
spherulitic carbonate,Sedimentary Rock,constituted_by,https://www.inf.ufrgs.br/bdi/ontologies/GEOCORE_0000017,calcite,domain_term,0.8,"composed of fibroradial calcite around a micritic, microsparitic, or siliciclastic nucleus",ACCEPTED,Valid.,generic,calcite is the material of the defining spherulites in spherulitic carbonate,0.95,False
reservoir facies,Facies,has_role,http://purl.obolibrary.org/obo/RO_0000087,ReservoirFaciesRole,critic_bearer,1.0,KEEP_AS_BEARER companion (has_role some ReservoirFaciesRole),ACCEPTED,critic KEEP_AS_BEARER,generic,critic KEEP_AS_BEARER companion is definitional,1.0,False
hydrocarbon reservoir,Body of Rock,has_role,http://purl.obolibrary.org/obo/RO_0000087,HydrocarbonReservoirRole,critic_bearer,1.0,KEEP_AS_BEARER companion (has_role some HydrocarbonReservoirRole),ACCEPTED,critic KEEP_AS_BEARER,generic,critic KEEP_AS_BEARER companion is definitional,1.0,False
seal,Body of Rock,has_role,http://purl.obolibrary.org/obo/RO_0000087,SealRole,critic_bearer,1.0,KEEP_AS_BEARER companion (has_role some SealRole),ACCEPTED,critic KEEP_AS_BEARER,generic,critic KEEP_AS_BEARER companion is definitional,1.0,False
regional seal,Body of Rock,has_role,http://purl.obolibrary.org/obo/RO_0000087,RegionalSealRole,critic_bearer,1.0,KEEP_AS_BEARER companion (has_role some RegionalSealRole),ACCEPTED,critic KEEP_AS_BEARER,generic,critic KEEP_AS_BEARER companion is definitional,1.0,False
aquifer,Body of Rock,has_disposition,http://purl.obolibrary.org/obo/RO_0000091,GroundwaterStorageAndTransmissionDisposition,critic_bearer,1.0,KEEP_AS_BEARER companion (has_disposition some GroundwaterStorageAndTransmissionDisposition),ACCEPTED,critic KEEP_AS_BEARER,generic,critic KEEP_AS_BEARER companion is definitional,1.0,False
source rock,Sedimentary Rock,has_disposition,http://purl.obolibrary.org/obo/RO_0000091,HydrocarbonGenerationDisposition,critic_bearer,1.0,KEEP_AS_BEARER companion (has_disposition some HydrocarbonGenerationDisposition),ACCEPTED,critic KEEP_AS_BEARER,generic,critic KEEP_AS_BEARER companion is definitional,1.0,False
reservoir rock,Sedimentary Rock,has_disposition,http://purl.obolibrary.org/obo/RO_0000091,HydrocarbonReservoirDisposition,critic_bearer,1.0,KEEP_AS_BEARER companion (has_disposition some HydrocarbonReservoirDisposition),ACCEPTED,critic KEEP_AS_BEARER,generic,critic KEEP_AS_BEARER companion is definitional,1.0,False
