Term,RAG_Context_Used,Category,Reasoning,NLD
hydrothermal vent,True,Body of Rock,"The NLD describes a discrete pipe-like geological complex constituted by rock and sediment, fitting a Body of Rock.","Hydrothermal vent is a pipe-like geological complex that forms by the fracturing, transport, and eruption of deep-sourced hydrothermal fluids and sediments, commonly in association with intrusive or volcanic activity. In the Brazilian Pre-Salt, these vents can strongly influence lacustrine carbonate systems by modifying water alkalinity and mineral supply, promoting travertine and shrub/spherulite development, and locally enhancing dissolution, vuggy porosity, and reservoir fluid flow."
magnesian clay,True,Earth Material,The NLD describes a Mg-rich clay-mineral aggregate as a geological material deposit rather than a discrete rock body or process.,"Magnesian clay is a syngenetic Mg-rich clay-mineral aggregate that is composed mainly of stevensite and kerolite and occurs in Pre-Salt lacustrine carbonates as massive to laminated deposits commonly associated with calcitic spherulites. In Brazilian Pre-Salt reservoirs, these aggregates are chemically unstable and are commonly deformed by spherulite growth and overprinted by dolomitization, silicification, or dissolution, sometimes together with detrital siliciclastic material."
dolomudstone,True,Sedimentary Rock,"The NLD defines it as a mud-supported dolomitic carbonate rock, which directly fits Sedimentary Rock.","Dolomudstone is a mud-supported dolomitic carbonate rock that is composed mainly of very fine dolomite crystals with variable mud content and, in some cases, interlayered fine calcite particles arranged in irregular discontinuous laminations. In the Brazilian Pre-Salt, laminated dolomudstone commonly occurs as thin beds and generally acts as a non-reservoir because its porosity is very low and dominated by tiny intercrystalline and interparticle pores. Where intense fracturing is present, however, it may locally develop significant fracture-related porosity and permeability."
effective porosity,True,quality,It describes an inhering petrophysical property of rock pore space that quantifies interconnected void volume for fluid flow.,"Effective porosity is a petrophysical property that quantifies the interconnected portion of a rock's pore volume available for fluid storage and flow, excluding isolated pores and non-contributing bound water. In Brazilian Pre-Salt carbonates, it is commonly estimated from NMR logs and interpreted together with total porosity, free-fluid content, permeability, and fracture intensity to assess reservoir quality and production behavior."
sepiolite,True,Earth Material,"It is a naturally occurring clay mineral phase, so it fits a natural amount of geological material rather than a rock or process.","Sepiolite is a hydrated magnesium silicate clay mineral that occurs as a minor authigenic Mg-silicate phase in Aptian pre-salt lacustrine carbonates, commonly associated with kerolite and stevensite in clay-rich substrates. In the Brazilian Pre-Salt, it is typically subordinate in abundance and may reflect alteration of stevensitic clays, including under exposure-related or evaporative conditions."
replacement,True,Geological Process,It is defined as a diagenetic substitution process involving coupled dissolution and precipitation in situ.,"Replacement is a diagenetic process that substitutes a pre-existing mineral or sedimentary component with a new mineral in situ, commonly through coupled dissolution and precipitation and often with preservation of the original texture or morphology. In the Brazilian Pre-Salt lacustrine carbonates, replacement commonly affects spherulites, stevensitic clays, fine grains, and growth-framework elements by silica, dolomite, or calcite, and it can create microporosity or vugular porosity while strongly modifying reservoir quality."
outer high,True,Geological Structure,"It is a basin-scale basement structural high, i.e. a structural configuration that controls depositional architecture.","Outer High is an uplifted basement structural high that forms a broad NE-SW-trending elevated zone in the Santos Basin and controls pre-salt depositional architecture by creating a shallow, clastic-starved structural ramp favorable to carbonate and evaporite accumulation. In the Barra Velha interval, it was established before deposition, includes major culminations such as the Sugar Loaf High and Tupi High, and is closely associated with prolific reservoir development and giant oil fields."
basement high,True,Body of Rock,"The NLD describes a discrete fault-bounded elevated block of basement rock, which fits a recognizable body of rock.","Basement high is a fault-bounded structural high that forms a topographic elevation of the basement above adjacent basement lows. In the Brazilian pre-salt, such highs commonly control accommodation and depositional architecture by focusing onlap and aggradation of lacustrine carbonate platforms, and they are typically associated with thinner or locally eroded pre-salt intervals relative to neighboring lows."
reservoir rock,True,Sedimentary Rock,"It is defined as sedimentary rock or rock facies that stores and transmits hydrocarbons, fitting the sedimentary rock category.","Reservoir rock is a sedimentary rock or rock facies that has sufficient porosity and permeability to store hydrocarbons and allow their flow through the subsurface reservoir. In the Brazilian Pre-Salt, reservoir rocks are chiefly lacustrine carbonates of the Itapema and Barra Velha formations, especially bioclastic limestones or coquinas and shrub-dominated facies, whose quality is highly heterogeneous and strongly controlled by depositional texture and diagenetic processes such as dissolution, neomorphism, silicification, dolomitization, and mineral replacement."
carnallite,True,Earth Material,"Carnallite is an evaporite mineral substance precipitated from concentrated brines, so it fits natural earth material.","Carnallite is a hydrous potassium-magnesium chloride evaporite mineral (KMgCl3·6H2O) that precipitates from highly concentrated brines and forms part of the more soluble salt assemblage of the Ariri Formation. In the Brazilian Pre-Salt, it commonly occurs associated with halite, anhydrite, tachyhydrite, and sylvite, recording late-stage evaporitic concentration under arid and restricted basin conditions."
crystalline basement,True,Body of Rock,It denotes a distinct pre-sedimentary bedrock body composed of consolidated igneous and metamorphic rocks.,"Crystalline basement is a pre-sedimentary bedrock unit that consists of consolidated igneous and metamorphic rocks underlying the pre-salt succession, typically Precambrian granites, gneisses, and related metasediments in the Santos and Campos basins. In the Brazilian Pre-Salt, it commonly forms the rift footwall and a fractured host rock for fluid flow and diagenesis, locally showing brecciation and veins filled by quartz, pyrite, and Fe-rich dolomite-ankerite."
spherulitic shrubstone,True,Sedimentary Facies,"The NLD defines it as a lacustrine carbonate facies characterized by shrubs, spherulites, mud content, and porosity features.","Spherulitic shrubstone is an in-situ lacustrine carbonate facies that is dominated by shrubs, contains a subordinate spherulitic component, and includes less than 10% mud. In the Barra Velha Formation it typically comprises medium- to coarse-sized shrubs with very fine- to coarse-grained spherulites between or on top of shrub branches, and it may show fining-upward to smaller shrubs or spherulites. It commonly has calcite, dolomite, and locally silica cement and develops mainly fabric-selective inter-branch porosity plus intra-shrub dissolution porosity."
gneiss,True,Rock,"The NLD describes a foliated metamorphic rock, fitting the GeoCore category Rock.","Gneiss is a foliated metamorphic rock that displays coarse-grained compositional banding produced by high-grade recrystallization of pre-existing rocks. In the Brazilian Pre-Salt context, it commonly forms part of the crystalline basement and may also occur as clasts in synrift to sag conglomerates, indicating erosion of uplifted metamorphic source terrains."
fracture porosity,True,quality,"It is a property of carbonate rock describing void space within fractures, so it fits BFO quality.","Fracture porosity is a non-matrix porosity type that consists of void space within natural open fractures and microfractures cutting the carbonate rock. In Brazilian Pre-Salt reservoirs, it may result from primary or diagenetic fracturing, is commonly concentrated in fault-related fractured zones, and mainly contributes to reservoir connectivity and permeability rather than matrix storage."
lacustrine system,True,Depositional System,The NLD explicitly defines it as a depositional system developed within a lake basin.,"Lacustrine system is a depositional system that develops within a lake basin and controls the sedimentary, chemical, and ecological processes that generate lake deposits. In the Brazilian Pre-Salt, it refers to the vast Aptian alkaline, stratified to meromictic lake system that occupied much of the South Atlantic rift depression, hosted carbonate accumulation, and preceded the deposition of the overlying evaporites."
spherulitic mudstone,True,Sedimentary Facies,"It is described as a lacustrine carbonate facies distinguished by its mud matrix, dispersed spherulites, and lamination.","Spherulitic mudstone is a mud-rich lacustrine carbonate facies that consists of a mud matrix containing dispersed spherulites in amounts below 70%. In the Brazilian Pre-Salt, it is commonly parallel laminated, with rounded spherulitic grains that are loosely packed and rarely in contact. Compared with Mg-rich mudstone, it typically shows higher porosity and permeability and a predominant free-fluid signature."
silica nodule,True,Body of Rock,It is a discrete diagenetic siliceous concretion recognizable as a physical rock body within the host carbonate.,"Silica nodule is a diagenetic siliceous concretion that occurs as a discrete almond-shaped to rounded body of microcrystalline to macrocrystalline quartz within pre-salt lacustrine carbonate mudstones and dolomudstones. In the Santos Basin, it commonly forms during early diagenesis together with silica layers, reflecting localized silica precipitation driven by changes in pore-water chemistry and possibly by dissolution of Mg-clay minerals."
wave base,True,Dimension,"It denotes a measurable depth threshold for significant wave influence and sediment reworking, fitting a one-dimensional depositional quality.","Wave base is a hydrodynamic depth threshold that marks the effective lower limit of significant wave-induced energy and sediment reworking on the substrate. In the Brazilian Pre-Salt lacustrine carbonates, it is commonly treated as a shallow boundary, around 10 m in stratigraphic models, that helps distinguish wave-agitated shrubstone and reworked facies near or above it from lower-energy fine-grained or chemogenic deposits below it."
eoaptian,True,Geological Time Interval,It is explicitly defined as an informal chronostratigraphic interval in the earliest Aptian.,"Eoaptian is an informal chronostratigraphic interval that corresponds to the earliest part of the Aptian Stage in the Early Cretaceous. In the Brazilian pre-salt, it commonly denotes the time of syn-rift Itapema Formation deposition, including lacustrine coquinas and related carbonates, broadly around 126 to 123 Ma in the cited stratigraphic framework."
sedimentary facies,True,Sedimentary Facies,The definition describes a facies characterized by sedimentological attributes that reflect depositional setting and process.,"Sedimentary facies is a mappable body of sediment or sedimentary rock that is distinguished by a characteristic combination of lithology, texture, sedimentary structures, and vertical or lateral association, reflecting a specific depositional environment or process. In the Brazilian Pre-Salt, sedimentary facies are identified by integrating core, thin-section, well-log, and seismic data to reconstruct lacustrine settings such as profundal, slope, bench interior, and bench margin, and to distinguish in-situ from reworked carbonate deposits."
sapinhoá field,True,site,It denotes a geographically bounded subsurface reservoir area within the Santos Basin rather than a specific rock body or process.,"Sapinhoá Field is an offshore pre-salt oil field that is located in the Santos Basin, Brazil, and contains Aptian carbonate reservoirs mainly within the Barra Velha Formation beneath the salt section. In the context of Brazilian pre-salt geology, it is a key reservoir area for studying facies architecture, porosity distribution, and diagenetic controls in lacustrine carbonates, including intervals near the base of the Ariri Formation."
calcarenite,True,Sedimentary Rock,It is explicitly defined as a carbonate rock composed mainly of sand-sized carbonate grains.,"Calcarenite is a clastic carbonate rock that is composed predominantly of sand-sized carbonate grains or intraclasts, typically representing reworked carbonate sediment and, in hybrid varieties, containing less than 50% siliciclastic material. In the Brazilian Pre-Salt, it commonly consists of ooids and intra- or extra-clasts of limestone or dolostone, with subordinate silica or chert and minor silicate grains, and may occur as laminated resedimented beds with interparticle and intraparticle porosity."
bivalve rudstone,True,Sedimentary Rock,"It is defined as a coarse bioclastic carbonate rudstone, which is a type of sedimentary rock.","Bivalve rudstone is a bioclastic carbonate rudstone that consists predominantly of coarse bivalve shell bioclasts, commonly disarticulated, fragmented, and variably reworked. In the Brazilian Pre-Salt, it commonly forms a coquina reservoir facies with massive, poorly to well sorted, chaotic to subparallel fabric, and may preserve interparticle, intraparticle, moldic, and locally vuggy porosity despite diagenetic alteration such as dissolution, neomorphism, calcite cementation, dolomitization, or silicification."
stylolite,True,Geological Structure,"It is an internal pressure-solution seam in rock, fitting a geological structure formed during compaction.","Stylolite is a pressure-solution seam that forms by localized dissolution during compaction and concentrates insoluble or less soluble minerals along an irregular surface in carbonate rocks. In Brazilian pre-salt reservoirs, stylolites commonly occur in bioclastic rudstones, hybrid facies, cherts, and chert-dolostone contacts, where they are enriched in illite and other residual minerals, may truncate earlier cements, and can be associated with symmetric porosity enhancement."
reworked carbonate,True,Sedimentary Facies,"The NLD explicitly defines it as a lacustrine carbonate lithofacies characterized by specific grain types, textures, and redepositional features.","Reworked carbonate is a lacustrine carbonate lithofacies that is composed mainly of transported and redeposited clasts of calcitic spherulites and/or calcitic shrubs, typically occurring as grainstone- to rudstone-like calciarenites and calcirudites. In the Brazilian Pre-Salt Barra Velha Formation, it commonly contains grains from fine sand to pebble size, shows moderate sorting and massive to cross-stratified textures, and may include peloids, ostracod bioclasts, Mg-rich clays, and minor detrital siliciclastics. Where siliciclastic content exceeds about 10%, it is distinguished as reworked carbonate with siliciclastic content (RC-si), and the facies commonly forms relatively high-quality reservoir intervals due to open-framework and locally enhanced secondary porosity."
early diagenesis,True,Geological Process,"It is described as a set of post-depositional alteration processes such as dissolution, recrystallization, and cement precipitation.","Early diagenesis is a diagenetic stage that modifies sediments during or immediately after deposition at the water-sediment interface or under very shallow burial, before deeper burial alteration begins. In Brazilian Pre-Salt lacustrine carbonates, it commonly involves dissolution of primary Mg-clays and some carbonate fabrics, recrystallization of shrubs and spherulites, and precipitation of early calcite, dolomite, and silica cements. These processes may generate vuggy and moldic porosity, but they also commonly coat or fill pores and reduce pore size and connectivity."
continental margin,True,Geological Object,The NLD describes a large-scale tectonostratigraphic crustal entity that physically links continent and basin and controls basin architecture.,"Continental margin is a tectonostratigraphic transition zone that links continental crust to the adjacent oceanic basin and organizes the structural and stratigraphic framework of offshore basins. In the Brazilian Pre-Salt, the architecture and relative position of the continental margin strongly influence rift-to-sag evolution, fault displacement, salt thickness and mobilization, and consequently reservoir distribution, compartmentalization, and fluid migration."
downlap,True,Geological Structure,It describes a seismic-stratigraphic termination pattern expressing the geometric arrangement of strata against a lower surface.,"Downlap is a seismic reflector termination that occurs where inclined or progradational strata terminate downdip against a lower-lying surface. In the Brazilian Pre-Salt, it is used in seismic stratigraphic interpretation to identify progradational stacking patterns, define stratigraphic boundaries, and infer changes in accommodation and depositional architecture; in tectonically rotated settings, original downlap may locally appear as apparent onlap."
pore throat,True,site,"It describes a constricted void space within porous rock bounded by the surrounding material, which fits a BFO site.","Pore throat is a constricted opening in a porous rock that connects adjacent pore bodies and strongly controls capillary entry, fluid flow, and permeability. In Brazilian Pre-Salt lacustrine carbonates, pore throat size is commonly quantified by mercury injection capillary pressure (MICP) and classified as micro when less than 0.5 µm, meso between 0.5 and 5 µm, and macro when greater than 5 µm. Larger pore throats generally indicate better reservoir quality because they allow easier fluid movement through the pore network."
mud,True,Sediment,The NLD directly defines mud as a fine-grained unconsolidated sediment composed of particles and matrix material.,"Mud is a fine-grained sediment that occurs in Brazilian Pre-Salt carbonates as matrix between grains and as laminated or massive beds, and is composed of variable proportions of clay minerals, calcite, dolomite, and silica. In the Barra Velha Formation, it commonly forms millimetric to centimetric plane-parallel to slightly wavy laminae, with microcrystalline calcite in lighter layers and dolomite, organic matter, Mg-clays, and locally silica in darker layers. Clay-rich and carbonate-mud components may also be partially replaced by microcrystalline dolomite and silica."
lacustrine carbonate platform,True,Depositional System,The NLD explicitly describes it as a carbonate depositional system made of mappable reservoir facies bodies.,"Lacustrine carbonate platform is a carbonate depositional system that develops in lake settings on broad structural highs and accumulates shallow-water carbonate sediments during sag-stage basin evolution. In the Brazilian Pre-Salt, it commonly forms large seismically mappable bodies composed of microbialites and bioclastic limestones, including shrubby boundstones and spherulite-intraclast grainstones that constitute key reservoir facies, while muddier wackestones and packstones tend to increase toward platform margins."
siltstone,True,Sedimentary Rock,It is directly defined as a siliciclastic sedimentary rock composed predominantly of silt-sized particles.,"Siltstone is a siliciclastic sedimentary rock that is composed predominantly of silt-sized particles, with a higher proportion of silt and less clay than mudstone. In the Brazilian pre-salt Barra Velha succession, it commonly occurs as massive or incipiently plane-parallel laminated microfacies, ranging from coarse to fine silt and locally containing trace very fine to fine sand. Its main constituents are typically K-feldspar, monocrystalline quartz, white mica, and clay minerals."
vugular porosity,True,Geological Structure,"It describes a pore type defined by dissolution cavities, i.e. the internal arrangement of void space within a rock.","Vugular porosity is a secondary pore type that consists of dissolution-generated cavities larger than the particles composing the carbonate rock. In Brazilian Pre-Salt lacustrine carbonates, it is widespread across several facies, but where vugs dominate the pore system permeability is commonly low because pore connectivity is poor, whereas association with interparticle porosity can improve reservoir quality."
microbial laminite,True,Sedimentary Rock,"It is defined as a laminated microbial carbonate mudstone/microbialite, which is a sedimentary rock type.","Microbial laminite is a laminated microbialite that is formed by the growth and lithification of benthic microbial mats, producing fine carbonate-rich laminae. In the Brazilian Pre-Salt, it commonly occurs as finely crinkly to wavy laminated carbonate mudstone interpreted as lithified microbial mats in shallow lacustrine to supralittoral–eulittoral settings, and it may be overprinted by calcite, dolomite, or silica replacement during diagenesis."
regional seal,True,Body of Rock,"It denotes a laterally extensive evaporitic sealing unit overlying reservoirs, which fits a discrete rock body.","Regional seal is a basin-scale sealing unit that laterally extends over reservoir rocks and prevents the upward migration and leakage of hydrocarbons. In the Brazilian Pre-Salt, the regional seal is formed mainly by the evaporites of the Ariri Formation, especially halite and anhydrite, which overlie the Barra Velha and related reservoirs and provide an effective seal despite large thickness variations."
sag stage,True,Geological Time Interval,It is a tectono-stratigraphic stage marking the finite interval between rifting and drift in basin evolution.,"Sag stage is a tectono-stratigraphic stage that records the broad subsidence and relative tectonic quiescence between active rifting and passive-margin drift, commonly with localized fault reactivation and a transition from continental/lacustrine to shallow-marine conditions. In the Brazilian Pre-Salt, it begins above the pre-Alagoas unconformity and includes the Barra Velha lacustrine carbonates and shales, followed by the thick evaporites of the Ariri Formation."
calcite shrub,True,Geological Structure,It is a calcitic growth fabric defined by the branching arrangement of crystals within the rock.,"Calcite shrub is a calcitic growth fabric that consists of branching to fan-shaped aggregates of radiating fibrous to coarse bladed fascicular-optic calcite crystals, giving a shrub-like external morphology. In the Brazilian Pre-Salt, it commonly occurs as in-situ horizontal layers or low domal crusts in lacustrine carbonates of the Barra Velha Formation and is typically associated with rapid carbonate precipitation in shallow, highly saturated waters."
intergranular porosity,True,quality,It is a property of rock describing the void space between adjacent grains and particles.,"Intergranular porosity is a porosity type that comprises void space between adjacent grains, shell fragments, or other sedimentary particles in a rock. In Brazilian Pre-Salt carbonate reservoirs, especially grainstones and packstones, it commonly forms the dominant reservoir pore system and can support good storage and permeability where preserved or enlarged, although it may be reduced by intergranular micrite or by calcite and quartz cementation."
evaporite deposit,True,Body of Rock,"It is defined as a discrete sedimentary deposit of precipitated evaporite minerals forming a regional seal, fitting a recognizable body of rock.","Evaporite deposit is a sedimentary deposit that consists of minerals precipitated and accumulated from highly evaporative saline waters, typically including halite and anhydrite in restricted lacustrine to shallow marine settings. In the Brazilian Pre-Salt, Aptian evaporite deposits such as those of the Ariri and Retiro formations may also contain sylvite and carnallite, and they form the regional stratigraphic seal over the underlying carbonate reservoirs."
guarujá formation,True,Formation,"It is explicitly identified as a stratigraphic formation, which is the formal lithostratigraphic rank of Formation.","Guarujá Formation is a post-salt Albian stratigraphic formation that comprises the basal marine carbonate interval of the early drift megasequence in the Santos Basin, overlying the evaporites. In the Brazilian Pre-Salt it is typically a thin carbonate package, commonly 10 to 30 m thick, dominated by fine-grained mudstones and calcilutites deposited in distal restricted marine settings, with local shallow-platform oolitic and bioclastic facies."
lacustrine coquina,True,Sedimentary Rock,"It is described as a bioclastic carbonate rock made mainly of shell accumulations, which fits Sedimentary Rock.","Lacustrine coquina is a bioclastic carbonate rock that consists predominantly of accumulated and commonly fragmented mollusk shells deposited in a lacustrine environment. In the Brazilian Pre-Salt, it commonly formed in the Itapema Formation on structural highs under shallow, high-energy rift-lake conditions, occurring as coquina banks and related bar, beach, washover, and tempestite deposits interbedded with shales."
são paulo plateau,True,Geological Structure,"It is described as a regional structural high composed of basement highs, which fits a tectono-structural arrangement in GeoCore.","São Paulo Plateau is a regional structural high in the eastern Santos Basin that comprises a set of basement highs, including the Outer High, defined by the base-evaporite unconformity and expressed as elevated Aptian palaeotopography. In the Brazilian pre-salt, it is the main exploration province where these distal, clastic-starved highs provided the topographic template for accumulation of Barra Velha lacustrine carbonates. It is also interpreted to be linked to failed northward propagation of seafloor spreading near the Florianópolis Fracture Zone."
itanhaém formation,True,Formation,The NLD explicitly identifies it as a lithostratigraphic unit of formation rank in the Santos Basin.,"Itanhaém Formation is a lithostratigraphic unit in the Santos Basin that records deeper-water sedimentation after the drowning of the shallow-marine carbonate platform of the Guarujá Formation during the early drift stage. In the regional stratigraphic framework, it marks the transition from platform carbonate deposition to more distal marine conditions above the pre-salt succession."
upper aptian,True,Stratigraphic Unit,"It is described as a bounded chronostratigraphic rock interval within the pre-salt succession, which fits a stratigraphic unit.","Upper Aptian is a chronostratigraphic subdivision that represents the later part of the Aptian Stage of the Lower Cretaceous, corresponding in the Brazilian pre-salt to the upper pre-salt interval deposited immediately before widespread salt accumulation. In the cited Campos Basin framework, it is the interval bounded below by the mid-Aptian unconformity and above by the late Aptian base-salt surface. In pre-salt reservoir studies, it commonly encompasses sag-phase carbonate deposition, including the upper-sag succession of the Barra Velha Formation, which is associated with progradational shallowing-upward cycles and favorable porosity-permeability development."
aquifer,True,Body of Rock,It is a subsurface hydrogeologic unit made of permeable or fractured rock that forms a discrete rock body storing and transmitting groundwater.,"Aquifer is a subsurface hydrogeologic unit that stores and transmits groundwater through permeable or fractured rocks, including confined systems beneath the pre-salt succession and regional flow paths in fractured crystalline basement. In the Brazilian Pre-Salt, aquifers can recharge lacustrine systems and provide regional pressure support to reservoirs during production, but they may also drive water influx, water coning, and early water breakthrough."
rhombohedral dolomite,True,Geological Structure,"It is defined as a diagenetic crystal fabric, i.e. an internal arrangement of crystals within carbonate rock.","Rhombohedral dolomite is a diagenetic dolomite crystal fabric that consists of rhomb-shaped dolomite crystals occurring within carbonate rocks, commonly in interstitial spaces among spherulites, calcite shrubs, and fascicular calcite crusts. In the Brazilian Pre-Salt Barra Velha Formation, it is the most common dolomite type and is most abundant in spherulite-rich facies, with many occurrences formed before mechanical compaction and some compositions approaching stoichiometric burial dolomite."
oncoid,True,Geological Object,"It is a discrete coated carbonate grain produced by microbial accretion, fitting a geological object rather than a rock body or process.","Oncoid is a coated carbonate grain that consists of a nucleus surrounded by irregular to concentric microbial laminae produced by cyanobacterial accretion, commonly while the particle is intermittently rolled in very shallow lacustrine water. In the Brazilian Pre-Salt, oncoids occur as dominant allochems in oncoidal grainstones, rudstones, and packstones/floatstones, where they are typically spherical to semi-spherical and may preserve or develop intraparticle dissolution porosity."
floatstone,True,Sedimentary Rock,"The NLD explicitly defines floatstone as a carbonate rock type, so it fits GeoReservoir Sedimentary Rock.","Floatstone is a matrix-supported carbonate rock that contains granule- to pebble-size clasts floating within a finer-grained matrix. In the Brazilian Pre-Salt, especially in the Barra Velha Formation, it commonly corresponds to matrix-supported calcirudite with angular fragments of microbialite, tufa, shrubstone, chert, and other carbonate lithologies in a dark sand-silty matrix, typically indicating reworked or debris-flow deposition."
mg-clay,True,Earth Material,"It is described as a magnesium-rich clay mineral assemblage, which is best treated as a natural amount of geological matter.","Mg-clay is a magnesium-rich clay mineral assemblage that forms part of the matrix of Brazilian pre-salt carbonate facies, commonly in association with calcite spherulites and dolomite. In the Santos Basin it consists mainly of Mg-smectitic clays, with rare sepiolite, and its dissolution or replacement by calcite can generate secondary porosity even though Mg-clay-rich facies are initially of low reservoir quality."
atapu field,True,site,"An oil field denotes a bounded offshore/subsurface region containing reservoirs, which fits BFO site better than a material object.","Atapu Field is an offshore pre-salt oil field that lies in the central Santos Basin, about 200 km off the Brazilian coast in water depths of 2,000 to 2,300 m, and contains giant carbonate reservoirs beneath the salt layer. It is part of the Iara Complex together with the Berbigão and Sururu fields, has estimated oil volumes of 2.5 to 4 billion barrels of oil equivalent, and ranks among Brazil's major pre-salt producing fields."
guaratiba group,True,Lithostratigraphic Unit,The NLD explicitly identifies it as a lithostratigraphic group composed of multiple formations.,"Guaratiba Group is a Lower Cretaceous lithostratigraphic group of the Santos Basin that records the rift to post-rift evolution of the Brazilian pre-salt, comprising the Camboriú, Piçarras, Itapema, Barra Velha, and Ariri formations. Deposited from roughly the Hauterivian to the Aptian in continental lacustrine to evaporitic settings, it contains the main pre-salt carbonate reservoirs, especially the Itapema and Barra Velha formations."
neomorphism,True,Geological Process,It is explicitly defined as a diagenetic recrystallization process that alters carbonate constituents in place.,"Neomorphism is a diagenetic process that recrystallizes original carbonate constituents, commonly aragonitic bioclasts, into new crystal forms in situ. In Brazilian Pre-Salt bioclastic grainstones and rudstones, it commonly affects bivalve and gastropod shells and competes with dissolution, with its predominance tending to preserve primary interparticle porosity and favor higher permeability."
depositional facies,True,Sedimentary Facies,"It describes a sedimentary facies identified by original depositional composition, texture, and fabric.","Depositional facies is a sedimentary facies that records the original depositional conditions of a rock through its primary composition, texture, and fabric. In the Brazilian Pre-Salt carbonates, depositional facies include in-situ shrub- and spherulite-rich deposits as well as reworked carbonate facies ranging from mudstones to intraclastic grainstones and rudstones. They are distinguished from diagenetic facies, which may derive from similar original deposits but now display different fabrics because of post-depositional alteration."
cabiúnas formation,True,Formation,It is explicitly described as a formal lithostratigraphic unit of formation rank in the pre-salt succession.,"Cabiúnas Formation is a volcanic lithostratigraphic unit that forms the basal pre-salt succession of the Campos Basin and is composed mainly of tholeiitic basalts and associated volcaniclastics linked to the onset of rifting. It underlies the Lagoa Feia Group and is often treated as part of the basement in structural studies. Reported K–Ar ages for its basalts are about 134–122 Ma, although some of the younger values may reflect alteration effects."
itabapoana formation,True,Formation,It is defined as a lithostratigraphic unit of the Lagoa Feia Group with formation rank.,"Itabapoana Formation is a lithostratigraphic unit of the Lagoa Feia Group that is composed predominantly of proximal marginal clastic sediments, including conglomerates, sandstones, siltstones, and red shales, deposited around Aptian lacustrine systems in the northern Campos Basin pre-salt succession. It commonly grades laterally into more lacustrine deposits such as those of the Gargaú Formation. In subsurface data, it may be difficult to distinguish from the Atafona Formation."
retiro formation,True,Formation,It is explicitly described as an evaporitic stratigraphic formation serving as a regional seal.,"Retiro Formation is a post-rift evaporitic stratigraphic formation that records Aptian deposition in a highly evaporative shallow-marine setting following marine incursions under arid climatic conditions. It consists predominantly of anhydrite, halite, sylvite, and carnallite, may reach about 2000 m in thickness, and forms an important regional stratigraphic seal over Brazilian Pre-Salt carbonate reservoirs and major hydrocarbon accumulations."
pre-salt section,True,Stratigraphic Unit,"It is defined as a stratigraphic interval of sedimentary succession lying beneath the Aptian salt, which fits a stratigraphic unit.","Pre-salt section is a Lower Cretaceous stratigraphic interval that comprises the sedimentary succession deposited before salt emplacement in the South Atlantic basins, lying beneath the Aptian evaporites and including syn-rift to sag-stage deposits such as lacustrine carbonates of the Barra Velha Formation. In the Brazilian Santos and Campos basins, this interval contains giant hydrocarbon accumulations and is a key target for seismic, stratigraphic, and reservoir characterization studies because of its complex carbonate heterogeneity."
matrix porosity,True,quality,It describes an intrinsic measurable property of carbonate rock concerning pore space within the matrix.,"Matrix porosity is a component of rock porosity that resides within the carbonate rock matrix itself rather than in large karst-related vugs, mega- and giga-pores, or fractures. In Brazilian Pre-Salt reservoirs, it commonly constitutes a major part of effective porosity and can be identified in acoustic image logs by lower-amplitude matrix responses, whereas low-porosity matrix shows higher amplitudes."
marl,False,Sedimentary Rock,It is explicitly described as a fine-grained mixed sedimentary rock containing carbonate minerals and clay.,"Marl is a fine-grained mixed sedimentary rock that contains substantial proportions of carbonate minerals and clay. In the Brazilian Pre-Salt context, it commonly refers to calcareous mud-rich lacustrine intervals interbedded with cleaner carbonate facies, typically indicating greater argillaceous input and lower reservoir quality than purer carbonates."
mesodiagenesis,True,Geological Process,"It is a burial diagenetic stage that alters carbonate rocks through dissolution, recrystallization, cementation, and fracturing.","Mesodiagenesis is a burial diagenetic stage that modifies pre-salt carbonate rocks after eodiagenesis through continued calcite dissolution, recrystallization of the primary carbonate fabric, coarse pore-filling cementation, late fracturing, and solid bitumen emplacement. In the Brazilian Pre-Salt, it commonly generates secondary intragranular and vuggy porosity by dissolution and fracturing, while macrocrystalline dolomite, quartz, and subordinate mineral cements may partially to completely occlude that porosity."
talc,True,Earth Material,"It describes a naturally precipitated mineral substance in the reservoir, fitting Earth Material rather than a rock body or structure.","Talc is a magnesium-rich phyllosilicate mineral that precipitates in the Brazilian pre-salt under highly alkaline lacustrine conditions, commonly as hydrated talc formed from Mg-rich silica gel at about pH 9 to 10. In the Barra Velha Formation it is characterized by low crystallinity and a defective turbostratic structure, and its late diagenetic transformation releases silica and magnesium that favor the precipitation of silica and dolomite."
magmatism,True,Geological Process,"It is explicitly defined as the generation, ascent, emplacement, and possible eruption of magma.","Magmatism is a geological process that involves the generation, ascent, emplacement, and possible eruption of magma within and above the crust. In the Brazilian Pre-Salt, it includes intrusive and extrusive events from rift to drift stages that are commonly linked to tectonic controls and may accompany hydrothermal alteration, although their thermal influence on carbonate reservoir diagenesis can be locally limited and is not always the main controlling factor."
