Term,Parent_Term,Relationship_Type,Category,Is_Intermediate,NLD,FALLBACK,Category_IRI,Parent_IRI
evaporite,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Evaporite is a chemical sedimentary rock that forms by the precipitation of soluble minerals from highly evaporated brines in strongly evaporative lacustrine or shallow-marine settings. In the Brazilian Pre-Salt, Aptian evaporites of the Ariri and Retiro formations consist mainly of halite and anhydrite, with locally sylvite and carnallite, and they form the thick regional stratigraphic seal over the carbonate reservoirs.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
coquina,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Coquina is a bioclastic carbonate rock that consists of accumulations of biological hard parts, commonly shell-rich and bioclast-enriched, and in the Brazilian pre-salt typically shows packstone, grainstone, or rudstone textures. In the Itapema Formation of the Santos Basin, it is commonly dominated by reworked bivalve shells with subordinate gastropods and ostracods, and it forms an important reservoir facies where moldic, vuggy, and intergranular porosity may be well developed.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
lacustrine carbonate,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Lacustrine carbonate is a carbonate sedimentary rock that forms in lake environments under strong local controls such as tectonics, climate, hydrology, sediment input, temperature, and water chemistry. In the Brazilian Pre-Salt, these rocks commonly include autochthonous facies with shrubs, spherulites, and microcrystalline calcite, as well as reworked facies made of their fragments mixed with clay, and they are major reservoir constituents.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
wackestone,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Wackestone is a mud-supported carbonate rock facies that contains more than 10% grains within a muddy matrix, commonly including ostracod bioclasts and reworked fragments of shrubs, peloids, and spherulites. In the Brazilian Pre-Salt, it is typically fine-grained, matrix-supported, and massive or plane-parallel laminated, and it commonly records low-energy lacustrine deposition below storm-wave base or the return to more normal conditions after stressful or storm events.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
shale,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Shale is a fine-grained sedimentary rock that is composed predominantly of compacted clay-sized particles and commonly displays high gamma-ray values and very low permeability. In the Brazilian Pre-Salt, shale commonly occurs as clay-rich or organic-rich intervals associated with the deeper parts of the Barra Velha Formation, where it behaves as a non-reservoir facies and local seal that restricts fluid flow and can trap CO2. In petrophysical analysis, shale is also used as a high-gamma-ray end member for evaluating shale distribution in mixed lithologies.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
rudstone,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Rudstone is a sedimentary carbonate rock that is grain-supported and contains more than 10% grains or clasts larger than 2 mm. In Brazilian Pre-Salt reservoirs, it commonly occurs as a reworked lacustrine facies composed of bioclasts, intraclasts, spherulites, shrub fragments, or silicified carbonate pebbles and cobbles, typically in poorly sorted massive to inversely graded beds with erosive bases. Its reservoir quality is highly heterogeneous and depends on the dominant pore system, including interparticle, moldic, intraparticle, and vugular porosity.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
laminite,lacustrine carbonate,rdfs:subClassOf,Sedimentary Rock,False,"Laminite is a fine-laminated lacustrine carbonate rock that consists of thin parallel laminae and, in the Brazilian Pre-Salt, commonly derives from originally laminated clay-rich, probably stevensitic, deposits replaced by calcite or dolomite. It is typically composed mainly of calcite and dolomite, may preserve organic matter and minor siliciclastic grains between laminae, and can be variably affected by dolomitization, silicification, and dissolution porosity during diagenesis.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
microbialite,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Microbialite is an organosedimentary carbonate deposit that is produced, induced, or influenced by benthic microbial communities. In the Brazilian Pre-Salt, especially the Barra Velha Formation, it commonly occurs as autochthonous porous tabular, irregular, or lenticular bodies with massive texture, relic lamination, and local subvertical branching, and is typically composed of carbonate clots and peloids fringed by fibrous or mosaic calcite.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
carbonate rock,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Carbonate rock is a sedimentary rock that is composed predominantly of carbonate minerals and occurs as either particulate depositional fabric or biologically constructed fabric. In the Brazilian Pre-Salt, carbonate rocks are highly reactive and heterogeneous because syngenetic and diagenetic processes such as cementation, dissolution, dolomitization, and silicification can strongly modify their texture, mineralogy, and pore network, making them major reservoir rocks.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
source rock,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Source rock is a sedimentary rock that contains sufficient organic matter to generate hydrocarbons during burial and thermal maturation. In the Brazilian pre-salt, this term refers chiefly to the Barremian–Aptian lacustrine organic-rich shales of the Itapema Formation, deposited in fresh-to-brackish settings and commonly characterized by TOC of about 2–6% and type I kerogen, which charge the Itapema and Barra Velha carbonate reservoirs.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
sandstone,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Sandstone is a siliciclastic sedimentary rock that is composed predominantly of sand-sized grains and, in presalt successions, commonly ranges from coarse to fine grained with current laminations. In the presalt rift-to-sag setting it is typically interpreted as a fluvial to alluvial-fan deposit in more landward basin areas, and where mixed with mollusk shells it can record episodic coarse siliciclastic input into lacustrine margin or fan-delta environments.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
limestone,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Limestone is a sedimentary carbonate rock that consists predominantly of calcium carbonate, commonly as calcite, formed by chemical, microbial, or bioclastic accumulation and lithification. In the Brazilian Pre-Salt, especially in the Barra Velha Formation, limestones commonly include shrub- and spherulite-rich facies, as well as bioclastic and locally silicified varieties, whose textures reflect depositional setting and diagenetic overprint.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
conglomerate,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Conglomerate is a coarse-grained clastic sedimentary rock that contains rounded to subrounded clasts larger than 2 mm within a finer matrix or cement. In the Brazilian Pre-Salt, conglomerates commonly record proximal synrift to sag deposition related to footwall uplift and erosion, forming massive or upward-fining beds in fluvial to alluvial-fan settings and including basement, basalt, limestone, or silica clasts.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
boundstone,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Boundstone is a carbonate facies that consists of original components bound together during deposition, commonly expressed in the Brazilian Pre-Salt as fine-grained domal to layered constructions with concentric internal lamination. In the Barra Velha Formation, it typically resembles stromatolitic or microbial buildups formed in shallow-water settings and may be cemented by euhedral dolomite, with porosity commonly generated by fabric-selective matrix dissolution.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
dolostone,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Dolostone is a carbonate sedimentary rock that is composed predominantly of dolomite, commonly occurring in the Brazilian Pre-Salt as dolomite rhombs and blocky dolomite aggregates within matrices of Mg-clays, organic matter, and detrital clasts. In Pre-Salt reservoirs, it commonly forms a subordinate diagenetic facies associated with pervasive dolomitization and silicification, may be interlaminated with or host chert, and can develop intercrystalline and vugular porosity that supports high reservoir quality.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
spherulitestone,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Spherulitestone is an autochthonous lacustrine carbonate rock that is composed predominantly of spherical to subspherical spherulites made of fibro-radial calcite aggregates, commonly around a micritic nucleus. In the Brazilian pre-salt, it typically contains more than 90% spherulites, shows grainstone-like packing despite being in situ, and may occur in laminated, massive, shrubby, or muddy variants as spherulite size and mud content change.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
calcilutite,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Calcilutite is a fine-grained clastic or hybrid carbonate rock that is composed predominantly of carbonate mud- to silt-sized material, with ortho- or allochemical grains and less than 50% siliciclastic content. In the Brazilian Pre-Salt, it commonly occurs as laminated, peloidal to microbial, strongly recrystallized lithofacies and is typically mineralized by calcite or magnesian calcite with variable dolomite and quartz introduced by dolomitization and silicification.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
calcirudite,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Calcirudite is a coarse-grained clastic carbonate rock that is composed mainly of granule- to pebble-sized intra- or extra-clasts, chiefly fragments of limestone and dolostone, in reworked or hybrid carbonate successions. In the Brazilian Pre-Salt, it commonly occurs as a massive, poorly sorted ruditic facies dominated by carbonate intraclasts, and it may be either clast-supported or matrix-supported with minor chert, silica, silicate grains, or ooidal-peloidal components.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
dolomudstone,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Dolomudstone is a mud-supported dolomitic carbonate rock that is composed mainly of very fine dolomite crystals with variable mud content and, in some cases, interlayered fine calcite particles arranged in irregular discontinuous laminations. In the Brazilian Pre-Salt, laminated dolomudstone commonly occurs as thin beds and generally acts as a non-reservoir because its porosity is very low and dominated by tiny intercrystalline and interparticle pores. Where intense fracturing is present, however, it may locally develop significant fracture-related porosity and permeability.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
reservoir rock,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Reservoir rock is a sedimentary rock or rock facies that has sufficient porosity and permeability to store hydrocarbons and allow their flow through the subsurface reservoir. In the Brazilian Pre-Salt, reservoir rocks are chiefly lacustrine carbonates of the Itapema and Barra Velha formations, especially bioclastic limestones or coquinas and shrub-dominated facies, whose quality is highly heterogeneous and strongly controlled by depositional texture and diagenetic processes such as dissolution, neomorphism, silicification, dolomitization, and mineral replacement.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
calcarenite,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Calcarenite is a clastic carbonate rock that is composed predominantly of sand-sized carbonate grains or intraclasts, typically representing reworked carbonate sediment and, in hybrid varieties, containing less than 50% siliciclastic material. In the Brazilian Pre-Salt, it commonly consists of ooids and intra- or extra-clasts of limestone or dolostone, with subordinate silica or chert and minor silicate grains, and may occur as laminated resedimented beds with interparticle and intraparticle porosity.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
siltstone,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Siltstone is a siliciclastic sedimentary rock that is composed predominantly of silt-sized particles, with a higher proportion of silt and less clay than mudstone. In the Brazilian pre-salt Barra Velha succession, it commonly occurs as massive or incipiently plane-parallel laminated microfacies, ranging from coarse to fine silt and locally containing trace very fine to fine sand. Its main constituents are typically K-feldspar, monocrystalline quartz, white mica, and clay minerals.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
floatstone,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Floatstone is a matrix-supported carbonate rock that contains granule- to pebble-size clasts floating within a finer-grained matrix. In the Brazilian Pre-Salt, especially in the Barra Velha Formation, it commonly corresponds to matrix-supported calcirudite with angular fragments of microbialite, tufa, shrubstone, chert, and other carbonate lithologies in a dark sand-silty matrix, typically indicating reworked or debris-flow deposition.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
spherulitite,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Spherulitite is a carbonate rock that consists predominantly of spherulites, which are spherical to sub-spherical fibro-radial calcite aggregates. In the Brazilian Pre-Salt, especially the Barra Velha Formation, it commonly occurs as spherulitic grainstone, packstone, or wackestone, and its spherulites typically show radial extinction and may be dolomitized, recrystallized, or locally silicified.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
calcimudstone,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Calcimudstone is a fine-grained carbonate rock that consists predominantly of clay-grade calcite smaller than 0.004 mm. In the Brazilian Pre-Salt, it commonly occurs as dark micritic, massive to laminated laminae or beds, locally containing trace silt-size calcite, quartz, feldspar, and white mica and interlayered with calcisiltite and hybrid facies.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
claystone,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Claystone is a fine-grained sedimentary rock that is composed predominantly of clay-sized particles and, in the Brazilian Pre-Salt, commonly corresponds to stevensitic Mg-claystone within lacustrine carbonate successions. It typically occurs as laminated to massive, locally spherulite-rich facies and may also be reworked as intraclasts or as a clay matrix in hybrid carbonate rocks. In Pre-Salt reservoirs, its pore system and reservoir quality are commonly modified by dolomitization, silicification, and matrix dissolution.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
fascicular calcite crust,Sedimentary Rock,rdfs:subClassOf,Sedimentary Rock,False,"Fascicular calcite crust is a lacustrine carbonate crust that consists of shrub-like, vertically to near-vertically growing fascicular-optic to radial-fibrous non-magnesian calcite aggregates encrusting the water-sediment interface. In the Brazilian Pre-Salt, it commonly forms laminated to palisade crusts interbedded with Mg-silicates, siliciclastic mud, or peloidal laminae and constitutes one of the main reservoir facies of the sag section. Its fibrous crystalline fabric is interpreted mainly as an abiotic chemical precipitate, although it is commonly modified by recrystallization, dolomitization, and silicification.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
thrombolite,microbialite,rdfs:subClassOf,Sedimentary Rock,False,"Thrombolite is a microbialite that exhibits a clotted, commonly cryptocrystalline internal fabric instead of the well-defined lamination typical of stromatolites. In the Aptian Brazilian pre-salt, thrombolites are rare in situ microbial carbonates and are classified by their structure alongside stromatolites, dendrolites, and leiolites.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
pre-salt carbonate,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Pre-salt carbonate is a lacustrine carbonate rock that was deposited in the Lower Cretaceous pre-evaporitic interval beneath the South Atlantic salt, forming the main reservoir facies of the Brazilian Pre-Salt. It is typically composed of limestone, dolomite, and silica with frequent magnesian clays such as stevensite, and occurs in highly variable facies including bioclastic grainstones and rudstones, fascicular calcite crusts, spherulitic deposits, and reworked intraclastic carbonates. Its reservoir quality is commonly highly heterogeneous because of strong facies variability and complex diagenetic overprinting, including dolomitization and silicification.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
spherulitic carbonate,carbonate rock,rdfs:subClassOf,Sedimentary Rock,False,"Spherulitic carbonate is a carbonate rock or facies that is dominated by spherical to elliptical carbonate spherulites, typically 0.1-5 mm in diameter, composed of fibroradial calcite around a micritic, microsparitic, or siliciclastic nucleus and commonly embedded in a clay-rich or organic-rich muddy matrix. In the Brazilian Pre-Salt, it occurs as spherulitestones, packstones, or grainstones, may form in situ or be reworked, and is commonly linked to biologically influenced precipitation in low-energy lacustrine settings. Dissolution of spherulite nuclei can generate moldic porosity that affects reservoir quality.",True,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000032
ostracod,Fossil,rdfs:subClassOf,object,False,"Ostracod is a small aquatic crustacean that commonly inhabits marine and non-marine waters and, in pre-salt lacustrine systems, can persist in relatively deep, saline, or otherwise environmentally stressed conditions where mollusks may be absent. In the Brazilian Pre-Salt, ostracods commonly occur in wackestones, packstones, and grainstones, where they help indicate low-energy deeper-water or stressed lacustrine settings and are a key basis for non-marine biostratigraphy.",False,http://purl.obolibrary.org/obo/BFO_0000030,http://purl.obolibrary.org/obo/BFO_0000030
petroleum system,object aggregate,rdfs:subClassOf,object aggregate,False,"Petroleum system is a geologic system that comprises the genetically related source rocks, migration pathways, reservoirs, seals, traps, and timing conditions necessary for hydrocarbons to be generated, migrate, accumulate, and be preserved. In the Brazilian pre-salt, this system is strongly controlled by basement configuration, with source rocks concentrated in structural lows, carbonate reservoirs preferentially developed over positive topography, and major faults acting as conduits for hydrocarbons and mantle-derived CO2.",False,http://purl.obolibrary.org/obo/BFO_0000027,http://purl.obolibrary.org/obo/BFO_0000027
Tectonostratigraphic Supersequence,Stratigraphic Unit,rdfs:subClassOf,Formation,True,Tectonostratigraphic Supersequence is a Stratigraphic Unit that groups large-scale strata deposited during a distinct tectonic stage of basin evolution.,False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002
pre-salt,Stratigraphic Unit,rdf:type,Stratigraphic Unit,False,"Pre-salt is a stratigraphic interval that comprises the sedimentary and locally volcanic succession deposited during the rift to sag stages beneath the regional Aptian evaporite seal in the Brazilian margin basins. In the Santos and Campos basins, the term commonly denotes the lacustrine carbonate reservoir succession, including coquinas and microbialites of units such as the Itapema and Barra Velha equivalents, which hosts giant hydrocarbon accumulations beneath thick salt.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
cyclothem,Stratigraphic Unit,rdfs:subClassOf,Stratigraphic Unit,False,"Cyclothem is a meter-scale stratigraphic succession that records a repeated lacustrine shallowing-upward evaporitic cycle from flooding-phase laminated carbonate muds to spherulitic and shrub-like calcite facies, commonly capped by thin grainstones of reworked shrub, spherulite, and intraclast debris. In the Brazilian Pre-Salt, especially in the Barra Velha and equivalent units, cyclothems are typically about 0.75–5 m thick and reflect alternations between flooding, evaporation, and changes in pH, alkalinity, and Mg-silicate precipitation in shallow alkaline lakes.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002
post-rift supersequence,Tectonostratigraphic Supersequence,rdfs:subClassOf,Stratigraphic Unit,False,"Post-rift supersequence is a tectonostratigraphic supersequence that records basin filling after the rift phase under dominant thermal subsidence, commonly as a sag-stage, aggradational succession that progressively heals residual relief on rift-related structures. In the Brazilian Pre-Salt of the Campos Basin, it overlies the regional Pre-Alagoas unconformity, includes the upper Lagoa Feia Group, is subdivided into Post-Rift I and Post-Rift II, and is capped by subaerial exposure and erosion preceding evaporite deposition.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
drift super-sequence,Tectonostratigraphic Supersequence,rdfs:subClassOf,Stratigraphic Unit,False,"Drift super-sequence is a tectonostratigraphic super-sequence that records the passive-margin stage of basin evolution after the post-rift evaporitic interval, marked by Atlantic opening, thermal subsidence, and fully marine sedimentation. In the Brazilian Pre-Salt of the Santos Basin, it is represented mainly by shallow-marine platform carbonates of the Guarujá Formation and deeper-water sediments, including siliciclastics, of the Itanhaém Formation. This succession reflects the transition from restricted lacustrine and evaporitic systems to open-marine deposition, locally accompanied by platform drowning.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
rift super-sequence,Tectonostratigraphic Supersequence,rdfs:subClassOf,Stratigraphic Unit,False,"Rift super-sequence is a tectono-stratigraphic super-sequence that groups the syn-rift deposits accumulated during active extensional faulting and fault-controlled lacustrine basin development in the Brazilian Pre-Salt. In the Santos Basin, it is mainly represented by the Camboriú, Piçarras, and Itapema formations, comprising basalts, continental siliciclastics, lacustrine coquinas, organic-rich shales, and locally talc-stevensite ooid-bearing intervals, with some interpretations also including the basal wedge of the Barra Velha Formation.",False,https://www.inf.ufrgs.br/bdi/ontologies/GEORES_0000002,
disposition,realizable entity,rdfs:subClassOf,realizable entity,True,A disposition is a realizable entity that inheres in a bearer and can be realized in a process when the appropriate conditions obtain.,False,http://purl.obolibrary.org/obo/BFO_0000017,http://purl.obolibrary.org/obo/BFO_0000017
permeability,Petrophysical Property,rdfs:subClassOf,quality,False,"Permeability is a petrophysical property that quantifies a reservoir rock’s ability to transmit fluids through its interconnected pore system. In Brazilian Pre-Salt carbonate reservoirs, it is often highly heterogeneous because flow may occur through both the rock matrix and high-permeability features such as fractures, vugs, and caves. As a result, permeability is a key parameter for estimating flow capacity and production potential, and it can be strongly underestimated if thin highly permeable layers are not resolved.",False,http://purl.obolibrary.org/obo/BFO_0000017,http://purl.obolibrary.org/obo/BFO_0000016
Petrophysical Property,quality,rdfs:subClassOf,quality,True,"Petrophysical Property is a quality that quantifies or characterizes a physical attribute of rock or reservoir relevant to fluid storage, fluid flow, or geophysical response.",False,http://purl.obolibrary.org/obo/BFO_0000019,http://purl.obolibrary.org/obo/BFO_0000019
porosity,Petrophysical Property,rdfs:subClassOf,quality,False,"Porosity is a petrophysical property that quantifies the volume fraction of void space in a rock available to contain fluids. In Brazilian pre-salt carbonate reservoirs, it occurs as pore systems such as vuggy, moldic, interparticle, intraparticle, intercrystalline, and microfracture porosity, and it is strongly controlled by depositional texture and diagenetic processes such as dissolution, cementation, and silicification.",False,http://purl.obolibrary.org/obo/BFO_0000019,
microporosity,porosity,rdfs:subClassOf,quality,False,"Microporosity is a porosity class that consists of micrometer-scale pores and pore throats, commonly generated in Brazilian pre-salt lacustrine carbonates by diagenetic cementation, replacement, or dissolution within shrubs, spherulites, and calcite crusts. In the pre-salt reservoirs of the Santos and Campos basins, microporosity commonly dominates the pore-size distribution, tends to retain high irreducible water saturation, and has little positive influence on permeability even where total porosity is appreciable.",False,http://purl.obolibrary.org/obo/BFO_0000019,
effective porosity,porosity,rdfs:subClassOf,quality,False,"Effective porosity is a petrophysical property that quantifies the interconnected portion of a rock's pore volume available for fluid storage and flow, excluding isolated pores and non-contributing bound water. In Brazilian Pre-Salt carbonates, it is commonly estimated from NMR logs and interpreted together with total porosity, free-fluid content, permeability, and fracture intensity to assess reservoir quality and production behavior.",False,http://purl.obolibrary.org/obo/BFO_0000019,
fracture porosity,porosity,rdfs:subClassOf,Geological Structure,False,"Fracture porosity is a non-matrix porosity type that consists of void space within natural open fractures and microfractures cutting the carbonate rock. In Brazilian Pre-Salt reservoirs, it may result from primary or diagenetic fracturing, is commonly concentrated in fault-related fractured zones, and mainly contributes to reservoir connectivity and permeability rather than matrix storage.",False,http://purl.obolibrary.org/obo/BFO_0000019,
pore connectivity,Petrophysical Property,rdfs:subClassOf,quality,False,"Pore connectivity is a petrophysical property that expresses the degree to which pores in a rock are interconnected to form continuous pathways for fluid flow. In Brazilian pre-salt carbonates, it is a key control on permeability because much of the connected network may reside in pores below CT-scan resolution, whereas dolomitization and silicification can generate closed or isolated pores that reduce connectivity.",False,http://purl.obolibrary.org/obo/BFO_0000019,
reservoir heterogeneity,quality,rdfs:subClassOf,quality,False,"Reservoir heterogeneity is a reservoir characteristic that consists of spatial variations in facies and petrophysical properties, especially porosity and permeability, which create vertical and lateral contrasts in fluid flow behavior. In Brazilian pre-salt carbonates, it is mainly generated by depositional cyclicity and facies stacking, structural features such as faults, and diagenetic modification including dissolution, silicification, and dolomitization. These contrasts can produce flow barriers or baffles, reduce hydrocarbon displacement efficiency, and locally compartmentalize pressure and fluids.",False,http://purl.obolibrary.org/obo/BFO_0000019,http://purl.obolibrary.org/obo/BFO_0000019
Pore,site,rdfs:subClassOf,site,True,"Pore is a site that is a void within rock that can store fluids and, when connected to other voids, contribute to fluid flow.",False,http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
accommodation space,site,rdfs:subClassOf,site,False,"Accommodation space is a depositional space that is available for sediment accumulation due to the combined effects of subsidence, tectonic deformation, and relative lake-level or base-level change. In the Brazilian Pre-Salt, it varies from structural highs to basin lows and is generated at regional and local scales by thermal subsidence and fault activity, thereby controlling the preservation and stacking of syn-rift and carbonate sequences.",False,http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
vug,Pore,rdfs:subClassOf,site,False,"Vug is a secondary pore that is non-fabric-selective and generated or enlarged by dissolution in carbonate rock. In Brazilian Pre-Salt carbonates, vugs are typically mostly open cavity-like voids, commonly centimeter scale and isolated at core scale, but they may touch or connect along natural fractures or, less commonly, bedding planes, especially in silicified and fractured intervals.",False,http://purl.obolibrary.org/obo/BFO_0000029,
pore throat,Pore,rdfs:subClassOf,site,False,"Pore throat is a constricted opening in a porous rock that connects adjacent pore bodies and strongly controls capillary entry, fluid flow, and permeability. In Brazilian Pre-Salt lacustrine carbonates, pore throat size is commonly quantified by mercury injection capillary pressure (MICP) and classified as micro when less than 0.5 µm, meso between 0.5 and 5 µm, and macro when greater than 5 µm. Larger pore throats generally indicate better reservoir quality because they allow easier fluid movement through the pore network.",False,http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
micropore,Pore,rdfs:subClassOf,site,False,"Micropore is a submicron reservoir pore that, in Brazilian pre-salt carbonates, typically has a diameter of about 0.125 to 0.5 µm. It commonly occurs as dissolution-related intraparticle porosity within calcitic shrubs or as residual pore space between insoluble infillings in karst-modified cavities, and it is often associated with more intensely cemented, restricted pore systems.",False,http://purl.obolibrary.org/obo/BFO_0000029,
structural domain,site,rdfs:subClassOf,site,False,"Structural domain is a structural subdivision of a basin that is distinguished from adjacent areas by a coherent fault pattern, geometry, and deformation style. In the Brazilian pre-salt, structural domains commonly include horsts, grabens, half-grabens, or deep and shallow faulted sectors, and they control depocenter distribution, accommodation-zone development, sedimentary facies, reservoir quality, and fluid connectivity.",False,http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
paleohigh,site,rdfs:subClassOf,site,False,"Paleohigh is a paleo-topographic high that remained relatively elevated during deposition, producing shallower bathymetry than adjacent flanks and basin lows. In the Brazilian Pre-Salt, especially in the Barra Velha Formation, paleohighs are reconstructed from seismic horizons and lithology-controlled paleobathymetry and commonly localize shrubstone-dominated facies with fringes of spherulitestone and locally reworked deposits.",False,http://purl.obolibrary.org/obo/BFO_0000029,http://purl.obolibrary.org/obo/BFO_0000029
